,ACCT_ID_M,DIRECT_DEBIT_FLAG,NUM_PAYMENT_CHALLENGED_6M,NUM_REFUNDS_3M,CHANNEL_PAY_APOST_12M,CHANNEL_PAY_BPAY_12M,CHANNEL_PAY_BPOINT_12M,CHANNEL_PAY_DD_SAVING_12M,CHANNEL_PAY_DD_CREDIT_12M
661613,23922657,0,0,0,2,1,0,0,0
876318,19345967,0,0,0,0,0,6,0,0
108523,12730997,0,0,0,0,6,0,0,0
2079233,22038403,1,0,0,0,0,1,0,17
331017,25150089,0,0,0,0,0,0,0,0
1181559,708441,1,0,0,0,0,0,0,6
335714,12305309,0,0,0,4,0,0,0,0
1007552,8200985,0,0,0,0,4,0,0,0
1707986,25004305,0,0,0,0,0,0,0,0
489633,19991177,1,0,0,0,0,0,4,0
1322154,23928117,0,0,0,3,1,0,0,0
138640,16929609,0,0,0,0,0,6,0,0
1068193,23175093,0,0,0,0,0,0,0,0
1347692,22169135,0,0,0,0,1,2,0,0
867038,2607245,1,0,0,0,0,0,4,0
231413,9929185,0,0,0,0,4,0,0,0
1175133,23736935,1,0,0,0,0,3,0,1
822780,5419495,0,0,0,0,4,0,0,0
372931,3108351,0,0,0,4,0,0,0,0
1510755,1063865,1,0,0,1,0,0,0,0
113462,25403229,0,0,0,0,0,0,0,0
2081443,18109389,0,0,0,0,3,0,0,0
604576,13216593,1,0,0,0,0,0,0,0
1445791,14678355,1,0,0,0,0,0,0,0
888344,19808949,1,0,0,0,0,0,4,0
303391,22867823,0,0,0,0,4,0,0,0
1957111,22287251,0,0,0,0,39,1,0,0
362584,19950747,1,0,0,0,0,0,0,4
2139858,19701993,0,0,0,0,4,0,0,0
70283,12909975,0,0,0,0,6,0,0,0
1674428,23980405,0,0,0,0,0,4,0,0
68501,8584281,0,0,0,4,0,0,0,0
457753,14203523,0,0,0,0,0,4,0,0
306341,1833315,0,0,0,0,4,0,0,0
2127191,18528815,0,0,0,0,25,0,0,0
2344757,18628163,0,0,0,0,4,0,0,0
924313,3522831,0,0,0,0,4,0,0,0
1166469,6016465,0,0,0,0,32,0,0,0
1016127,1414779,0,0,0,0,5,0,0,0
2327922,16780295,1,0,0,0,0,0,0,6
2094259,22984357,0,0,0,0,12,0,0,0
1190427,16828011,1,0,0,0,0,0,0,4
1039101,6700973,1,0,0,0,1,0,1,0
1301340,21387175,1,0,0,0,0,0,6,0
124931,11718419,0,0,0,0,30,0,0,0
1025533,19665853,0,0,0,0,4,0,0,0
237890,24819,0,0,0,0,3,2,0,0
2205854,23008975,0,0,0,0,0,4,0,0
1239692,19054559,1,0,0,0,0,0,6,0
1236196,22543751,0,0,0,0,42,0,0,0
1196044,24234275,0,0,0,0,1,0,0,0
1213168,25398299,0,0,0,0,0,0,0,0
1267461,23315763,0,0,0,2,0,2,0,0
71762,19025127,0,0,0,4,0,0,0,0
151986,14655419,1,0,0,0,0,0,0,4
445829,2197151,0,0,0,4,0,0,0,0
1346095,19372373,1,0,0,0,0,0,0,6
1609078,6701263,1,0,0,0,0,0,0,3
1719291,22339683,0,0,0,0,0,3,0,0
2102554,19894587,1,0,0,0,0,2,0,2
1212164,24676731,0,0,0,0,0,2,0,0
2185815,24257763,1,0,0,0,0,1,0,1
1317564,11093377,1,0,0,0,0,0,0,4
2204867,25563205,0,0,0,0,0,0,0,0
757632,16834505,0,0,0,0,0,5,0,0
2001250,23368575,0,0,0,0,18,2,0,0
1380496,24644673,1,0,0,0,0,0,0,2
232330,13541965,1,0,0,0,0,0,4,0
367208,23383595,0,0,0,0,0,5,0,0
943340,12864823,1,0,0,0,0,0,4,0
377983,17837097,0,0,0,0,0,4,0,0
2341552,23866637,0,0,0,0,0,3,0,0
1049133,25607575,0,0,0,0,0,0,0,0
2203994,23933763,0,0,0,0,0,3,0,0
284503,9940757,0,0,0,0,5,0,0,0
1452338,25218251,1,0,0,0,0,0,1,0
25306,1619011,0,0,0,0,4,0,0,0
1626185,14860135,1,0,0,0,0,0,4,0
21625,24928519,1,0,0,0,0,0,1,0
291534,1319847,1,0,0,0,0,0,4,0
868595,19208883,0,0,0,0,0,4,0,0
276510,24624075,0,0,0,0,9,0,0,0
320434,15075455,0,0,0,0,6,0,0,0
1781794,24896621,0,0,0,0,0,0,0,0
668522,19167563,0,0,0,0,9,0,0,0
2241770,23665279,1,0,0,0,0,1,0,3
2011941,7348265,1,0,0,0,0,0,0,4
1052346,2386411,0,0,0,0,4,0,0,0
1140123,24817237,0,0,0,0,1,0,0,0
312130,23351477,0,0,0,4,0,0,0,0
1880389,16534427,0,0,0,0,4,0,0,0
808408,24241719,1,0,0,0,0,3,0,0
2142272,11541231,1,0,0,0,0,0,4,0
934016,19862387,0,0,0,0,4,0,0,0
509583,6446675,0,0,0,3,3,0,0,0
2160440,20954563,0,0,0,0,4,0,0,0
1146374,8030221,1,0,0,0,0,0,20,0
2134516,2170495,0,0,0,0,6,0,0,0
1306762,22626741,1,0,0,0,0,0,4,0
366064,17563549,0,0,0,0,27,0,0,0
1227318,10519865,1,0,0,0,0,0,6,0
1970360,22755371,0,0,0,0,4,0,0,0
1790907,21424977,0,0,0,6,0,0,0,0
818163,22581997,0,0,0,2,0,0,0,0
2299872,18335975,0,0,0,0,4,1,0,0
1546835,6957275,1,0,0,0,0,0,0,4
1354764,1402997,0,0,0,0,4,0,0,0
775657,13489161,0,0,0,4,0,0,0,0
984209,8699507,0,0,0,4,0,0,0,0
68867,18451821,0,0,0,0,4,0,0,0
559723,5512957,0,0,0,6,0,0,0,0
1085942,22897493,1,0,0,0,0,0,4,0
1437021,11788609,1,0,0,0,0,0,4,0
494390,8564797,0,0,0,4,0,0,0,0
662715,24010069,0,0,0,0,0,4,0,0
1211614,22665659,1,0,0,0,0,1,0,0
872244,3777837,1,0,0,0,0,0,0,1
842235,5891981,0,0,0,0,0,0,0,0
2106321,23502403,0,0,0,0,2,2,0,0
2274207,20675485,1,0,0,0,0,0,4,0
384139,9325939,0,0,0,0,36,0,0,0
1763079,23888445,0,0,0,0,0,4,0,0
1715286,9198713,0,0,0,4,0,0,0,0
1236976,408535,0,0,0,4,0,0,0,0
1115948,21394529,0,0,0,0,0,0,0,0
1135318,20230693,0,0,0,0,4,0,0,0
1295546,8153539,0,0,0,4,0,0,0,0
41384,24792925,0,0,0,0,1,0,0,0
1898677,21363619,1,0,0,0,0,0,4,0
66160,21890349,0,0,0,0,0,2,0,0
952333,3513661,1,0,0,0,0,0,0,4
976081,24149259,1,0,0,0,0,1,12,0
83139,21192791,0,0,0,0,4,0,0,0
2098848,14206037,0,0,0,0,0,0,0,0
1065820,23528235,0,0,0,0,1,0,0,2
1928050,25003667,1,0,0,0,1,0,2,0
2058683,24933987,0,0,0,1,0,0,0,0
988952,14324155,0,0,0,5,0,0,0,0
83604,802027,1,0,0,0,10,0,1,0
417817,4823387,1,0,0,0,0,0,0,4
1386033,20762277,0,0,0,0,0,4,0,0
1124001,23478211,0,0,0,0,0,0,0,0
455741,9340253,0,0,0,0,4,0,0,0
1283072,22165523,0,0,0,5,0,0,0,0
106869,8866597,0,0,0,0,6,0,0,0
1336323,259731,0,0,0,1,0,3,0,0
2205298,24107903,0,0,0,0,2,0,0,0
411170,12907485,1,0,0,0,0,0,6,0
1228636,22675623,1,0,0,0,0,0,4,0
2169750,23649707,1,0,0,0,0,0,3,0
886975,8501183,1,0,0,0,0,0,0,4
951401,14513635,0,0,0,4,0,0,0,0
1935300,181851,0,0,0,0,4,0,0,0
482114,8012641,0,0,0,0,4,0,0,0
1063110,535221,0,0,0,0,4,0,0,0
1446469,6251119,0,0,0,0,7,0,0,0
2051804,15319581,0,0,0,0,0,4,0,0
2271175,7374943,0,0,0,0,4,0,0,0
139101,2154639,1,0,0,0,0,0,0,4
960591,11095761,0,0,0,4,0,0,0,0
833418,3854809,0,0,0,0,4,0,0,0
94490,23953307,0,0,0,0,4,0,0,0
2334060,25400971,0,0,0,0,2,0,0,0
1382327,18773283,1,0,0,0,0,0,25,0
1089073,16374221,1,0,0,0,0,0,0,12
1144263,21641037,1,0,0,0,0,0,0,4
53235,8730761,0,0,0,0,4,0,0,0
2000092,24545813,0,0,0,0,2,0,0,0
2101264,6325923,1,0,0,0,0,0,0,4
1990742,8194531,0,0,0,1,0,0,0,0
707180,3646881,1,0,0,0,0,0,4,0
2290625,4291275,0,0,0,4,0,0,0,0
959116,22551989,0,0,0,0,0,0,0,0
1187072,2617083,0,0,0,0,4,0,0,0
1290283,18637407,0,0,0,0,2,0,0,0
1841459,12626245,0,0,0,0,5,0,0,0
2144933,4784191,1,0,0,0,0,0,0,4
1734184,6787849,0,0,0,0,4,0,0,0
651607,16318299,0,0,0,0,1,3,0,0
365032,13439545,1,0,0,0,0,0,0,0
2023949,8503031,0,0,0,0,4,0,0,0
888582,15521951,0,0,0,4,0,0,0,0
212740,15472755,0,0,0,0,5,0,0,0
1482696,11985205,0,0,0,0,6,0,0,0
2011610,18484087,1,0,0,0,0,0,0,4
1819223,22858809,0,0,0,0,0,6,0,0
859856,16017883,0,0,0,0,0,2,0,0
1476335,6019211,0,0,0,0,44,0,0,0
926503,19714565,0,0,0,0,3,0,0,0
955753,23380321,0,0,0,0,0,3,0,0
541575,20571573,0,0,0,0,0,5,0,0
1863657,16231401,0,0,0,1,0,0,0,0
706071,21753391,0,0,0,0,6,0,0,0
1259324,8363809,0,0,0,0,4,0,0,0
1018497,8130509,0,0,0,1,0,0,0,0
401548,3957423,1,0,0,0,0,0,6,0
2194773,16555055,0,0,0,0,5,0,0,0
1112611,15039747,0,0,0,1,0,1,0,0
288362,22180979,0,0,0,0,1,5,0,0
714425,21148919,0,0,0,0,4,0,0,0
1636075,24776603,0,0,0,0,8,0,0,0
1028027,25385831,0,0,0,0,0,0,0,0
1602000,8673727,0,0,0,9,0,0,0,0
1087893,8392907,0,0,0,43,0,0,0,0
795569,19431449,0,0,0,0,0,6,0,0
2261167,23033935,0,0,0,0,4,0,0,0
617348,7480735,1,0,0,0,0,0,4,0
1854658,24513007,0,0,0,0,1,1,0,0
1391471,21149979,0,0,0,0,0,4,0,0
1445527,1311827,1,0,0,0,0,0,12,0
577048,10452243,0,0,0,0,4,0,0,0
2214631,21425403,0,0,0,0,3,1,0,0
163443,3730349,1,0,0,0,0,0,0,6
985404,20462955,0,0,0,0,0,2,0,0
1458121,4015355,1,0,0,3,0,1,18,0
350364,25502769,0,0,0,0,0,0,0,0
128938,3875167,0,0,0,0,0,0,0,0
812739,11049569,0,0,0,0,4,2,0,0
109989,25199793,0,0,0,0,0,0,0,0
191083,20156893,1,0,0,0,0,0,0,4
1147789,13592331,0,0,0,0,4,0,0,0
2136494,12876617,0,0,0,6,0,0,0,0
402619,9651651,0,0,0,0,0,4,0,0
256187,19384121,1,0,0,0,0,0,0,4
591910,21950087,1,0,0,0,0,0,0,4
1748302,9352329,0,0,0,0,1,2,0,0
1218469,11945439,0,0,0,0,0,0,0,0
1732587,12512827,0,0,0,0,1,3,0,0
1920178,21263681,0,0,0,4,0,0,0,0
2030302,20365373,0,0,0,0,0,2,0,2
68908,2875867,0,0,0,4,0,0,0,0
49891,10582545,0,0,0,0,4,0,0,0
1296226,8147615,0,0,0,0,8,0,0,0
72543,21292823,0,0,0,4,0,0,0,0
1855033,23559037,0,0,0,0,4,0,0,0
1287848,23074413,0,0,0,0,3,1,0,0
1828392,19795937,0,0,0,0,4,0,0,0
1309906,19493007,0,0,0,0,3,1,0,0
361370,16211259,1,0,0,1,0,0,1,0
1894541,24072075,1,0,0,0,0,0,2,0
820250,15872551,0,0,0,0,4,0,0,0
1223917,20521295,0,0,0,0,6,0,0,0
2189384,17717019,0,0,0,0,0,4,0,0
1992622,14127781,0,0,0,0,13,0,0,0
1468523,24832409,0,0,0,0,0,0,0,0
550575,23995335,0,0,0,0,16,3,0,0
1329186,11699731,0,0,0,0,0,1,0,0
1972615,6064411,0,0,0,0,4,0,0,0
501437,22562221,0,0,0,0,0,4,0,0
265037,3767065,0,0,0,0,0,4,0,0
1167388,9189581,0,0,0,0,0,4,0,0
991463,24761217,0,0,0,0,0,1,0,0
1056682,24812697,0,0,0,0,0,2,0,0
1853150,24115831,0,0,0,0,11,0,0,1
1852783,25467307,0,0,0,0,0,0,0,0
706311,12552589,0,0,0,0,6,0,0,0
106002,17380289,1,0,0,0,0,0,0,4
1885196,19689343,1,0,0,0,0,0,0,4
518081,23060853,0,0,0,0,1,2,0,0
814296,1708995,0,0,0,0,0,3,0,0
1033621,18163339,0,0,0,0,0,4,0,0
475506,18796715,1,0,0,0,17,0,0,0
1112596,22153781,0,0,0,0,4,0,0,0
735206,22641835,1,0,0,0,0,0,4,0
553585,25436225,0,0,0,0,0,0,0,0
272107,2023717,0,0,0,2,0,0,0,0
1947288,23381401,0,0,0,0,2,1,1,0
1774169,10806879,1,0,0,0,0,0,4,0
249074,19069547,1,0,0,0,0,0,0,4
1198247,9612881,0,0,0,0,4,0,0,0
544099,7794851,0,0,0,0,0,5,0,0
1928836,23481665,1,0,0,0,0,0,4,0
622500,20160449,1,0,0,0,0,0,4,0
2053679,12748005,0,0,0,0,13,0,0,0
231693,12011589,0,0,0,0,0,0,0,0
1362076,24156437,0,0,0,0,0,3,0,0
1819104,24514919,0,0,0,0,0,2,0,0
248567,13229397,0,0,0,0,3,1,0,0
631019,11116099,1,0,0,0,0,0,4,0
1932761,22668383,0,0,0,0,3,0,0,0
353011,19612031,0,0,0,0,0,4,0,0
891746,13092897,0,0,0,0,4,0,0,0
202555,23360875,0,0,0,0,4,0,0,0
859128,5964125,1,0,0,0,0,0,4,0
458719,25290941,0,0,0,0,0,0,0,0
497017,25443407,0,0,0,0,0,0,0,0
18130,21944713,1,0,0,0,0,4,20,1
83578,21463265,0,0,0,0,0,4,0,0
2205055,3972423,0,0,0,0,0,0,0,0
2224920,24628865,0,0,0,0,0,2,0,0
902656,23625341,1,0,0,0,0,1,3,0
404349,23350593,1,0,0,0,0,0,0,0
292550,18520355,0,0,0,0,4,0,0,0
666792,20620817,0,0,0,0,4,0,0,0
1379096,25029417,0,0,0,0,0,0,0,0
1858802,17416987,1,0,0,0,0,0,0,4
1633051,23731307,0,0,0,0,4,0,0,0
567905,19969681,0,0,0,0,5,0,0,0
1649586,11695225,0,0,0,0,4,0,0,0
1323653,24429147,0,0,0,0,0,2,0,0
659537,528251,0,0,0,0,0,4,0,0
506573,22089831,0,0,0,0,3,0,0,0
845521,24348403,0,0,0,0,0,0,0,0
1909597,24573981,1,0,0,0,0,1,1,0
209809,6221509,0,0,0,0,4,0,0,0
731199,17373535,0,0,0,0,0,4,0,0
1735496,3311571,1,0,0,0,0,0,4,0
303590,10195431,0,0,0,0,4,0,0,0
1450329,23992849,0,0,0,0,4,0,0,0
1515772,14735565,0,0,0,0,0,6,0,0
720903,18139241,0,0,0,0,0,24,0,0
2052326,10016083,1,0,0,0,0,0,24,0
578565,17279203,0,0,0,0,0,0,12,0
1205602,1715513,0,0,0,0,4,0,0,0
1554669,19002027,0,0,0,0,4,0,0,0
2215278,7231367,0,0,0,0,4,0,0,0
1989596,15247995,0,0,0,0,0,6,0,0
1454593,8782957,1,0,0,0,0,0,0,6
320522,9982215,0,0,0,0,0,4,0,0
2057322,23689523,0,0,0,0,4,0,0,0
1119772,23334625,0,0,0,0,0,4,0,0
559187,331063,0,0,0,0,0,4,0,0
415615,3380369,0,0,0,0,6,0,0,0
2123460,6492895,0,0,0,0,4,0,0,0
402460,10114669,0,0,0,0,4,0,0,0
1189777,1232817,0,0,0,0,25,0,0,0
956594,23617459,0,0,0,0,0,3,0,0
1606529,22513343,0,0,0,0,1,0,0,0
1551333,22681217,0,0,0,0,0,4,0,0
2115663,6799587,0,0,0,4,0,0,0,0
1214509,23859731,0,0,0,0,4,0,0,0
1952643,5715189,0,0,0,28,0,0,0,0
117776,17662637,0,0,0,0,3,0,0,0
836967,18127595,0,0,0,0,0,4,0,0
140722,18193741,0,0,0,3,1,0,0,0
1752671,22500595,0,0,0,0,4,0,0,0
1731242,21487237,0,0,0,0,4,0,0,0
1486158,23680895,0,0,0,0,4,0,0,0
1757593,4524449,0,0,0,0,4,0,0,0
1565427,21303673,1,0,0,0,0,0,4,0
652611,20491773,1,0,0,0,0,0,0,4
1947254,23069437,0,0,0,0,0,5,0,0
1165905,543373,1,0,0,0,0,0,0,4
671901,14313249,0,0,0,0,6,0,0,0
2205532,24489179,1,0,0,0,0,0,3,0
1893542,25420771,0,0,0,0,0,0,0,0
2202504,23735055,0,0,0,0,0,5,0,0
811543,23224083,1,0,0,0,0,0,0,4
1804846,746471,0,0,0,0,0,4,0,0
1621854,20384669,0,0,0,0,5,0,0,0
334534,24959791,0,0,0,0,1,0,0,0
2115767,21467603,0,0,0,0,0,5,0,0
1880634,15323111,0,0,0,0,0,0,0,0
2328801,3458745,0,0,0,0,4,0,0,0
2326763,5961065,0,0,0,0,0,0,0,0
1667220,12891449,0,0,0,4,11,0,0,0
2052325,17791521,1,0,0,0,0,0,4,0
885760,11742255,1,0,0,0,0,0,0,5
1927661,24766573,0,0,0,0,1,0,0,0
77254,22949983,0,0,0,0,4,0,0,0
1004951,15215175,1,0,0,0,0,0,4,0
120020,13112267,0,0,0,0,4,0,0,0
657082,22428209,0,0,0,0,0,4,0,0
380024,3781229,0,0,0,0,3,0,0,0
625852,24659965,1,0,0,0,0,0,3,0
923627,10075379,1,0,0,0,0,0,0,6
564175,17448739,0,0,0,6,0,0,0,0
769570,6583843,0,0,0,0,4,0,0,0
2010514,96949,0,0,0,0,4,0,0,0
1152035,9214555,0,0,0,0,6,0,0,0
266825,8009847,0,0,0,0,0,2,0,1
2206755,25078697,0,0,0,0,0,0,0,0
642817,24427655,0,0,0,0,0,2,0,0
817356,15644703,0,0,0,0,54,0,0,0
793136,25174913,1,0,0,0,0,0,0,0
288390,8935921,0,0,0,1,0,3,0,0
1442299,20813169,0,0,0,0,0,3,0,0
973192,23829691,1,0,0,2,0,0,3,0
403938,25335841,0,0,0,0,0,0,0,0
1341711,24217941,0,0,0,0,0,3,0,0
850957,14229877,0,0,0,0,4,0,0,0
605238,25331003,0,0,0,0,0,0,0,0
975713,22797215,0,0,0,0,0,4,0,0
977708,8135461,0,0,0,0,0,0,0,0
1951703,2411571,0,0,0,0,3,0,0,0
394060,21095913,0,0,0,0,4,0,0,0
1826046,15081825,0,0,0,4,0,0,0,0
1584624,22011291,1,0,0,0,0,0,4,0
36850,24738993,0,0,0,0,0,0,0,0
49000,10434803,0,0,0,4,0,0,0,0
2319843,21017885,0,0,0,0,4,0,0,0
2201229,1510991,0,0,0,0,3,0,0,0
1698184,22096629,0,0,0,0,0,5,0,0
234816,19244051,0,0,0,0,0,4,0,0
1523889,23222785,0,0,0,0,2,2,0,0
2082159,4194593,0,0,0,6,0,0,0,0
1240009,7589265,0,0,0,0,4,1,0,0
194084,15998655,1,0,0,0,0,0,0,4
696592,5964063,1,0,0,0,0,0,0,4
2183558,24926023,0,0,0,0,1,0,0,0
13293,21186685,0,0,0,0,1,3,0,0
161972,7257023,0,0,0,0,0,4,0,0
1032138,23512369,0,0,0,0,2,5,0,0
13803,18669999,1,0,0,0,0,0,0,0
647529,2640933,0,0,0,0,0,6,0,0
980957,14780801,1,0,0,0,0,0,4,0
507467,15013091,0,0,0,0,0,5,0,0
447510,18819303,0,0,0,0,4,0,0,0
1941229,19728355,1,0,0,0,0,0,25,0
1990272,18498579,1,0,0,0,0,0,4,0
810831,25317309,1,0,0,0,0,0,0,0
744251,9344721,0,0,0,0,6,0,0,0
1310327,20312575,1,0,0,0,0,0,0,6
1421717,20194251,0,0,0,0,4,0,0,0
2154830,13984409,1,0,0,0,0,0,4,0
2272443,21404577,1,0,0,0,2,0,19,0
645433,24680615,0,0,0,0,3,0,0,0
468746,21543467,0,0,0,0,0,0,0,0
2163124,3824619,1,0,0,0,0,0,4,0
1634519,23130405,1,0,0,0,0,0,4,0
283917,7599919,0,0,0,1,0,3,0,0
1861014,19030721,1,0,0,0,0,0,4,0
1228230,22579043,0,0,0,0,0,0,0,0
9501,10312717,1,0,0,0,0,0,4,0
2251045,21633511,0,0,0,0,3,0,0,0
847564,23424597,0,0,0,0,2,0,0,0
626959,23061779,0,0,0,0,0,4,0,0
1701567,19169725,0,0,0,0,2,2,0,0
2039724,23719395,0,0,0,0,2,1,0,0
1737971,15085895,1,0,0,0,0,0,4,0
773773,24515865,0,0,0,0,0,3,0,0
1231987,25321953,0,0,0,0,0,0,0,0
772006,24105473,0,0,0,0,0,3,0,0
359549,20162015,1,0,0,0,0,0,0,4
1676236,2375197,0,0,0,0,4,0,0,0
1415918,24743129,0,0,0,6,0,0,0,0
1715743,3423551,0,0,0,6,0,0,0,0
2050381,1397179,0,0,0,0,0,4,0,0
1361455,24775119,0,0,0,0,0,2,0,0
145379,321455,0,0,0,2,0,0,0,0
598811,21937857,0,0,0,0,0,4,0,0
1431524,23944871,0,0,0,0,0,4,0,0
522994,22183371,0,0,0,0,32,0,0,0
1860917,14564639,0,0,0,0,0,4,0,0
86567,236185,0,0,0,0,4,0,0,0
2056253,12117795,0,0,0,0,0,0,0,0
1344027,12840407,1,0,0,0,0,0,0,0
2036184,3941739,1,0,0,0,0,0,12,0
1661507,7620211,0,0,0,0,0,0,0,0
1004580,19661163,0,0,0,0,0,4,0,0
774223,24658807,0,0,0,0,2,0,0,0
251230,562849,0,0,0,0,0,0,0,0
831893,22247085,0,0,0,3,1,0,0,0
1903478,12632699,1,0,0,0,0,0,0,4
547269,9828243,1,0,0,0,0,0,4,0
834935,18657465,0,0,0,0,6,0,0,0
469938,19001819,0,0,0,0,14,0,0,0
986710,20250107,1,0,0,0,0,0,0,4
309769,19983315,0,0,0,0,4,0,0,0
909344,13272567,0,0,0,4,0,0,0,0
1264954,22566245,1,0,0,0,0,0,6,0
1295913,19480031,0,0,0,0,56,0,0,0
858693,8184273,1,0,0,0,0,0,11,0
285923,23085209,0,0,0,0,0,4,0,0
2251491,23286335,0,0,0,0,6,0,0,0
547625,21937317,0,0,0,0,8,0,0,0
1106204,23063543,0,0,0,0,4,0,0,0
1915190,2485533,0,0,0,4,0,0,0,0
243324,23023453,1,0,0,0,0,0,4,0
415389,2556033,0,0,0,0,2,2,0,0
290458,10517693,0,0,0,1,1,2,0,0
1683517,15119603,1,0,0,0,0,0,12,0
2197226,17913181,0,0,0,0,11,0,0,0
1664405,11117347,0,0,0,0,0,3,0,0
285965,7152473,0,0,0,0,4,0,0,0
1102382,24270119,0,0,0,0,0,5,0,0
248752,19087023,1,0,0,0,0,0,4,0
1330755,1605527,0,0,0,0,13,1,0,0
391919,9430037,0,0,0,0,4,0,0,0
1419212,17430473,1,0,0,0,0,0,4,0
152143,17248073,0,0,0,0,0,3,0,0
2080063,21744005,0,0,0,0,0,3,6,0
502338,10876355,0,0,0,0,3,0,0,0
1561922,22923949,0,0,0,0,1,2,0,0
762979,17064165,0,0,0,4,0,0,0,0
523060,11543325,1,0,0,0,0,4,0,0
1722038,20888239,1,0,0,0,1,0,0,5
2023789,22146017,0,0,0,0,26,0,0,0
1743450,24471343,0,0,0,0,0,2,0,0
1682638,17645537,1,0,0,0,0,0,4,0
241620,24174021,0,0,0,0,2,1,0,0
1268968,25126759,0,0,0,0,6,0,0,0
2027768,18742447,0,0,0,6,0,0,0,0
1274851,21762483,0,0,0,0,0,0,0,0
2207101,21256277,0,0,0,0,4,0,0,0
1450794,24474607,0,0,0,0,0,0,0,0
1041722,15434315,0,0,0,0,4,0,0,0
1140011,24726461,0,0,0,0,2,0,0,0
1764379,23399801,0,0,0,0,4,0,0,0
181501,16239493,0,0,0,0,18,0,0,0
1461054,20832845,0,0,0,0,4,0,0,0
153188,9425429,0,0,0,6,0,0,0,0
1353737,15680299,0,0,0,0,4,0,0,0
219214,20705039,0,0,0,0,0,1,0,0
440214,24877055,0,0,0,0,1,0,0,0
156180,5356197,1,0,0,0,0,0,0,5
2178598,20989483,0,0,0,0,4,0,0,0
268773,13254613,0,0,0,0,0,6,0,0
601895,21585893,1,0,0,0,1,0,0,4
933402,22427183,0,0,0,0,0,3,0,0
665929,1699867,0,0,0,0,4,0,0,0
1493029,12415613,0,0,0,0,4,0,0,0
1075722,21641981,1,0,0,0,0,0,4,0
1904605,21677831,0,0,0,0,4,0,0,0
1791142,10130203,0,0,0,0,4,0,0,0
2215346,16562237,0,0,0,0,4,0,0,0
737508,24413921,0,0,0,2,0,0,0,0
1565944,13620229,0,0,0,4,0,0,0,0
1985350,24096207,0,0,0,0,0,3,0,0
1295699,5932691,1,0,0,0,0,0,4,0
2258615,25045295,0,0,0,0,0,1,0,0
2036857,25461671,0,0,0,0,0,0,0,0
2131783,24391477,0,0,0,0,0,0,0,0
150003,25461101,0,0,0,0,0,0,0,0
657719,17690099,0,0,0,0,4,0,0,0
2146064,19265525,1,0,0,0,0,0,4,0
1304826,25237827,0,0,0,0,0,0,0,0
220261,22845683,0,0,0,3,0,0,0,0
1263039,14783119,0,0,0,0,4,0,0,0
2331130,24215251,0,0,0,0,0,5,0,0
1433421,24479495,0,0,0,0,2,0,0,0
2168047,24476237,0,0,0,0,2,0,0,0
70710,11731251,0,0,0,0,4,0,0,0
173142,21115967,0,0,0,0,0,4,0,0
2927,23386353,0,0,0,0,0,4,0,0
2341683,7229337,0,0,0,0,4,0,0,0
87595,14576495,0,0,0,3,0,1,0,0
1593431,12358769,0,0,0,0,0,3,0,0
1868994,11060581,0,0,0,0,4,0,0,0
88216,18302017,0,0,0,0,23,0,0,0
130316,24627489,0,0,0,0,4,0,0,0
1053827,2454121,0,0,0,0,4,0,0,0
964221,10091041,1,0,0,0,0,0,0,4
23314,23041505,0,0,0,0,4,0,0,0
93812,25550879,0,0,0,0,0,0,0,0
1139721,24267167,0,0,0,0,4,0,0,0
617964,15361017,1,0,0,0,0,0,0,4
672743,12006573,1,0,0,0,0,0,0,3
1388849,21500813,1,0,0,0,0,0,3,0
653823,17364597,0,0,0,0,0,0,0,0
2068159,16992055,1,0,0,0,0,0,0,4
1275623,1281223,0,0,0,0,6,0,0,0
493261,20765825,0,0,0,0,4,0,0,0
1994939,21018267,0,0,0,0,0,12,0,0
2227376,2068085,1,0,0,0,0,0,0,6
1102208,24698743,1,0,0,0,0,0,2,0
2044782,1602577,0,0,0,0,4,0,0,0
651686,10977119,0,0,0,3,0,1,0,0
1389481,4112771,1,0,0,0,0,0,0,0
1491650,8439539,0,0,0,4,26,0,0,0
891012,22477455,0,0,0,0,4,0,0,0
452266,1571759,1,0,0,0,0,0,0,4
1918555,22457071,0,0,0,0,0,4,0,0
1465856,20565841,0,0,0,0,0,4,0,0
1819030,24458883,0,0,0,0,0,1,0,0
1781973,24741997,1,0,0,0,1,0,0,0
46543,2351995,0,0,0,4,0,0,0,0
1800548,23462065,0,0,0,0,0,4,0,0
801917,21592579,0,0,0,0,4,0,0,0
1106005,24400189,0,0,0,0,0,3,0,0
2239763,24139287,1,0,0,0,0,0,3,0
996234,8517283,1,0,0,0,0,0,4,0
933727,6397039,0,0,0,0,55,0,0,0
927499,22160775,1,0,0,0,0,1,0,3
1227085,21285637,0,0,0,0,4,0,0,0
1669720,23642219,0,0,0,0,4,0,0,0
1619731,17416011,0,0,0,0,0,0,0,0
2272533,179251,1,0,0,0,0,0,4,0
1713334,11842637,0,0,0,0,2,2,0,0
2312319,24926999,0,0,0,0,0,0,0,0
888370,9773239,0,0,0,0,4,0,0,0
1054222,1530917,0,0,0,0,4,0,0,0
1133413,241965,0,0,0,2,0,1,0,3
461333,23389557,1,0,0,0,0,1,0,3
568148,11567519,0,0,0,0,12,0,0,0
2103466,6959973,0,0,0,0,1,3,0,0
1963009,24774537,0,0,0,0,0,0,0,0
949539,22116709,0,0,0,0,1,3,0,0
