,ACCT_ID_M,DIRECT_DEBIT_FLAG,NUM_PAYMENT_CHALLENGED_6M,NUM_REFUNDS_3M,CHANNEL_PAY_APOST_12M,CHANNEL_PAY_BPAY_12M,CHANNEL_PAY_BPOINT_12M,CHANNEL_PAY_DD_SAVING_12M,CHANNEL_PAY_DD_CREDIT_12M
1017128,9498899,0,0,0,2,2,0,0,0
2114149,24637051,1,0,0,0,1,1,0,1
1557151,6640743,0,0,0,0,0,4,0,0
1521229,9848123,0,0,0,0,4,0,0,0
378580,865837,0,0,0,9,0,1,0,0
1930725,24534499,0,0,0,0,0,3,0,0
1953676,11139169,0,0,0,2,0,0,0,0
1089256,22545251,0,0,0,3,2,1,0,0
1975772,4039893,0,0,0,0,0,0,0,25
842877,19625837,1,0,0,0,0,0,4,0
1030003,25235983,0,0,0,0,0,0,0,0
1073279,2905723,0,0,0,4,0,0,0,0
1112706,6016669,0,0,0,0,0,0,0,0
1141032,24312943,0,0,0,0,0,2,0,0
2282739,10933675,0,0,0,0,4,0,0,0
2238927,25452341,0,0,0,0,0,0,0,0
898558,25552885,1,0,0,0,0,0,0,0
1510239,19031137,1,0,0,0,0,0,0,6
2198499,10119817,1,0,0,0,0,0,0,4
896448,16706449,0,0,0,0,0,0,0,0
102192,18929995,0,0,0,0,4,0,0,0
609975,23149283,0,0,0,0,5,0,0,0
620214,12758977,0,0,0,1,0,3,0,0
1201065,6119689,0,0,0,4,0,0,0,0
1537187,9691705,0,0,0,0,1,1,0,0
1759854,20992447,0,0,0,0,1,5,0,0
1478726,9446031,0,0,0,0,0,4,0,0
785513,15844199,0,0,0,0,0,4,0,0
496556,25175145,0,0,0,0,0,0,0,0
560145,5766685,0,0,0,0,4,0,0,0
317760,3281007,1,0,0,0,0,0,12,0
723691,2391981,1,0,0,0,0,0,12,0
1563755,24409997,1,0,0,0,1,0,0,0
209167,408011,1,0,0,0,0,0,0,4
477044,25412285,0,0,0,0,0,1,0,0
1441539,6797773,1,0,0,0,0,0,0,0
1961214,1675495,0,0,0,6,0,0,0,0
1287011,25377829,0,0,0,0,0,0,0,0
1476675,20766465,0,0,0,4,0,0,0,0
514633,23862469,1,0,0,0,0,2,0,3
642673,18316755,0,0,0,0,0,0,0,0
690241,9225569,0,0,0,0,4,0,0,0
1527704,22525195,0,0,0,0,4,0,0,0
1464867,21071313,0,0,0,0,0,0,20,0
972183,23500499,0,0,0,0,3,3,0,0
645608,23843467,0,0,0,0,5,0,0,0
513699,24244281,1,0,0,0,0,0,3,0
418151,10996001,1,0,0,0,0,0,4,0
1036792,265663,1,0,0,0,0,0,4,0
895988,12173049,0,0,0,3,1,0,0,0
1531311,15410795,0,0,0,6,0,0,0,0
2039712,25328087,0,0,0,0,0,0,0,0
1795702,20759129,1,0,0,0,0,0,5,0
1567807,15893429,1,0,0,0,0,0,6,0
2184953,24809341,0,0,0,0,0,0,0,0
884966,24180127,1,0,0,0,0,0,4,0
882456,24693435,0,0,0,0,0,0,0,0
112717,24056315,0,0,0,0,5,0,0,0
507477,11406309,0,0,0,0,6,0,0,0
810196,25573151,0,0,0,0,0,0,0,0
476703,23983857,0,0,0,0,2,1,0,0
1570639,19843741,0,0,0,0,4,0,0,0
2062349,8475613,0,0,0,0,4,0,0,0
1722312,13018473,0,0,0,0,11,0,0,0
1851162,12771259,1,0,0,0,0,0,0,4
2347523,12052373,1,0,0,0,0,0,4,0
1148165,18641153,0,0,0,0,0,0,0,0
1312935,21480733,0,0,0,3,0,1,0,0
527793,1369009,0,0,0,0,4,0,0,0
1189252,21386953,0,0,0,0,0,0,0,0
1113046,4723545,0,0,0,3,0,1,0,0
1764711,24393047,0,0,0,0,0,2,0,0
758167,21194087,0,0,0,0,4,0,0,0
1176458,25364611,1,0,0,0,0,0,0,0
435976,4465905,0,0,0,0,1,3,0,0
350650,24459911,0,0,0,0,0,0,0,0
874349,21874331,0,0,0,0,0,4,0,0
920368,24543387,0,0,0,0,2,1,0,0
154431,15965223,0,0,0,0,4,0,0,0
388577,24791767,0,0,0,2,0,0,0,0
761361,10632573,0,0,0,0,4,0,0,0
653601,115859,0,0,0,0,11,0,0,0
1426185,22232945,0,0,0,0,0,6,0,0
855237,7879219,0,0,0,4,0,0,0,0
1773051,22118447,0,0,0,0,25,0,0,0
1383891,17167679,0,0,0,0,4,0,0,0
1309309,4214285,0,0,0,0,6,0,0,0
1045238,11887139,0,0,0,0,4,1,0,0
2343725,4707799,0,0,0,0,5,0,0,0
401837,21793819,0,0,0,0,0,5,0,0
710309,16028809,0,0,0,6,0,0,0,0
1263657,21898745,0,0,0,0,4,0,0,0
1287185,25584457,0,0,0,0,0,0,0,0
2106268,13227681,1,0,0,0,4,0,5,0
1868905,12607519,1,0,0,0,0,0,4,0
2219376,19460563,1,0,0,0,26,1,0,3
1663577,18134191,0,0,0,4,0,0,0,0
1676038,1025279,0,0,0,0,0,4,0,0
983481,21493531,0,0,0,0,0,4,0,0
582647,22771233,0,0,0,0,22,0,0,0
2254067,14733861,0,0,0,3,1,0,0,0
755694,22815875,0,0,0,0,0,0,0,0
381453,19973885,0,0,0,0,4,0,0,0
2189141,12959831,0,0,0,0,4,0,0,0
375705,18684583,0,0,0,4,0,0,0,0
36911,24035183,1,0,0,0,1,0,2,0
138553,10334045,1,0,0,0,0,0,4,0
2289658,512177,0,0,0,0,4,0,0,0
1937403,7635289,0,0,0,0,4,0,0,0
1166686,15764955,0,0,0,0,5,1,0,0
2142343,19831281,1,0,0,0,0,0,4,0
582587,411997,0,0,0,0,4,0,0,0
818385,16952075,1,0,0,0,0,0,4,0
2175757,540731,0,0,0,0,4,0,0,0
749121,22046209,0,0,0,0,0,4,0,0
470463,14313089,0,0,0,0,4,0,0,0
293930,22865885,0,0,0,1,3,0,0,0
135623,10314691,1,0,0,0,0,0,51,0
187216,24452805,0,0,0,0,0,4,0,0
1814973,22495981,0,0,0,0,40,0,0,0
1601514,21806639,1,0,0,0,0,0,0,4
1779575,25589067,0,0,0,0,0,0,0,0
166083,25146429,0,0,0,0,0,0,0,0
262163,12331753,1,0,0,0,0,0,4,0
1902784,22703873,0,0,0,0,0,4,0,0
1508803,11258055,1,0,0,0,0,0,4,0
575417,9313007,1,0,0,0,0,0,4,0
388561,25340655,0,0,0,0,0,0,0,0
1239802,8556389,0,0,0,0,4,0,0,0
1939489,17218095,0,0,0,2,1,0,0,0
1795941,12507081,0,0,0,4,0,0,0,0
671471,11700071,0,0,0,0,0,2,0,2
1729807,21801519,0,0,0,0,0,4,0,0
741516,16526403,0,0,0,0,6,0,0,0
1823670,7114247,0,0,0,0,0,4,0,0
1815435,18930347,0,0,0,0,4,0,0,0
1483108,2039847,1,0,0,0,0,0,0,6
1062150,9814083,1,0,0,0,0,0,0,4
302807,5233789,0,0,0,0,4,1,0,0
1728099,23513257,0,0,0,0,1,4,0,0
1669987,23099329,0,0,0,0,0,6,0,0
440194,23945287,0,0,0,0,0,3,0,0
1783950,25331461,0,0,0,0,1,0,0,0
138756,12356309,1,0,0,0,0,0,0,0
2146452,15024987,0,0,0,2,0,0,0,0
1018598,14867325,1,0,0,0,0,0,0,3
604979,23899735,0,0,0,0,5,1,0,0
55479,24635355,1,0,0,0,0,0,3,0
357471,171319,1,0,0,0,0,0,0,4
1750065,21637101,1,0,0,0,0,0,4,0
2270573,19138429,0,0,0,0,0,2,0,0
1012049,24842171,1,0,0,0,0,0,1,0
2248613,9951489,0,0,0,2,0,0,0,0
920714,22612105,1,0,0,0,0,0,0,6
1547016,21139809,1,0,0,0,0,0,4,0
1009147,23799547,0,0,0,0,4,0,0,0
1916699,21516173,1,0,0,0,0,0,3,0
608532,22897473,0,0,0,0,3,0,0,0
963622,16775577,0,0,0,4,0,0,0,0
1787217,22131549,0,0,0,0,1,3,0,0
1602315,19816535,0,0,0,0,4,0,0,0
397676,20582149,1,0,0,0,0,0,4,0
1521458,20111051,1,0,0,0,0,0,0,4
572815,25263027,0,0,0,0,0,0,0,0
1190017,4470323,1,0,0,0,0,0,0,4
1343488,24144715,1,0,0,0,2,1,0,0
2147396,23410461,0,0,0,0,2,2,0,0
2171217,8641763,0,0,0,0,2,1,0,1
1976321,21297547,1,0,0,0,0,0,0,4
1070952,7198109,0,0,0,4,0,0,0,0
492544,14342005,1,0,0,0,0,0,0,4
836625,2820997,0,0,0,0,4,0,0,0
1338113,7315703,1,0,0,0,2,0,49,0
477733,23879999,0,0,0,0,0,4,0,0
2292457,19275569,1,0,0,0,0,0,3,0
1155490,382149,0,0,0,0,4,0,0,0
314614,24249253,0,0,0,0,3,0,0,0
1682629,8481705,0,0,0,0,6,0,0,0
1377016,24075049,0,0,0,0,0,3,0,0
325024,13014433,0,0,0,0,4,0,0,0
1366600,2880447,0,0,0,0,4,0,0,0
625432,25442817,0,0,0,0,0,0,0,0
75965,24032851,0,0,0,0,4,0,0,0
805188,6012389,0,0,0,0,4,0,0,0
21853,24494561,0,0,0,0,2,0,0,0
1670506,23281753,0,0,0,0,1,3,0,0
2303538,9513401,0,0,0,0,4,0,0,0
855497,1912871,0,0,0,4,0,0,0,0
729913,20115905,0,0,0,0,0,4,0,0
659822,12970873,0,0,0,1,4,0,0,0
1639522,19327739,0,0,0,0,0,3,0,0
239657,24792241,0,0,0,2,0,0,0,0
167313,23575865,1,0,0,0,2,1,0,0
1921912,18133393,0,0,0,0,0,1,0,0
1208515,19877473,0,0,0,0,16,0,0,0
934194,14364311,0,0,0,0,4,0,0,0
663216,24526791,0,0,0,0,0,2,0,0
1095900,22522355,0,0,0,0,0,5,0,0
1850639,10434939,0,0,0,0,4,0,0,0
2034627,21086885,0,0,0,0,4,1,0,0
1725202,23446479,0,0,0,0,3,1,0,0
364793,21891235,0,0,0,0,0,1,0,0
1632532,22869735,0,0,0,0,2,3,0,0
530414,17130821,0,0,0,0,1,3,0,0
1095494,22086701,0,0,0,0,4,0,0,0
348129,18851779,0,0,0,0,3,1,0,0
1586861,3129297,0,0,0,0,2,10,0,0
1109158,437055,0,0,0,0,0,6,0,0
1569981,18440885,0,0,0,0,26,0,0,0
652750,17644797,0,0,0,2,2,0,0,0
1453473,23928579,1,0,0,0,0,0,4,0
508683,2143611,0,0,0,0,0,0,0,0
2281219,5194427,0,0,0,0,4,0,0,0
1638158,942927,0,0,0,4,0,0,0,0
991486,22968259,0,0,0,0,0,3,0,0
1714960,15800681,0,0,0,4,0,0,0,0
1002403,11231227,1,0,0,0,0,0,53,0
2003079,22780269,1,0,0,0,0,0,0,4
730295,19428849,0,0,0,0,4,0,0,0
1101895,23645767,0,0,0,4,0,1,0,0
1108358,16295491,0,0,0,6,0,0,0,0
249544,15573101,0,0,0,0,8,0,0,0
2324851,19621613,0,0,0,0,4,0,0,0
2121755,20887919,1,0,0,0,1,0,0,3
778942,10615503,1,0,0,0,0,0,4,0
993026,23387593,0,0,0,0,0,5,4,0
2115748,2168205,0,0,0,4,0,0,0,0
2181964,623847,0,0,0,0,24,1,0,0
1261475,9089555,0,0,0,0,5,0,0,0
2205314,24332027,0,0,0,0,0,3,0,0
691893,10008807,0,0,0,0,6,0,0,0
843787,22720371,0,0,0,0,0,4,0,0
1155094,13924155,0,0,0,0,4,0,0,0
180746,1427357,0,0,0,0,6,0,0,0
1641811,19894467,1,0,0,0,0,0,4,0
2229848,19031049,0,0,0,0,3,1,0,0
2257881,24275309,0,0,0,0,0,1,0,0
1673246,24846505,0,0,0,0,1,0,0,0
1012660,23678463,0,0,0,0,5,1,0,0
651468,20948599,0,0,0,49,0,0,0,0
643654,25477905,0,0,0,0,0,0,0,0
1149201,9735689,0,0,0,0,2,2,0,0
903046,24683243,1,0,0,0,1,0,1,0
556277,13739883,0,0,0,4,0,0,0,0
1129650,9828367,0,0,0,0,0,4,0,0
1368496,9020125,0,0,0,0,2,2,0,0
1828182,11334995,0,0,0,0,2,0,0,0
837826,18844333,0,0,0,0,2,0,0,0
111637,22994241,0,0,0,0,2,2,0,0
1086641,24477899,0,0,0,0,0,0,0,0
1164053,19648919,1,0,0,0,0,0,4,0
1365231,9822395,0,0,0,0,0,6,0,0
59851,24867893,0,0,0,0,0,0,0,0
122183,17518379,1,0,0,0,0,0,0,4
1196261,23300057,0,0,0,0,22,0,0,0
410118,10099859,0,0,0,4,0,0,0,0
91111,20559221,0,0,0,0,0,4,0,0
835510,21398667,0,0,0,0,0,0,0,0
1994810,22478071,0,0,0,2,1,2,0,0
1594524,3622253,0,0,0,0,4,0,0,0
433303,22585079,0,0,0,0,3,0,0,0
447359,12695357,0,0,0,0,6,0,0,0
269632,18276119,1,0,0,0,0,4,0,2
2127067,18447847,0,0,0,0,0,0,0,0
2039115,25101035,0,0,0,0,1,0,0,0
685854,20687873,0,0,0,0,0,0,0,0
1210268,11342175,0,0,0,4,0,0,0,0
2032644,2643747,0,0,0,0,4,0,0,0
171766,16983653,0,0,0,0,2,0,0,0
1309775,13880187,0,0,0,0,4,0,0,0
714233,12758517,0,0,0,0,6,0,0,0
551297,23872923,0,0,0,0,1,5,0,0
1015212,9483579,0,0,0,0,26,0,0,0
1001568,25275219,0,0,0,0,1,0,0,0
550754,25344801,0,0,0,0,0,0,0,0
448805,19556563,0,0,0,0,4,0,0,0
57960,24197923,1,0,0,0,0,0,3,0
902838,9610461,0,0,0,0,0,0,0,0
1017253,4920211,0,0,0,0,0,4,0,0
653770,19348225,0,0,0,0,4,0,0,0
196500,9814489,0,0,0,0,4,0,0,0
1756806,8629787,0,0,0,0,9,0,0,0
1449012,24780553,0,0,0,2,0,0,0,0
1082579,24308493,1,0,0,0,0,0,2,0
1564223,2537659,0,0,0,0,4,0,0,0
2081930,7809791,0,0,0,0,4,0,0,0
2029829,17963329,0,0,0,0,0,1,0,0
499726,25098775,0,0,0,0,1,0,0,0
472424,18448927,0,0,0,0,4,0,0,0
2109296,17212111,0,0,0,0,31,0,0,0
837378,21109643,0,0,0,4,0,0,0,0
1321578,23022389,0,0,0,5,0,0,0,0
608704,24409693,0,0,0,0,0,1,0,0
896564,11832843,0,0,0,4,0,0,0,0
2332816,24631125,1,0,0,0,0,2,0,0
2210452,18886905,0,0,0,0,4,0,0,0
839426,12403053,0,0,0,0,4,0,0,0
1889403,9014791,0,0,0,4,0,0,0,0
1160856,9934741,0,0,0,4,0,0,0,0
1494481,23282869,0,0,0,0,4,0,0,0
655215,19459809,1,0,0,0,8,3,6,0
1650164,1577661,0,0,0,6,0,0,0,0
938627,23874157,0,0,0,0,3,4,0,0
404359,22818471,0,0,0,0,49,1,0,0
1610340,13529079,0,0,0,3,1,0,0,0
641701,16760885,1,0,0,0,0,0,4,0
229880,17357527,1,0,0,0,3,0,0,2
2141596,4326191,0,0,0,0,2,0,0,0
1542315,25043093,0,0,0,1,0,0,0,0
783565,16492315,0,0,0,4,0,0,0,0
2182281,11292297,0,0,0,0,20,0,0,0
878231,6698975,0,0,0,0,4,0,0,0
833956,22682993,0,0,0,0,4,0,0,0
1403690,8719679,0,0,0,2,0,2,0,0
775870,20584497,0,0,0,0,4,0,0,0
936459,24776147,0,0,0,0,0,2,0,0
1073801,15244877,0,0,0,0,4,0,0,0
1283764,21299771,0,0,0,0,0,6,0,0
1711130,23367843,0,0,0,0,4,0,0,0
1549035,11612557,1,0,0,0,0,0,6,0
1434199,23951441,1,0,0,0,0,0,5,0
2345556,11827133,0,0,0,0,0,5,0,0
1904073,19457137,0,0,0,0,0,4,0,0
1809754,5408637,0,0,0,2,1,1,0,0
856108,4072493,0,0,0,0,16,0,0,0
1562891,23555479,0,0,0,0,2,0,0,0
2123108,1731109,0,0,0,0,2,2,0,0
773658,25125699,0,0,0,0,0,1,0,0
718597,22846077,0,0,0,0,0,0,0,0
1139574,3381269,0,0,0,0,2,1,0,0
186477,24645563,0,0,0,3,0,0,0,0
1159812,24114257,0,0,0,0,14,0,0,0
741113,5078909,1,0,0,0,0,0,4,0
1260938,11987507,0,0,0,0,6,0,0,0
2107351,10270153,0,0,0,0,4,0,0,0
2204375,24540397,0,0,0,0,0,2,0,0
1440954,8876391,0,0,0,3,1,0,0,0
1175672,23251293,0,0,0,0,0,4,0,0
915179,13835589,0,0,0,0,9,1,0,0
2098346,19728187,1,0,0,0,1,1,0,2
1253428,13348299,0,0,0,0,6,0,0,0
56657,23805281,1,0,0,0,0,0,0,6
638741,19115785,0,0,0,0,3,3,0,0
848668,24423005,0,0,0,0,0,3,0,0
816453,21279359,0,0,0,4,0,0,0,0
1159398,24408505,0,0,0,0,0,0,0,0
1050102,25311419,0,0,0,0,0,0,0,0
533893,23898285,0,0,0,0,0,5,0,0
601651,9561335,1,0,0,0,0,0,4,0
1177468,24130659,0,0,0,0,0,3,0,0
639252,20494665,0,0,0,0,1,0,0,0
229648,17949473,0,0,0,4,0,0,0,0
1465605,22669957,0,0,0,0,0,7,0,0
1674714,17247639,0,0,0,0,0,0,0,0
1829530,15546395,0,0,0,4,0,0,0,0
1289862,9952581,0,0,0,0,4,0,0,0
38420,24430055,0,0,0,0,2,0,0,0
678688,24902967,0,0,0,0,1,0,0,0
593762,21782179,0,0,0,4,0,0,0,0
242728,23927455,0,0,0,0,1,3,0,0
1096905,21087919,1,0,0,0,0,0,4,0
1634797,24079253,0,0,0,0,0,2,0,0
298521,21860635,0,0,0,0,11,0,0,0
2144127,22559995,0,0,0,0,4,0,0,0
354595,18175889,0,0,0,0,4,0,0,0
2297664,24844857,1,0,0,0,0,0,1,0
1804301,7492427,0,0,0,0,7,0,0,0
109371,24370473,0,0,0,0,1,0,0,0
936855,23373331,0,0,0,16,0,0,0,0
173490,9963829,0,0,0,0,0,4,0,0
945733,8750135,0,0,0,0,0,4,0,0
1798382,24233913,0,0,0,0,3,0,0,0
1445759,468569,0,0,0,1,3,0,0,0
1915980,12556199,0,0,0,0,0,0,0,0
1499599,19354607,0,0,0,0,0,0,0,3
2894,25147459,1,0,0,0,0,0,1,0
1026705,20369931,1,0,0,0,0,0,0,4
1929107,24679491,0,0,0,0,0,0,0,0
1553937,12580191,0,0,0,0,4,1,0,0
1408878,8739617,0,0,0,0,2,3,1,0
122115,17924931,0,0,0,6,0,0,0,0
643104,23897369,0,0,0,0,0,6,0,0
949972,2730337,0,0,0,0,3,0,0,0
878940,9244919,0,0,0,0,0,5,0,0
477438,24496821,0,0,0,0,2,0,0,0
621691,2081833,0,0,0,0,3,0,0,0
779908,19611081,0,0,0,0,6,0,0,0
732052,19855831,0,0,0,0,1,3,0,0
81446,3714727,0,0,0,6,0,0,0,0
1957563,4681961,0,0,0,0,1,3,0,0
1643228,16815165,0,0,0,0,0,4,0,0
1999457,13460937,0,0,0,0,4,0,0,0
2132527,24833361,0,0,0,0,0,1,0,0
224957,23457043,0,0,0,0,3,0,0,0
45361,16991001,1,0,0,0,0,0,0,24
34170,10357253,1,0,0,0,0,1,2,0
455562,219011,0,0,0,0,5,0,0,0
1782378,23681339,0,0,0,0,0,0,0,0
349626,23807465,0,0,0,0,0,0,0,0
537366,5823019,1,0,0,0,0,0,4,0
1073672,20137361,0,0,0,0,4,0,0,0
43114,21498515,0,0,0,0,0,0,0,0
1737210,17504675,0,0,0,0,4,0,0,0
2040717,25471979,0,0,0,0,1,0,0,0
46338,17130631,1,0,0,0,0,0,26,0
161415,19170851,0,0,0,0,2,0,0,0
694729,20906269,1,0,0,0,0,0,0,4
1955146,18590167,0,0,0,0,0,4,0,0
1883476,16997053,1,0,0,0,0,0,4,0
2220121,25039951,0,0,0,0,0,0,0,0
101593,17497847,0,0,0,0,4,0,0,0
1579822,24055711,0,0,0,0,2,2,0,0
1157523,23236791,0,0,0,0,4,0,0,0
971770,2737093,0,0,0,3,0,1,0,0
1883339,6378819,0,0,0,0,0,5,0,0
795943,18108319,1,0,0,0,0,1,3,0
2157272,20037479,0,0,0,0,6,0,0,0
2096571,22947575,0,0,0,0,0,3,0,0
1473833,16169501,0,0,0,0,1,2,0,0
2089915,3170591,1,0,0,0,0,0,4,0
130289,23592249,0,0,0,0,47,0,0,0
1473630,1532165,0,0,0,4,0,0,0,0
1126472,7890031,0,0,0,0,4,0,0,0
936355,24733039,0,0,0,0,0,1,0,0
587067,23491565,1,0,0,0,0,0,4,0
2317603,6180683,0,0,0,0,0,0,0,0
1995081,14016221,1,0,0,0,0,0,4,0
46740,17202739,0,0,0,0,0,5,0,0
1445840,5209487,0,0,0,0,3,1,0,0
2347708,19205625,1,0,0,0,0,0,6,0
77100,24531501,1,0,0,0,0,1,0,0
1237259,5319995,0,0,0,0,0,4,0,0
601599,20608557,0,0,0,9,0,0,0,0
359184,15439813,0,0,0,0,0,0,11,0
803155,22495747,0,0,0,0,0,6,0,0
708896,13673117,0,0,0,6,0,0,0,0
1878952,18790163,1,0,0,0,0,0,6,0
1661337,19822763,0,0,0,0,4,0,0,0
807212,22844723,0,0,0,0,1,2,0,0
47120,21886655,1,0,0,0,0,0,25,0
1025110,3709299,1,0,0,0,0,0,4,0
179898,8146889,1,0,0,0,0,1,12,0
2115881,13372169,1,0,0,0,0,0,6,0
1519426,16989367,0,0,0,0,7,0,0,0
21413,25124627,0,0,0,0,0,0,0,0
1639883,24023375,0,0,0,1,1,0,0,0
2178924,20581249,0,0,0,0,0,4,0,0
1615056,23879283,1,0,0,0,0,1,3,0
1029215,23206559,1,0,0,0,0,2,19,0
300722,11082417,0,0,0,0,5,0,0,0
1959764,20028743,0,0,0,0,22,0,0,0
417705,7545677,1,0,0,0,0,0,12,0
1758379,7079539,0,0,0,0,5,0,0,0
621648,8019551,1,0,0,0,0,0,0,4
1777001,17467061,0,0,0,0,0,4,0,0
646697,25433403,0,0,0,0,0,0,0,0
694232,25342115,0,0,0,0,0,0,0,0
697681,22777887,1,0,0,0,0,0,0,4
1610470,21428767,0,0,0,0,7,29,0,0
410505,11420047,0,0,0,2,0,2,0,0
1704162,1651927,0,0,0,4,0,0,0,0
424873,23606095,0,0,0,0,0,2,0,0
2252398,16532839,1,0,0,0,0,0,0,5
989661,12188615,0,0,0,23,0,0,0,0
2277572,23407579,0,0,0,0,1,0,0,0
1760019,22214947,0,0,0,1,0,15,0,0
2296555,24504321,0,0,0,0,0,3,0,0
1553485,3575539,0,0,0,28,0,0,0,0
684635,13865583,0,0,0,0,5,0,0,0
1632669,23091335,0,0,0,0,3,0,0,0
1756413,5599931,0,0,0,0,6,0,0,0
1879853,19590163,0,0,0,4,0,0,0,0
473854,6391837,0,0,0,0,4,0,0,0
428593,20348047,0,0,0,0,5,0,0,0
921298,24973763,1,0,0,0,0,1,0,0
1744169,23706103,0,0,0,0,4,0,0,0
148842,22948561,0,0,0,0,0,4,0,0
1964158,25355671,0,0,0,0,0,0,0,0
604174,3306131,0,0,0,0,4,0,0,0
464589,1351995,0,0,0,0,4,0,0,0
1017563,9394983,0,0,0,0,52,0,0,0
2152070,12015271,0,0,0,0,4,0,0,0
1892448,24055753,0,0,0,0,0,0,0,0
1772019,4423633,1,0,0,0,0,2,0,2
526829,4370451,0,0,0,0,4,0,0,0
242307,25175569,1,0,0,0,0,0,1,0
2247241,13093055,0,0,0,0,3,0,0,0
52360,9862087,0,0,0,0,1,1,0,0
2151038,24004637,0,0,0,0,0,2,0,0
389777,24668127,0,0,0,0,2,0,0,0
1169973,15882979,0,0,0,0,6,0,0,0
1155607,1818071,0,0,0,0,4,0,0,0
1745453,23670447,0,0,0,0,2,4,0,0
2348708,10190843,0,0,0,0,4,0,0,0
568271,280863,1,0,0,0,0,0,0,4
47854,21959817,0,0,0,0,0,3,0,0
1005451,17329867,0,0,0,0,0,4,0,0
1644693,4891325,0,0,0,0,0,1,0,0
1359155,25247729,0,0,0,0,0,0,0,0
467201,12118903,0,0,0,0,2,1,0,0
198267,15224907,0,0,0,0,6,0,0,0
1060704,20586211,0,0,0,0,22,0,0,0
373503,5392691,0,0,0,0,5,0,0,0
238217,19327247,0,0,0,0,4,0,0,0
1395830,23500641,1,0,0,0,0,0,0,4
634368,21484539,0,0,0,0,4,0,0,0
356372,8416707,0,0,0,6,0,0,0,0
65398,21537413,0,0,0,0,5,1,0,0
1327066,5535989,0,0,0,4,0,0,0,0
264465,2411249,0,0,0,0,0,0,0,0
889502,19724431,1,0,0,0,0,0,0,6
173136,9083193,1,0,0,0,0,0,0,3
738907,693869,0,0,0,0,4,0,0,0
1899691,18978257,0,0,0,0,4,0,0,0
2087841,3736105,0,0,0,4,0,0,0,0
635216,296863,1,0,0,0,0,0,3,0
1915157,22067681,0,0,0,0,0,4,0,0
2045425,18481701,0,0,0,0,4,0,0,0
1638271,14490167,1,0,0,0,0,2,3,0
1648504,8436133,0,0,0,0,0,0,0,0
114794,24060767,0,0,0,0,0,5,0,0
2317917,7123531,0,0,0,1,2,0,0,0
1098029,11589817,1,0,0,0,0,0,0,4
910295,7914507,1,0,0,0,12,0,0,0
314235,24962701,0,0,0,0,0,0,0,0
1757139,7076549,0,0,0,0,3,0,0,0
1567416,9714835,0,0,0,3,3,0,0,0
1597533,23176813,0,0,0,0,0,4,0,0
1031864,24386631,0,0,0,0,3,1,0,0
475241,24603313,0,0,0,0,0,2,0,0
1598509,24697389,0,0,0,0,0,1,0,0
919609,23477575,0,0,0,0,4,0,0,0
1689566,25174141,1,0,0,0,0,0,0,0
2208220,93207,1,0,0,0,0,0,0,5
1496332,7581027,0,0,0,0,5,0,0,0
927339,22720337,0,0,0,0,4,0,0,0
69189,3159697,0,0,0,4,0,0,0,0
676702,1793253,1,0,0,0,0,0,4,0
1911115,25009283,0,0,0,0,0,0,0,0
2253109,11094967,0,0,0,1,0,3,0,0
1251293,24856389,0,0,0,0,0,2,0,0
472899,3946411,0,0,0,0,0,0,0,0
1142296,23272717,1,0,0,0,0,0,0,6
1868043,1210733,0,0,0,1,3,0,0,0
902946,18482759,1,0,0,0,0,0,0,4
2286567,11648525,0,0,0,0,4,0,0,0
351593,24872149,0,0,0,0,0,0,0,0
399654,19139315,0,0,0,0,0,0,5,0
791296,25428187,0,0,0,0,0,0,0,0
240708,23180457,0,0,0,0,0,4,0,0
115248,22319797,0,0,0,0,9,0,15,0
1623923,16377047,0,0,0,6,0,0,0,0
1833264,2947411,0,0,0,0,4,0,0,0
1822597,19579835,0,0,0,3,0,1,0,0
362493,21069909,0,0,0,0,9,5,0,0
1557079,9550373,1,0,0,0,0,0,0,6
1592192,7399553,1,0,0,0,0,0,4,0
1815272,3590261,1,0,0,0,0,0,0,5
284917,9499899,0,0,0,0,0,1,0,0
1701140,19732347,0,0,0,0,0,6,0,0
2224405,22816509,0,0,0,0,4,0,0,0
860263,18505207,0,0,0,0,0,4,0,0
1029539,25145099,0,0,0,0,0,0,0,0
2199868,16426161,0,0,0,0,0,3,0,0
381180,21311045,0,0,0,0,0,4,0,0
1191422,21254639,0,0,0,0,3,1,0,0
1160512,23453771,0,0,0,0,3,0,0,0
2172722,13713771,0,0,0,0,0,2,0,0
45563,20226423,0,0,0,0,2,2,0,0
2177384,21494287,0,0,0,0,4,2,0,0
765801,15299007,1,0,0,0,1,0,0,0
1060490,14102773,1,0,0,0,0,0,4,0
2145133,21161197,0,0,0,0,4,0,0,0
718855,24389843,1,0,0,0,0,0,4,0
257579,24200163,1,0,0,0,0,0,4,0
1485453,24647799,0,0,0,2,0,0,0,0
2060771,17710627,0,0,0,0,6,0,0,0
657338,21462339,0,0,0,0,0,4,0,0
1881120,20933303,0,0,0,4,0,0,0,0
1947002,24219453,1,0,0,0,0,0,3,0
97713,15220331,1,0,0,0,0,0,7,0
257431,24379493,0,0,0,1,0,1,0,0
661345,24667771,0,0,0,0,2,0,0,0
1552806,8944383,0,0,0,0,4,0,0,0
1667562,14580787,0,0,0,0,4,0,0,0
713053,14206141,1,0,0,0,0,0,0,4
207327,18930685,0,0,0,0,1,5,0,0
1994158,22163921,0,0,0,0,3,0,0,0
