,ACCT_ID_M,PREMISE_POSTCODE
1419555,2587735,3752
1116181,16963585,2077
128511,24830649,4220
1645755,13035753,3124
894931,5024965,2230
1455835,16324895,5093
1774388,20159371,2759
792324,25542409,3461
1298701,13762137,2073
687873,14332653,2141
1225271,7277979,2558
1940486,19898371,2100
196142,19791955,2067
1452959,25194129,2560
316314,23315135,3051
1488164,12122685,3816
2172354,7795213,3555
778998,17824777,3123
1950767,19769519,2046
375822,3559493,2259
1931056,23843785,3810
568850,23214801,5169
1700178,10272333,3136
34124,16639721,5070
2260092,24050423,3020
2245586,6191871,2176
675230,1748883,2768
1273350,20858757,2144
629327,6333387,2075
330087,23911333,3195
1196485,25478105,3132
1604018,7538617,3753
1434434,23482043,3064
1919836,15051591,2131
1593437,16213507,3218
835939,20314583,3912
1456430,25062881,5114
193708,5351351,3806
2135303,5042703,3088
181193,20196135,2580
927170,5662523,2011
887628,17064435,4163
2135159,6349447,2041
700611,25190029,3192
2222750,25243003,3631
353284,24927265,2762
1952770,15422649,4074
1204221,4134855,2199
693497,19323239,2135
299591,19932125,2138
1942940,15947331,2148
1710256,24129125,2258
1453191,23395577,3350
223814,24863565,2205
2321024,18890033,2217
1554454,5577947,2114
1369269,22116819,2263
1925544,18984311,3183
294222,23336683,2022
2284587,21955847,2640
1917475,3005599,3029
20947,24053195,3756
147145,25467573,3186
214103,16893149,5050
1208281,10282347,3028
726237,7661399,2077
1270635,23302819,2540
860689,64515,3922
1031163,23350763,3977
1879606,15826307,3977
925395,14263427,2213
230436,19820281,2097
423490,25189571,3094
458867,23702151,3064
2068510,18209259,4066
1363429,11756579,2223
1844734,4587977,2084
1658156,12962005,2220
469650,22429209,2193
1616615,25400029,3064
808490,24355201,3165
1282208,5143671,2031
1539301,21515005,2517
1712475,787863,2210
633007,17302381,4214
940870,11400633,3147
922848,13082767,2099
2296778,24883549,3380
619781,2216469,5016
2069998,6663945,2264
274349,16802829,3109
520055,21476927,4157
1010769,25231249,2101
149736,24647845,2800
1631674,10609493,3033
539213,16549809,2154
24694,17192189,3977
1399292,3543601,2110
2007697,12562507,3212
174846,7211603,2034
1155990,21856511,2069
1435667,2819441,3806
273426,20541563,4226
817035,24525583,2017
484468,21463521,2203
1421407,7720717,5075
2216093,11453151,2212
1531174,15587633,3984
1467313,24142769,3931
1782335,23137625,3175
1342780,23978309,3196
201163,7246653,3178
276700,23964917,2264
1579989,24980705,4212
1019778,22073819,2548
685206,6422861,3095
378085,26513,2133
1415911,23291671,3171
702930,2564563,2090
1524688,23084373,2539
1645078,21558587,2118
3622,23103489,3013
511922,11501111,3875
701228,23360109,3529
97719,17547725,2046
1042668,8713271,2022
751480,11665723,5065
2223610,25269219,4111
368317,25268391,2540
1234832,18217345,4305
1460780,13283765,2210
1379381,25561893,5108
498358,25124209,2463
68814,21995857,2036
530455,4650023,2077
1352753,19681471,3033
2093703,23500771,2289
569188,25547161,3046
1859873,14252269,3350
830328,12765561,2258
94743,23478373,3124
343923,11153897,3550
98600,5377293,3174
2051256,16587423,2020
1953230,21527601,2040
1447862,23213965,2565
560706,4201717,3631
2263627,16388557,3976
359577,11927957,3137
634000,20858717,2324
1192719,23695573,3070
873597,10052025,3953
1603771,19996207,3133
648024,1773165,3134
576185,18505505,2745
1176476,4655061,3021
2089176,19622275,2100
356160,2722183,2315
1054126,10606305,2141
144001,21994507,2205
105649,17889273,2067
1149034,1809237,2121
2272064,18067147,2079
1618120,22916329,2777
1149945,22273383,2250
989202,22675587,2261
2332983,17567975,3975
356933,11989785,2558
1467062,23108627,2026
972506,24150639,3082
382452,3928489,3029
1872657,25242287,3186
2231445,19901847,2640
1178368,24356395,3079
1832573,1063337,3178
927153,21699103,2234
1626110,1982315,2093
201272,9274053,2112
1417181,10552579,2428
2160150,106047,2280
1047166,24619611,3023
1135048,21572703,4508
1542089,23599793,2317
2291597,8271253,3083
1728741,25569845,3337
2004802,24778143,2193
124613,19361837,2034
1624742,10084975,3153
618064,16571979,3037
1994941,1255527,2282
1253530,18133163,3335
816010,5977825,2074
499416,24542033,2170
836027,258221,3071
2151657,23998333,2030
1291808,15896273,2113
1205722,8400711,2010
137836,21256125,3032
949976,17318143,2305
1558016,20689391,2550
2204784,24303683,2008
659412,21292783,2035
2245412,9072523,5010
1483524,18093157,3815
964683,12637491,3215
287613,5869603,3460
975953,25242863,2766
1522038,23879519,3033
697059,24526275,3071
1663372,2491989,2099
1784342,24738843,2217
2070326,19797733,2560
771202,24190377,2137
584284,6402947,5159
1367041,1820067,5074
1242890,9709879,4568
2122712,22424261,4152
2228051,12272403,2264
793888,8303749,2087
1235324,22271609,3750
1528586,5576853,2261
1771823,4930855,3844
100403,20946237,2076
1354310,1345263,2282
1859944,22460139,2050
2026211,17977493,2565
67728,21252779,2035
227993,16825279,3188
300802,8207717,2120
1669020,18178303,2088
1216929,12195115,4178
856161,117743,3691
1877517,1070083,2200
1166954,21445971,3223
1946043,25360709,2150
492492,16047561,3844
1369677,9696731,4127
1997267,21361853,2195
1170742,5494271,2033
1229823,25086591,2450
127100,21646447,4170
2180775,3078015,2232
1898421,7820083,3875
1101673,24734391,3145
1337779,7355869,2026
1943247,14414103,2769
1541060,22517919,3350
2006073,19801439,3150
1383512,8367253,4505
55583,24316957,2170
2149568,24152201,2444
1315489,15331659,2220
1990934,10989329,3049
436684,11934163,3400
1823833,18497629,3024
263437,10018751,2071
2121710,4186385,2747
81073,14790337,2032
517738,24949235,2037
2138545,5297947,2233
1806052,19786689,3161
974959,23037501,2222
2028033,4485091,2112
1450370,23270061,3040
1929685,24767269,2026
811287,23402333,2333
1031645,24291709,2145
709080,11898781,3155
569197,24871393,2035
2046028,22095817,4562
1115997,978943,2088
2145208,5407683,2530
1238625,21617477,3150
803623,18506867,3128
1259991,12558163,2315
302608,14055221,2330
1200049,19450997,4500
871356,21996533,2021
536742,23782171,2216
2117153,19623105,2340
831299,19903909,3178
1154373,12843587,2210
1853881,22854973,2285
2348433,1678883,2745
1230211,24608073,3037
944532,19738695,4207
1408633,12587677,2034
1508643,22944805,2153
1137146,9624277,2171
502108,10959049,3134
758164,8943907,2251
1328137,19703593,2018
1337073,16898967,2430
689583,20932327,2289
2075147,23697137,3124
2062387,21769051,3064
799022,5910263,2191
709772,21775387,2780
1446125,8795543,2011
188945,2268051,2261
1050065,22898757,2018
474964,8361989,3659
912037,17783735,2042
2105418,20665135,4565
998527,2759459,3038
50715,2215625,3950
2296887,22698559,2298
2181880,7181893,2318
2280678,2050117,2257
1547354,4447173,2205
322843,7973935,3844
2179471,21777085,2065
1170241,21329137,2747
831248,20586209,2289
924794,6893947,2160
2144281,12013455,2527
2247352,6360903,5032
1102402,23813467,2026
1225887,18100711,2151
1568895,19999331,4163
627181,25164899,3981
934593,1138893,3136
2095283,22722919,2320
1395807,942463,2913
189536,19077495,3756
1306631,23347459,2060
1570664,21481449,2250
2086355,22674489,5044
782994,776605,2162
909927,20989323,2768
1374985,10574931,3856
1883023,18153905,2113
2000045,24571927,2000
1662170,12114951,2121
456987,1119037,2024
2218484,4957253,2229
492591,19190765,2096
1036278,19142457,3698
1590570,18884679,2761
1519250,14661225,2300
498737,24030137,2150
1239031,4767577,2137
1530429,14613429,2101
817491,5352327,2121
2022045,23160523,3400
560848,2787631,2154
1915139,1176049,2065
12823,1678339,3844
1737094,5092039,2088
1514323,1641237,2440
956649,23610699,4556
1671734,23778091,3053
671250,10153209,3136
1024144,19136947,3186
1262383,1924957,2068
408778,21980457,2103
2173125,16573651,2065
1524603,24046011,3041
1654880,23802869,2594
1474958,12528635,3103
2206460,23469267,3078
156816,11113503,3030
950896,14987093,3400
1938696,9109873,2046
2258525,23128971,2287
1875096,25070013,2250
1290596,18623721,3249
1208821,3348869,5114
1836077,24349699,3064
1173783,25243461,3803
2001798,24763311,2193
603794,2490055,5126
1860559,2260251,2222
2103031,9207387,3078
680367,25336035,2065
667379,17374589,4304
1653568,25015195,2566
833672,16694599,3156
1117604,6493101,2477
1171437,6707377,2025
1678698,22593429,2337
457533,17707371,3108
1390780,19222481,3756
1048145,23056601,3678
2310306,16583637,2081
1690988,25192799,2640
910881,14499669,3173
269416,13751105,3844
541865,12225261,2234
955815,24897669,5097
106514,3287959,3158
1228170,21050857,3284
1005955,20573247,2749
1486460,23432571,5013
1998278,21281743,3088
1667124,13927705,3685
102968,22776069,2257
1021882,21363293,2075
2324165,22142439,5083
2302588,14283433,2220
136311,2443585,2048
2045726,14047765,2034
1726060,23314423,3166
2321003,16442799,2067
63738,3258543,2118
2341820,20790275,2539
2220994,25229337,4519
451201,22346679,3806
1073920,22597749,4520
941145,7128397,3082
74523,24341983,4173
1340088,23552667,3013
792333,23720613,3163
526046,16319819,3043
1590053,20097973,4223
1127731,15668315,2767
1306413,23086991,5266
1549206,861675,2200
1656649,13918605,2042
1942551,1334773,5114
1408218,14589349,3923
1673549,22788269,3978
2161154,7191275,3217
1079107,19981221,3106
1750026,17011547,2206
2051443,18572299,3951
491212,13683079,2141
1701039,11505911,2155
1073588,22160153,2192
499284,24676135,3081
1043019,21174845,2170
2203190,24053363,3089
1237466,21264601,3043
1547159,12933981,2280
775224,21883563,2219
467151,18296763,3170
1616794,23685825,2320
1148984,17982545,2641
920215,24048195,2759
368739,24412417,2170
737233,24870605,2280
1493459,19340323,3753
1097154,19817987,2440
437742,21353277,2428
1896612,5546309,2049
607800,25346679,2560
591100,23449705,2663
1755123,1867315,3825
2107092,1384799,3201
1544804,24971515,2765
359558,20503097,3186
331211,24476607,3196
351604,25169213,2151
499761,23576113,3142
2347419,19176025,3076
425050,24805905,2200
2051908,5437595,3023
883490,25451505,3163
2307273,2890019,2171
1481771,16519365,2044
2287592,11951761,2259
1684071,14272021,2162
228495,17331851,2843
1226955,22356045,2017
2298585,22802845,2191
334084,22984689,5158
1209629,15012113,3909
1300315,6727059,2232
2120827,14585171,2790
1777810,10333437,2088
705925,4953777,3135
1760256,18855127,2128
694711,21782927,2074
522766,22042349,2260
1149045,95353,2031
2023843,21398247,2280
1838456,23459433,2009
587994,15261315,5072
380167,13225889,2041
786768,18751087,3350
1331817,21469675,2095
1116344,18047887,2174
1178575,25267053,2209
140631,21574513,2032
1455696,19984411,2259
815601,22175505,2137
1966496,22700811,4573
272734,17369713,3026
540222,4971185,3095
2233836,22411413,2099
696055,19314687,2745
2179745,10942755,2234
139286,23272965,2229
2144885,21682451,5037
1022159,9987221,5045
1514301,10802887,2192
2275400,25335405,4109
1274045,20154371,3754
1988922,14123067,3139
452641,19008241,2030
2283297,6215117,2209
2242027,25522763,3181
244358,13926867,2320
682035,23719101,3084
712932,21824665,2300
1412727,25371535,2564
1402520,3355163,3555
1316743,754979,2154
1480670,19668311,2000
1643810,13581645,3032
2315602,21997761,2617
267104,10612319,3093
34789,15039469,2034
2163284,13208607,2260
2238824,24415537,3250
149178,22845021,3152
533794,25463865,3377
256996,22905443,2210
168934,24181031,2325
1816532,23837453,5072
1930655,24473545,2018
1491541,16694443,2196
1978825,22331765,3260
1197106,22788435,3550
1167017,901983,2284
679927,23951525,3022
1508357,25377347,3136
2007574,19141869,2074
69810,8157437,2193
2132914,23620123,2289
2015157,20494757,3155
350056,23365733,3844
84033,7564807,3216
2071838,2117623,3037
836928,17721889,2093
764649,11961297,3796
1997929,3553813,2095
344658,2976595,2009
763176,20652321,2620
257074,23759661,2761
1735892,6189829,2196
1018543,4851841,2131
1811731,20794691,4017
700157,23725331,3766
1353376,10460709,3850
2156687,9282895,3840
882679,24979911,2088
2135496,20904619,4217
312950,23647331,3149
2078443,25319207,2905
1340969,25349795,4161
1792147,14962621,2041
1487789,24181609,2557
251369,897665,2199
1963931,25416451,3145
504261,12113651,2112
811314,23960255,2088
592008,10297111,2250
1217598,6399751,3280
499970,22625077,2017
447838,9199147,2226
1329319,22039537,2069
701254,24369295,2528
111795,24364607,2750
1039874,6582315,2323
249955,1455681,2150
2039658,24345029,2250
926694,22077399,3029
230722,7614071,3043
973708,23461909,2195
1630883,18475545,3616
1132095,21758059,3040
1081625,20267101,2506
856017,16384469,3030
1711435,18629599,3163
1294039,13284485,5022
1327354,9792175,5092
1843742,12173557,2071
358924,19189829,3116
1283130,18262147,2170
1135512,7818889,2207
1638624,18466235,3076
842767,8594383,2137
102994,15707415,2322
1093551,12984579,3400
1778390,16155,3012
2005303,207407,5162
563699,7929769,3172
1683349,10546939,3875
2028544,2521453,3083
1849855,7933729,4500
1672970,23863989,2287
253052,21937487,2290
1030881,24454769,3810
1006181,4518615,5021
186991,24240757,2666
584506,21060987,2321
2079787,11947283,3126
645935,24762703,2528
1529281,8149337,2148
251982,613475,2261
407755,24455663,3241
2306323,7851035,2097
674540,1289553,2250
1402221,2635377,2000
1993657,18179981,3133
896170,7928709,5049
116409,20908129,2009
707625,20577637,2782
1055514,20669955,3717
32342,9288207,5064
1078703,16777693,2103
712484,9545767,2144
1262125,11858049,2221
1677779,13915567,2150
2214672,21621171,3028
401299,12064909,2219
562757,24798203,2320
1671580,25398721,2320
498167,25285083,2140
1307210,24836535,5048
1488132,23859415,2170
108690,18250757,2168
469989,5831947,3803
1612366,5868217,4280
1220626,17561785,2101
1956648,14865959,3185
2250186,8816731,2257
279396,24910087,2065
1471097,24242511,2145
1815500,4375111,2099
2313888,25303575,4207
2142050,21628803,2193
155710,19336931,2022
619317,15120623,2204
2324062,20034591,4341
2298393,23825609,2060
1472874,10777259,3400
1363233,5847869,3175
1026612,19099,2195
1874379,25361905,2195
1887400,4523829,2759
816934,15081143,3723
1954651,12239475,4171
1733894,14240211,3460
2231403,8659679,2250
2096006,18937553,2111
533534,25074867,2097
2059902,24631695,2216
1240066,18291417,5011
1261818,19635107,3178
500890,16139099,3075
460023,23343363,2193
215530,17226841,2620
701294,24168717,2026
1772752,12695295,2031
254469,250019,3750
1116448,957317,3796
3889,23202783,2009
320240,1091627,3136
451193,22345665,2144
184330,25073187,3169
571963,23973231,2217
1475148,17974301,3019
301890,19445777,2232
839375,4507905,3132
1893433,22820901,5049
1777931,5761195,3179
1877331,6743249,2264
1616610,23728941,2580
412648,13778731,2756
554992,22978395,2322
825031,24477371,5037
1843738,20413949,3131
886906,13181905,2101
1441710,7960861,2039
2201127,21043915,4067
686821,1249733,3075
1111872,7624939,2117
626264,23165455,2077
2131904,24533895,3149
2250668,21292827,2095
1672049,23087405,2196
1577899,23744379,2228
725021,21557813,2165
1926652,25543761,2350
2245749,13268131,4212
1731530,11728121,3030
760945,12297545,3172
642792,25421357,3875
40587,22752717,4164
712121,13898451,3810
2346992,3978739,2190
1524172,23949509,3335
1660027,19698369,2500
995899,9278429,2663
383885,21345719,2517
1008779,25333525,2299
190192,4699075,3805
1638896,768173,2118
730025,11767657,2192
2276107,25015463,2766
736670,23359889,2075
972877,3871671,2617
1771535,15176765,2099
273184,18568719,3730
1006957,16386977,3133
459883,25327913,3555
1622840,18163309,5169
311031,21627387,3984
692074,10304727,2125
796810,21473783,2017
2033076,21191953,5109
562362,19418943,2155
108453,4327599,2103
804761,15820501,3690
1312203,8117349,2261
1969807,15924951,3380
1991841,5194811,3678
2247407,21379759,2029
1626928,20891203,2767
618687,3343221,3220
1066990,23367985,2060
255198,3833345,2315
1358489,24395443,3151
563513,20372703,5031
420387,19897133,2287
60203,11182373,3161
1511330,7528767,3102
649239,13243389,2261
1647634,8594461,3074
1543288,24108313,3053
143707,20616573,3215
1084242,24848233,2234
1871148,17613761,3108
2333341,24714637,3115
564155,20720289,2423
1259464,17094021,3939
1854263,25357345,2026
287164,7212389,2315
473583,12523779,3033
1029209,25272159,3217
1970968,5700211,2560
238338,24489327,2077
660033,23229207,2220
2261071,24665947,3214
2317279,21637521,4564
668634,9858589,2292
598254,14594809,2285
1560243,24908603,2566
787993,23353023,2196
1231253,25506251,3551
1712444,21365793,2795
1589809,10955765,2171
1552212,14427971,2106
1170482,5378413,2065
217038,10975615,3163
1767745,10066917,2284
807033,25438571,3170
1592979,21903193,2101
533109,24569895,3188
1718410,17234381,3810
1740175,19630497,2259
738543,23796961,2158
813138,19441159,2229
1036079,8759165,2214
376358,17200585,3012
1142271,25594175,2060
331940,25166665,2016
935050,18008423,2298
2312099,24882913,3012
493602,20725557,3095
167211,3142755,2037
439548,12563371,5000
560578,22399579,3672
119818,22331721,2020
1497077,21332767,2090
444155,24516949,3130
439303,22606155,2171
385697,24657327,3032
866449,23321101,2010
1519211,22374383,2230
1994916,22090485,2441
2249162,22857455,3691
210753,11878489,2800
1308273,4127881,3904
668621,12821839,3752
152345,13282829,2761
1124992,2257647,2107
518401,23457933,4109
16735,10655805,2327
332177,22462035,2207
245506,2219847,3722
2051708,11050413,5158
420574,13359351,2452
1904010,17706959,3013
586743,25349755,2136
2074101,24911583,4064
1054818,6505741,3196
133574,21592629,2535
2286720,8938733,3825
1782121,24598879,2026
448134,11874079,2231
1749988,10018537,2233
656245,5968667,2029
1633456,23644369,4077
2141075,5922047,3140
1204234,14967957,3214
358839,12345599,3088
561988,8586211,2117
622816,100917,5161
6199,14879389,5048
1095443,8233667,2196
1094920,17785027,2290
73690,24962367,3029
1818403,24251513,2017
117316,22040507,2135
510358,19053691,2114
1145696,15529123,3355
1342768,24138367,2323
1072999,9517455,3083
4370,23824535,3753
1450244,23448227,3685
606843,25267223,3677
486697,6361179,3191
223680,24663627,2127
939177,24794433,2325
2011925,12386827,3904
1791343,14167661,2194
2260481,22780685,3024
1854988,25521541,2527
1836810,25071305,2195
1111551,18831011,2017
1357181,23134027,2017
1688740,25109401,4103
564984,6103553,2131
2187250,24954713,2029
896691,21999757,2042
1420867,9806237,2223
2168170,17077665,3070
1587091,19952875,3076
2037185,23318853,2528
124503,13530865,2089
1686410,21376617,3350
2078810,12121453,3068
1130294,10543231,2205
259373,23371621,3223
2329078,10946635,2251
758650,7260713,2036
345708,6569079,3021
2307955,15000375,3216
1561365,25354969,2206
802686,9556495,2330
587979,24301991,3174
1537302,4388187,3765
193329,1506705,3646
2030564,7659621,2620
693442,957477,3156
1146391,17094489,4017
2177282,5949133,3796
830814,12354645,2027
1978035,21250687,3200
259395,24574421,3138
2010290,6867655,2502
442417,24679307,3331
274551,24063395,3335
2101360,21144943,2026
1502155,12470919,3377
967828,1312529,2196
238362,23311379,2000
631446,5402665,3030
606759,24543141,3612
2212714,7500465,3155
228066,19143491,3188
998818,21428899,2304
921188,25175481,5211
1507965,24180213,2022
2023146,22862353,2233
1716817,22265157,2043
350507,22873271,3145
1269829,24511031,2640
1735769,18368313,3021
702761,5685535,2281
2014642,21603091,2067
288843,16726521,2323
874422,2733003,3030
189071,20573677,2302
284892,17997417,2046
1715464,19889087,3669
65907,19572591,2422
1122816,25459425,3085
1749758,20983233,2024
1360205,24365145,3064
247361,10090697,3015
1289527,21711039,3936
1693774,19572461,3134
1956830,18126483,4077
1869623,15065705,2196
462873,25174357,2779
2288488,4892665,2120
122947,20433595,3753
1567885,21104059,2097
195521,21348289,2153
816474,19173825,2446
948316,11359643,3810
1578639,22866167,2205
1341307,25185419,2019
736544,19944897,2640
2317329,3974743,3971
732062,12007823,2170
1331420,7242583,2251
847123,23547437,2026
1671221,25131247,5009
864327,25470169,2250
1192322,19474587,4225
739879,12824691,2155
2119734,15512517,2290
768965,6587611,2099
1271766,22338425,4305
1849493,20940769,2640
838446,5741109,2295
205512,25223419,2126
674107,19056897,5115
250429,20959005,4122
1305289,24880333,2640
494980,25386139,4573
292185,483323,3250
881758,25169367,4064
1444320,18471571,3977
389771,25245985,3019
1766011,22995923,2141
1409723,15252995,3068
87453,22599583,3975
2329740,287529,2071
153884,11017775,2030
78486,20528057,3046
1741900,18044457,2766
325232,18678153,2148
394269,3593237,2290
2284418,9516781,2119
223173,24910613,5155
1517337,6632629,3140
1745879,23200975,2035
1186933,16946195,3996
1252323,25033545,3825
322710,4682935,5108
822268,4799375,3284
30855,10454413,2060
264451,16217447,2285
2333290,22742491,5014
1856780,23389797,2606
291369,11965701,2065
33178,4835735,2508
1236099,2186487,2213
1748468,10154607,2198
353541,25467247,2250
1166302,5171557,2224
147997,23834111,2046
113390,23691823,2194
170374,20093713,2763
1063618,256975,3222
1930043,22885457,3012
177655,2163031,3087
2338967,7953637,2284
717154,25413227,2324
1318794,19792181,5012
1208503,25450829,2830
2166403,25021255,2049
1188178,21366127,3083
1487040,22890841,2192
929406,20221553,3228
1459201,7357353,3095
409344,20599193,3460
2004613,25089483,3163
1089140,5182249,2261
2174758,21689297,2027
2233742,6555389,2780
1532786,20887579,3750
1539105,13999085,3350
1735954,5569451,2250
771162,24552869,3166
4683,24297567,2046
885980,21634841,2126
2194048,24018673,2042
1941,23069913,3936
996729,12426571,3280
372886,23198421,2167
839023,17717003,5043
1748449,13756279,3095
1774893,4529355,2216
755790,24167403,2093
1147781,20497309,2539
2049391,4930159,3644
1188640,7497261,2251
805491,7872355,2768
91087,2543307,2767
1252435,23860977,2112
125210,5980601,3030
300880,1988519,2043
1224208,19722671,3070
2152244,20727271,3465
63315,20288541,2072
2235639,22339371,2570
1201778,11160041,3206
1861048,7714705,2756
972944,24667065,3219
1793504,18150653,2017
1703233,20616689,2193
1005019,21240461,2115
856291,19742493,3377
822870,21693763,2168
534669,24318121,2070
2280888,12873599,2200
581274,20669891,2518
1342526,25331091,3023
941423,13216567,3073
181877,22794173,2545
2222411,24904467,2000
2065658,16496989,2099
1223952,6806203,2077
704898,25500245,3754
1158803,24975719,2914
360307,1111333,2251
2295033,25147523,3442
1840369,9886745,3806
392312,19377437,2289
369759,23802219,2211
2334615,12772165,2234
1090054,12471353,2155
1287142,24819507,3122
1459462,13869103,2232
1370897,20200687,2060
1050199,22804885,2257
1612843,13988041,3181
515009,25009871,2192
194490,1608031,2250
1219616,22632961,2569
30935,3881923,2233
1116337,17164627,2250
900940,24711897,3029
256112,21165369,4552
2314966,24734147,3047
90575,19626669,2753
265893,16213951,5082
421441,24387219,2485
1929830,25245199,3030
650543,18715575,2324
1548301,21536279,3029
1143653,5131419,4570
496701,24188701,2763
1986224,25185913,2213
1755455,13755483,2230
2001450,25499967,2570
757572,13944717,3065
1590418,13329733,3044
535655,25105667,2448
84542,11489971,2192
725106,19180609,2088
269919,3146919,2333
1395333,24603583,2165
308182,13177909,2300
2276951,25483583,3149
949503,11924001,2064
2175080,21335801,2770
2212900,3887427,5019
2144395,19685825,3741
1650070,18613629,3840
821074,1786727,3804
1796211,8080253,2048
678184,10514409,2082
536500,23743053,3174
830559,7352059,2262
1407036,15319659,3380
1554396,14125667,3184
25261,1459587,2100
179214,6550151,2206
708046,20364627,2283
1599239,25412863,3230
1297630,9788107,2114
1345646,1190383,2322
2193661,2481223,3355
182859,8788589,2221
2263611,13588729,3500
539206,9575495,3028
1143096,19621147,2194
1851811,22345793,3038
324213,19851515,2795
2321250,9757517,2250
2236768,19346833,2506
1808025,22456631,3825
134818,19531277,2221
82013,20393801,5084
802684,2816655,3025
2078180,24458895,2428
1929105,25005679,5070
2095388,23626669,3018
2088159,6279945,2074
566831,18594513,2324
2080858,12658537,2570
1218106,21807037,3631
54436,12545119,3451
427619,1624237,2767
256255,1971133,2034
1976290,18686843,3971
1709799,25040363,2106
1069173,22760471,2150
1517252,7426867,2218
2017685,19870459,3064
1506593,25366943,2900
1956518,8968935,3082
640872,939355,2064
1850076,18232375,2020
1321123,22824491,2447
1106753,23273081,2446
145382,6322159,2077
1826158,9306887,2044
1805016,2701759,5037
1779075,6901993,2072
454723,18662009,3030
79614,2630345,2750
628365,24038713,2065
1290117,3265053,5169
1470027,24639599,2153
612258,11392325,2261
937498,13337407,3941
1232222,23231251,2112
289661,1855667,2299
2025234,8801681,2020
1973027,7467831,3073
1222536,12290403,2092
1463986,10488495,3079
364915,14144993,3108
922866,16330137,2193
1458340,21184811,3875
1125634,4323435,2046
599994,6587993,3114
168902,24934837,3810
1275404,20805149,2119
264099,31093,2093
563427,9371847,5112
385140,24622915,3025
514855,25226289,3978
1429953,19412961,2534
1681931,21462239,2218
1516400,18414517,3174
1413353,23597821,2041
388677,25283723,2229
810226,23212983,2340
598507,12624767,2089
1366084,19154655,2195
2225070,18349147,2000
1599036,23026871,2251
804651,9823145,3465
397072,1107321,2284
826294,23381821,3400
1964969,23940879,2205
1360246,24535951,2096
601495,11322605,2049
1746567,22487957,5159
353553,25250267,2088
2076531,24458809,2229
1077895,21626113,2232
1103229,23862979,3754
262574,1333963,2199
1917216,7195551,2112
509328,22790947,2148
73080,4429199,2333
2034916,8529375,2120
1043496,17036113,5024
114480,24506307,2042
1740095,21428125,2260
1875191,25400877,2095
1342685,25232701,5050
1094931,7691579,3085
660501,23329965,3400
116098,6712973,2137
910880,21273671,2000
1523074,23778873,3292
2346881,12624575,2160
492872,18852109,3165
1319414,12749097,2287
33695,9627769,2041
694825,16379573,2034
1728771,25561379,3160
832085,2429925,3084
293725,25579435,4566
1613229,7299179,2230
479276,24865909,4209
1946140,25236217,2756
1007325,10851869,2120
963993,20568065,2210
219040,17432273,3136
1245595,20586339,2756
2000432,24330927,3797
1817284,24345257,2141
1354524,777127,2261
1822145,20331651,2227
850343,20707061,3842
1608156,17384307,3217
767780,7186641,3104
1608281,11492405,3216
1351798,13727723,2170
2256737,24324959,3135
614052,3244723,2207
6867,8471497,2261
2273219,6448403,3691
1467645,22750001,2122
847982,24473815,3181
700576,22819885,2261
1537935,14693833,3132
1802541,24441701,2170
471139,4514429,2292
562076,20993593,4151
1540623,25147259,4161
845510,22768809,3842
550000,14625609,5251
2110540,23241461,2218
2007536,18420645,2217
2288151,16906737,4051
2237651,11366317,2209
2206978,15468399,2121
117908,18209689,2102
14333,19326403,2099
2277663,23891235,2046
328783,4609239,2250
345315,21444151,2360
2025819,13842399,2159
2069908,5432653,3113
358367,22005825,3134
2252537,19768859,2000
987304,18016457,4068
2063390,19183661,2144
82583,7719145,2161
874491,17752721,2228
794742,2123191,2101
1985447,25421855,2088
13945,10183301,2025
1484424,17666887,3197
1271372,17819057,3977
1570742,15055419,2039
883692,24954233,3073
1553508,22360303,2304
899749,25262661,2194
316261,24619269,2161
507407,19921691,2460
228156,15860143,2320
673445,8669857,2230
423667,23526199,2121
1204154,5272197,5007
267120,24820713,2035
658103,3932273,3006
1897543,12647231,2015
407724,22799803,2217
106110,15510455,2517
552318,24477789,2229
843020,3271977,2330
71505,9288907,3082
761765,16470763,2768
556720,2806149,4127
359389,18268673,2155
992885,23690839,3013
1486073,25107005,3043
1310352,5321287,3218
670598,19057587,2170
1338648,24878683,3071
1770764,9040055,2280
1929465,25596143,2020
2173516,1685509,2190
106146,16856831,2325
1919722,1314307,2575
1377573,23482831,3151
1355612,5053381,3196
632412,20628965,3084
549782,6307885,2263
1414855,23632265,2117
1846219,3621481,3046
1906107,15067827,2060
1629184,10184593,2122
1593199,22980093,2766
978866,15985537,3795
1719520,21044023,2060
2125892,6866715,3030
277954,23924237,2290
1902480,13662713,5118
631414,6706043,4500
1774866,20312231,2290
938695,23581689,2092
1380787,3107507,2323
800986,9797827,2153
1696320,9050341,2200
916477,20345231,2112
17101,19500263,2150
2203634,23817415,2350
1234699,22094259,4173
1932323,22738313,2077
934678,21984301,3754
335783,15471319,3152
253724,14941053,5264
1434486,23467311,5108
1570077,21755063,4566
1428479,22179125,2022
816124,6312391,2214
1526626,22562147,3189
1789957,14242815,2333
516275,25118575,3956
464225,20256569,4061
877709,11236953,2478
2159107,7693087,3752
1209526,23326003,2280
931476,11506273,2259
867283,11249075,2155
1088327,9196791,2161
456763,21991595,3103
1548190,7570833,2106
1526999,24745797,2765
1202571,20113669,2087
1304719,25299997,2773
2045053,22248665,3074
920769,25285275,2045
2131217,23238883,2110
1487265,23019733,2010
166092,24867739,3030
1315758,22473253,2444
2270533,6529665,3400
1849440,13090395,2452
