,ACCT_ID_M,PREMISE_POSTCODE
171598,13580719,3669
2098302,18678971,5013
487599,7612467,2100
57762,24171361,3047
1460305,19406289,2199
2047062,707893,3155
1550498,16109167,2430
547622,22574227,2113
1218650,6518053,2131
636216,11427959,2250
1472811,20543481,4012
14110,20047953,4560
2071133,17125023,2035
2229223,5058923,2148
9354,8384845,2300
311143,19031987,2304
1440435,1755917,2206
1545325,23592577,3026
456342,21947427,3978
382510,3247533,2010
254027,6875093,2226
834463,18795635,2165
1324129,23826801,3941
521727,5730319,3373
123515,10978839,2299
2164565,11983297,2136
2347520,14817993,3337
460254,25340615,2297
922004,24979893,2062
1510623,1630279,3184
1598782,24488703,2305
306041,11755353,2303
2329026,15811367,2143
1805813,22343385,3038
718751,25487381,4208
1426904,18424733,2035
1956552,16213035,3352
2129523,21992197,2646
142409,19781345,3809
1514860,6564873,3106
1859831,20842865,2232
752893,24104385,3021
1107011,2337215,2250
725688,12649111,3429
742873,11995289,2219
814819,4954613,2075
518047,25462159,2010
1540082,13068927,2032
423696,25163707,3093
124970,2220771,3431
739800,2494901,3121
1173616,17686141,3128
1647549,20857777,3088
91389,18515983,2145
1521730,9529949,3058
984896,22036259,2640
531611,25414657,2305
1033796,11406689,2030
1487975,24022517,2074
663349,23745965,2026
1853864,24640083,3152
157698,1376415,2289
1285758,19741771,2600
799261,13260633,3178
1363370,19186491,3029
378701,13892369,3802
717984,25579747,2303
353020,23982883,2640
1823804,6593303,2567
2219208,2217337,2283
1299699,13266091,3825
2115512,8755495,3340
1288188,25274045,2155
488228,19327973,2756
36471,25508471,3978
1844336,8640501,3698
1845143,18807383,2640
1359986,23716123,3429
911088,5872409,2068
1205781,3464923,3123
1751921,16197695,2760
2032139,18100509,2068
2077281,24023037,3153
2101794,12811123,3757
1448226,2928607,3138
1098602,18670555,2148
201332,19320837,3149
451599,2218815,2229
689751,13581687,2229
1431162,23030653,3338
2214578,22660123,2192
757518,9263685,3042
1424443,17284033,3199
1893503,25229175,2519
1023828,12055561,3844
288473,4256489,2145
806644,25102931,3464
2012021,18332297,5034
1273027,14792751,5108
418550,13172937,2330
1944014,11943139,2287
1542930,25385941,3429
838030,7189193,3076
1018660,726863,3059
1545055,25102379,3335
1648784,18628077,2040
1653365,23667427,3377
104746,3037417,5035
1145947,9523463,2200
2192462,1070293,3216
1994638,15863295,5125
559354,19086065,3222
141,25216373,2500
1940406,18385667,2530
442919,25444713,2007
1150515,17216793,3105
1231079,24634959,3976
1295714,21382371,2281
1527382,14180359,2257
2151366,24240599,5333
1991396,19436711,3216
2129303,23532099,2077
1065181,25181591,2025
190520,16835315,2232
776777,19059539,2319
429629,9728351,2222
351723,22919755,2212
682363,24654149,2428
476873,24642649,2220
798048,2676645,2207
1193577,24503525,3020
225462,12763407,3220
1716444,5864393,3844
847188,25029755,3008
837983,11291351,2170
893158,20803129,3044
2248201,23743155,2800
1919687,538683,2261
434820,10157747,3163
300192,21360171,2018
2318025,11051501,3073
680469,25189219,3152
1109681,6305625,2207
1177568,24844211,2747
1091026,6696481,2090
587490,25090103,3073
1302215,4808787,3805
690339,14633723,2223
1484554,6213967,2234
2133773,468159,2153
504151,3575805,3074
281101,5667943,2195
1576774,22450601,2010
1589543,14277495,3976
1380096,2543447,2906
2207379,6353885,3806
526438,4281437,2106
1341474,24472139,2620
606248,25460447,4114
1232949,24609167,5095
1821253,23242613,3083
2198902,676089,3151
446529,16400345,2234
1499500,22434171,2100
682734,23354369,2304
2348425,9077739,2259
1304237,24370779,3300
257792,23083997,2571
737236,22874277,2196
1286035,24658729,2220
89342,236611,2085
281936,4286073,3227
1953869,15088725,2037
1962531,9306317,3201
394542,16356627,2164
1185326,5996011,2775
35677,5092643,2167
1439504,8486821,2256
378370,9244353,3847
1899873,15980287,3138
2097965,8647263,3555
1169321,2140773,2251
1647324,21600291,2110
1247232,4630595,2218
2036468,12664091,2010
3120,25356825,2088
1304646,23292445,3465
217763,5695263,3155
178745,727119,3027
2336101,20113415,3850
29469,6743015,3004
891744,22048031,2009
2270108,7443133,3134
1279452,21472573,4214
2057758,25125137,2119
2036106,18898885,3160
334786,24630647,2095
588473,23979805,3074
2262755,8628209,3159
2013558,21059249,4575
2022890,23949661,5048
1582553,867397,3216
1933193,666433,2785
1294589,23499697,2380
1229533,22999589,2527
339184,20518989,4227
1425784,11632613,3089
763728,4170429,3123
1222299,3419277,4551
677393,21413555,2444
105137,17543243,3377
53892,1356889,2117
1081836,20997145,3820
1902145,15721303,2015
1427462,11346697,2099
168931,24277343,5491
1266331,23481555,2540
1327691,14021293,2161
863530,23148813,3219
2142777,4698549,2281
470340,3012051,3030
2206995,8092369,4560
1021039,4015625,3722
108298,10171695,2223
1643224,3166665,2250
107506,21925599,2021
2237460,12369757,2575
1800241,22969715,5008
1629265,2913211,2011
775159,7509973,3744
1577487,25438687,5031
1587692,6871011,2870
1740241,13818947,2072
1025730,4662369,2327
983195,18683775,2256
285462,14427775,2333
123413,2075567,2000
1769942,21892149,3356
209198,20820535,2527
114591,24081203,2606
1116398,19884433,2035
752123,24631391,2205
293734,22938943,3073
1032820,7796643,3073
1379472,24684939,2028
1466096,3927083,3515
2309711,8896323,2035
1906913,4501357,3922
1415483,24148739,3336
501366,19353301,4303
1043034,20216813,2112
1586633,2433305,2209
1353010,21456019,3996
274380,19970005,3182
1790185,1025311,2200
1834606,24573683,2196
848787,25460129,2800
95882,22906413,2017
2115164,25217129,5070
1736768,11689191,2145
2103980,20770005,3133
1221059,20661201,3024
673702,13789287,3630
769285,17825181,3068
489248,3575695,3083
1286504,23648205,2017
1203331,14843579,5540
77114,23996925,2064
1435314,24894163,3085
729486,11727507,2117
1809231,21642665,2322
121757,21882899,2195
1603715,19932671,2093
1460213,525677,2103
1909349,23082357,3000
1873616,23603583,2170
1111971,21844585,2115
2165704,25441053,2144
1167931,4340331,2028
1427365,18034653,3810
209455,20578393,2106
451005,22491315,2088
1777640,8735353,3076
942299,14052297,3088
2154808,13933739,3138
395565,22555917,3978
846952,23794309,2205
715160,24308165,5092
1915649,18861793,2250
1909918,23210719,3222
1377643,24313935,2800
1203536,24499125,2031
1388714,14656843,3189
1484504,8386937,3822
2034898,434845,2303
2052891,6037055,2144
1443660,22478261,2043
1503977,24557219,2028
2264083,1043621,2196
1200549,5290491,2049
1493642,22357435,3260
988368,16045101,2284
1640621,11774127,3024
1189143,19751475,2042
2105655,11016619,3024
135280,17766265,2766
583937,21780179,3030
63982,17092653,2026
2107479,1893955,2064
2028121,21561327,3400
1217852,12525051,2165
509924,22038699,2795
404108,23382209,3189
1538071,18063259,3608
1207997,7595869,2329
1262845,18807771,4551
2292985,20202559,2208
1396776,15992577,2903
1489540,25301487,2068
527034,5613097,2203
1231786,22885027,2487
2295597,25475869,2008
1059810,18433595,3029
2243015,23109675,2150
1529341,15231773,2087
1499847,21692927,2040
169043,23210435,3024
1153602,22318137,2261
2305128,3313763,2285
1595164,25118371,3030
2060731,21381415,2035
1450818,24633439,2560
1829332,13284115,2038
232885,12753463,3190
683570,25214907,3205
391346,25116171,3072
313802,25234383,3167
2325777,20456929,2323
2252060,21410561,5042
948584,20509951,3032
1815573,16238203,3024
875214,14355665,2162
310577,13100001,2022
1612020,20108301,4118
1462039,11955665,3400
263728,22797349,2070
2233904,15504875,2560
905730,13256271,2085
2270634,20988749,3030
1107474,12314307,2229
252705,4443681,3216
2184427,23175509,3082
916063,6949607,2745
364811,4385833,3752
1896324,12787327,2162
1048271,25042185,3129
1301719,13919243,2280
1449653,25233213,3168
852768,6055059,3073
149167,25545669,2322
1944706,23703217,2203
1017128,9498899,2192
2114149,24637051,2060
378580,865837,3214
1930725,24534499,2641
1953676,11139169,3152
1614036,25524257,3030
309413,22118457,2103
1975772,4039893,3030
1073279,2905723,2287
1113519,19657699,3690
1141032,24312943,3754
2238927,25452341,3338
885633,18149061,2127
1510239,19031137,3130
896448,16706449,5049
609975,23149283,2099
1248106,23528455,2021
1537187,9691705,2000
560145,5766685,2200
723691,2391981,3340
1563755,24409997,2137
209167,408011,2229
477044,25412285,2289
1827429,3632927,3844
1441539,6797773,5114
1634616,25301769,2218
1961214,1675495,3020
1287011,25377829,3779
1689061,25316393,4019
642673,18316755,3793
690241,9225569,2134
1527704,22525195,2087
1464867,21071313,3136
513699,24244281,2000
1036792,265663,2112
2039712,25328087,2015
1133452,8543577,4133
1795702,20759129,3217
2184953,24809341,2179
884966,24180127,3730
990131,18095527,5116
882456,24693435,3011
810196,25573151,2085
1433491,17379245,2640
1637764,21683713,3750
1570639,19843741,3124
240734,25605367,3978
2062349,8475613,3064
1722312,13018473,3280
1851162,12771259,2107
2347523,12052373,2034
1189252,21386953,2770
1113046,4723545,3075
1764711,24393047,2011
782467,19399559,2795
1114827,8152801,3116
758167,21194087,2143
1176458,25364611,3166
435976,4465905,2061
874349,21874331,2210
920368,24543387,5072
388577,24791767,2048
1544557,24299569,2250
653601,115859,3220
1426185,22232945,3810
855237,7879219,2195
1420718,13390449,2211
1773051,22118447,2250
1045238,11887139,2207
401837,21793819,3073
1263657,21898745,4215
1287185,25584457,3071
2106268,13227681,3154
1868905,12607519,2333
1790591,18247185,2747
983481,21493531,3181
582647,22771233,2090
1878742,16860129,4556
2254067,14733861,2076
1382796,15626033,2048
755694,22815875,2047
381453,19973885,2065
36911,24035183,2020
2289658,512177,2250
604609,21742341,2263
1725848,25098563,2170
582587,411997,3178
818385,16952075,2027
2175757,540731,2760
470463,14313089,2155
293930,22865885,2114
187216,24452805,2210
354107,2195913,3087
262163,12331753,2138
575417,9313007,2035
429689,3932153,3024
388561,25340655,2287
1239802,8556389,2027
1939489,17218095,4570
1795941,12507081,3073
671471,11700071,3095
741516,16526403,3975
798459,2488409,2530
1823670,7114247,3192
1669987,23099329,3215
440194,23945287,4221
2023391,23928179,3977
1759301,22058431,2539
138756,12356309,2018
2146452,15024987,5158
573144,25427455,3195
1018598,14867325,2795
604979,23899735,3075
2251354,12337255,2229
1750065,21637101,2088
1788127,3207919,4179
1803546,16826129,3824
920714,22612105,3043
1682664,18061419,3913
1547016,21139809,2067
1009147,23799547,2034
1754547,10904373,2250
1916699,21516173,2020
2075105,25110691,2170
963622,16775577,2672
1787217,22131549,2062
397676,20582149,2768
572815,25263027,2710
1190017,4470323,3016
1343488,24144715,2340
2025180,19194741,3126
2147396,23410461,3182
2171217,8641763,2071
492544,14342005,2317
922546,10167555,2259
836625,2820997,3030
2279742,24563703,3163
1338113,7315703,3140
477733,23879999,4064
1682629,8481705,3752
1377016,24075049,2250
1210033,21488221,2290
1366600,2880447,3550
625432,25442817,2010
75965,24032851,3350
805188,6012389,3121
54124,17037571,2168
1670506,23281753,2229
729913,20115905,4115
1639522,19327739,2570
305553,21293209,2035
1612353,13983445,2321
691834,3100885,2250
239657,24792241,2195
1921912,18133393,3103
1208515,19877473,2232
663216,24526791,2209
977534,4971091,2228
2034627,21086885,2165
1142956,18882719,3806
364793,21891235,2095
1632532,22869735,2128
1489456,22889589,2574
530414,17130821,2073
1095494,22086701,4034
348129,18851779,3198
1973944,17191003,2145
1109158,437055,3781
1569981,18440885,3197
283177,645057,5690
652750,17644797,2749
1406243,15357549,3047
508683,2143611,3051
2281219,5194427,2015
991486,22968259,2250
1714960,15800681,5090
1002403,11231227,2147
730295,19428849,2259
1108358,16295491,3152
249544,15573101,3720
2238050,22101581,2261
2121755,20887919,2088
778942,10615503,2035
993026,23387593,3975
2015119,22214459,2027
694851,21639037,3075
2181964,623847,3555
1261475,9089555,3056
691893,10008807,3976
2213963,2118503,2127
1878904,15618541,2101
843787,22720371,2026
1641811,19894467,2088
1426503,22091219,2122
2026917,14327359,3556
643654,25477905,3147
1149201,9735689,4122
903046,24683243,2090
1129650,9828367,2220
1368496,9020125,2076
453639,9102743,4116
1392697,19452817,3810
1828182,11334995,2035
837826,18844333,3690
111637,22994241,3432
1099369,22014943,2261
1365231,9822395,3810
825607,25253559,5011
1196261,23300057,2283
91111,20559221,3350
835510,21398667,3075
1994810,22478071,4304
1594524,3622253,2261
433303,22585079,2193
255861,21563345,5000
447359,12695357,3810
269632,18276119,4078
2127067,18447847,2303
714233,12758517,3752
551297,23872923,2320
374496,4161625,3429
1001568,25275219,2153
550754,25344801,2067
902838,9610461,3977
369067,24441559,5211
1017253,4920211,2120
653770,19348225,2280
1756806,8629787,3137
1449012,24780553,2106
1082579,24308493,2293
1564223,2537659,2096
2081930,7809791,2211
2029829,17963329,2303
1611680,9132725,2088
103139,733017,3752
823802,13070773,3152
472424,18448927,2190
2109296,17212111,3064
837378,21109643,3803
896069,15528393,2337
2310502,9070823,5353
1889403,9014791,3031
749535,21452799,2112
1160856,9934741,2193
1879382,20662679,2321
655215,19459809,2038
1650164,1577661,3021
404359,22818471,2259
1610340,13529079,3031
229880,17357527,2044
1847138,18550895,4215
2141596,4326191,3140
1542315,25043093,3073
783565,16492315,3044
2182281,11292297,2101
833956,22682993,2117
775870,20584497,3844
936459,24776147,2166
1073801,15244877,2620
2091651,24992605,3977
1283764,21299771,3754
1711130,23367843,4108
307859,16231161,2040
1358037,23575497,3182
1549035,11612557,3193
1434199,23951441,2259
2345556,11827133,3090
1904073,19457137,3190
856108,4072493,3066
2123108,1731109,2077
773658,25125699,2205
718597,22846077,2460
1139574,3381269,2640
1765461,25264905,3108
186477,24645563,3114
741113,5078909,2060
1260938,11987507,3145
2107351,10270153,2000
2204375,24540397,2777
1440954,8876391,3041
915179,13835589,2259
1519982,5954217,2196
56657,23805281,3750
1159398,24408505,3064
1050102,25311419,2190
1177468,24130659,3224
639252,20494665,2000
1278270,21390441,3981
1674714,17247639,3000
1829530,15546395,3155
1329812,11507189,3039
2339300,8882155,3199
38420,24430055,2111
678688,24902967,2795
593762,21782179,2210
242728,23927455,3754
1096905,21087919,2150
1634797,24079253,3207
298521,21860635,3198
2144127,22559995,3750
354595,18175889,3934
2297664,24844857,2039
1610745,3875265,2089
1804301,7492427,3942
109371,24370473,2287
173490,9963829,3555
1798382,24233913,4304
1445759,468569,2200
1499599,19354607,5031
24331,7951033,2560
1026705,20369931,2040
1929107,24679491,2640
1553937,12580191,2094
1408878,8739617,3215
1560409,25380685,3730
477438,24496821,2304
989833,22329843,2148
621691,2081833,3037
1433827,23690019,2011
1896444,20510467,2007
732052,19855831,2034
81446,3714727,3071
1957563,4681961,3012
542322,22451247,2131
1643228,16815165,2049
1999457,13460937,2443
2132527,24833361,2913
45361,16991001,3806
34170,10357253,3550
455562,219011,3216
2221727,24826407,2567
1854780,25234007,3029
537366,5823019,2250
1073672,20137361,2203
43114,21498515,2500
2040717,25471979,3677
1390292,10677489,3551
1955146,18590167,4215
1883476,16997053,2223
101593,17497847,2700
1579822,24055711,2160
946811,8769895,3775
1157523,23236791,2212
971770,2737093,2112
2157272,20037479,3173
2332067,23841875,3429
317361,5924325,5250
2096571,22947575,2031
1711917,20854819,2120
130289,23592249,2287
1473630,1532165,2250
1126472,7890031,2039
936355,24733039,2027
1445840,5209487,4215
77100,24531501,2035
601599,20608557,3147
359184,15439813,3083
708896,13673117,3250
805897,10279207,3052
1885483,14588929,2033
1661337,19822763,2204
2330098,20301225,2103
807212,22844723,2227
47120,21886655,3941
2115881,13372169,3442
281812,11148133,5113
21413,25124627,2223
247661,5570249,2766
2178924,20581249,2204
829031,23815405,2615
877356,11291431,2233
1029215,23206559,2627
300722,11082417,2116
417705,7545677,2155
1758379,7079539,2145
621648,8019551,2323
1777001,17467061,2099
697681,22777887,2075
410505,11420047,2067
1704162,1651927,2261
424873,23606095,2849
989661,12188615,3631
2296555,24504321,3056
800292,17508487,2290
1632669,23091335,4214
1879853,19590163,2036
473854,6391837,2046
1266070,12829421,3135
921298,24973763,2575
1744169,23706103,2478
148842,22948561,2140
1964158,25355671,2000
464589,1351995,3809
2152070,12015271,3820
217602,5737891,3340
678237,22886577,2780
1772019,4423633,2068
526829,4370451,2261
242307,25175569,2067
1622062,12382345,2173
2247241,13093055,3280
1731869,21770229,2077
1969474,9754907,2785
1155607,1818071,2299
1805078,25288229,2026
1745453,23670447,3019
2348708,10190843,3698
568271,280863,2151
47854,21959817,2047
1644693,4891325,2770
1359155,25247729,2015
467201,12118903,2460
198267,15224907,3824
1060704,20586211,3350
2008981,18148291,2541
1975350,3931229,3212
1395830,23500641,2101
889502,19724431,3183
847320,24343801,3551
173136,9083193,2230
738907,693869,2100
1899691,18978257,4163
635216,296863,2233
1915157,22067681,2195
1648504,8436133,5041
978410,13134733,3079
1966468,24521307,2153
2317917,7123531,5086
424356,23198887,2871
596964,8693401,3079
1757139,7076549,5075
1597533,23176813,5081
507975,21834149,3030
919609,23477575,2141
1689566,25174141,2026
830822,13129201,3083
594023,14343295,2035
69189,3159697,2195
676702,1793253,2222
2253109,11094967,2221
472899,3946411,2316
1868043,1210733,2122
902946,18482759,3815
351593,24872149,2321
399654,19139315,2261
1124151,24318929,3139
791296,25428187,3020
240708,23180457,2130
115248,22319797,2026
1833264,2947411,5108
1557079,9550373,3088
1592192,7399553,2190
1815272,3590261,2047
1701140,19732347,3136
2224405,22816509,4107
1029539,25145099,3047
2199868,16426161,2040
646435,24632959,2602
870936,16255457,2131
1191422,21254639,2036
1160512,23453771,2077
2172722,13713771,2119
2177384,21494287,3204
765801,15299007,3144
1060490,14102773,2578
2145133,21161197,2290
718855,24389843,3064
257579,24200163,2582
1017978,4163149,3796
2060771,17710627,3977
657338,21462339,2747
2118130,19603145,2204
1881120,20933303,2196
97713,15220331,3088
96194,24049521,2198
958285,24649133,2165
2168851,25413507,2046
1293426,18904709,2226
1399907,13204733,2044
1393790,23541599,2527
1070,23363675,2024
1211639,23601809,2322
552209,24378437,3844
280226,10994001,2251
1186502,1643119,2261
1262752,11867125,2299
1810865,11569533,2046
943632,21935183,3875
1781501,24132493,2153
1848589,11063619,2108
1170113,5004913,3068
179298,6360647,2224
1627649,16679551,3224
811201,23687589,2017
782871,2571363,2036
573583,25414737,2203
1078998,20130999,3942
1398051,23967451,3204
378970,1344289,3350
1747381,24408013,3214
2197616,22224793,2074
1960504,15470589,5109
1069175,23233999,2307
1307947,12518125,2010
586375,18636891,2285
2213201,3954045,2075
2134277,13117057,2318
2111022,25507967,3099
1340432,25314697,2795
906113,2498513,2480
578910,19902385,3193
251432,5631701,2328
1043512,572771,3942
882544,25338899,3029
508489,11893533,3093
397277,21957679,2045
517965,25183661,4122
1820358,24140041,3818
1314284,11129873,2262
42511,19371599,2090
1726401,24524775,3630
2346383,3304979,3084
1939271,8516807,5034
979654,21347835,3024
1249549,24104307,3875
740895,12011359,2049
1412390,25106767,3136
2230127,17479149,3217
872423,6272113,2250
2000389,24467747,2125
1560854,25127715,2154
2327056,13357119,3714
748744,6942491,3037
195258,16947041,4220
1181804,19020679,5031
2140185,18732283,2234
1240094,20769205,3204
1791061,18952293,2119
2098136,12372509,3196
1105039,25448303,3805
1422638,21596249,2232
1123904,24349801,3153
304180,14823037,3031
364636,1138029,2529
232489,21339907,2209
1291138,16396913,2234
1198574,2123101,2076
644924,24821179,2101
544438,598757,2033
162871,16502101,3429
976428,25584019,2720
936393,25143443,2066
435103,11376379,2162
1680189,7551739,2100
365072,22199265,3181
467,23824753,5109
509688,20240889,3280
547665,6806891,2319
1097882,18116055,2477
743239,6836833,2196
718681,23063555,2150
352920,23141631,2782
704067,19129717,2425
688590,8171833,3350
1554402,58793,3002
520929,20277287,2154
1500614,19891783,3377
1499663,9971399,2171
5250,23651523,2570
1311354,12981805,2428
2024686,258803,2071
284437,13804631,2287
2340735,10159861,2040
2283106,18274347,2074
1238846,2331307,2158
762083,20768677,2768
1831018,21226819,2232
1696979,20576897,2150
1717039,21740615,3550
2018285,23350601,2229
1206785,8076033,2518
910648,16904097,3953
657211,22441901,3216
1709588,23116709,2036
1975443,21335123,3204
1949477,25441223,2557
236895,8507557,4113
1044179,2812695,3156
1859038,9987565,2138
62605,20195171,3064
1743681,24314429,2008
857174,18849801,5118
595356,11614141,3115
175703,20783183,2206
59632,25079251,2125
248317,21246585,2010
1016399,7585695,2155
595057,23087503,3840
117397,7411013,3564
2127722,3381823,2477
1239473,8315165,3735
347886,13339227,3188
461483,22785603,2173
1144114,14831167,3133
84732,21702871,2220
1965954,24314917,2602
1139772,24865507,2578
1795468,9173839,3821
848142,25154449,2577
1390270,16928587,2108
37892,22601009,2850
1635063,23377379,2026
1078416,10065709,3752
158620,1599997,5125
2320379,19678587,2137
2289537,10095157,2010
468677,7333919,3660
1919312,11914497,2095
2302787,20171007,2260
2184755,24771775,2011
1417642,18723953,3031
1582769,12610575,3195
841364,20593977,2170
438563,24774257,2089
1059362,19661731,2576
933583,22215827,2580
868565,3623727,2210
302524,8124441,2117
1063519,2130075,2251
1733724,218995,3156
1327472,8438521,3677
1174600,25439715,2120
749736,10558761,2262
555922,20358775,4012
1523429,24461049,2015
79869,8783965,2305
1978592,3258359,2280
791059,24441215,3195
679289,23156537,3039
1129265,21707331,2065
1247646,25020861,3564
1332685,2794695,2017
1900049,14816441,2011
65709,5650271,2325
1401900,13780231,5011
450847,11788029,2159
874064,19342871,2207
1256285,20671287,2095
21359,23223927,2774
1664790,4737975,2159
1411922,25596135,2533
896953,13080053,3075
2291102,22680393,3550
1636224,24052287,3564
1010113,24949127,3174
1695566,6150147,3073
1643616,17262407,2500
531068,7860105,3135
107794,6280167,3377
387855,23601317,2099
1643108,21604561,5092
99788,20752979,3023
462745,25182603,3205
1373002,16993165,2211
717297,22935895,2758
649698,105347,3056
233862,15722481,3155
834452,14410971,3805
1808510,18572579,3051
2326114,22457109,5081
976357,24382581,2756
486752,14648747,2043
969676,19175259,5088
2220364,24281559,2150
1165521,3369363,3038
1420438,19290083,3106
194419,6426545,3978
1680924,6762511,2251
2330136,21533473,4118
870512,20011433,2021
854376,22561887,2700
120029,22469857,3180
932865,15194889,3032
1010842,23361693,2134
416280,9601149,2259
610149,11366525,3073
1766428,5248517,2045
769420,213811,2137
468254,22242121,3149
657483,25500787,2145
2086206,7741509,2138
352931,23195357,3168
57214,22926967,3338
2268518,6063101,2233
1013162,25523773,3806
1101453,25498431,2027
150633,23604677,2170
2329636,12596639,3189
1074075,10919021,3042
440671,24801517,3024
942597,16752635,3076
1916734,5820447,5041
1271998,13301675,2112
1998695,433415,2230
831959,24264879,2224
1983450,23529285,2222
1114503,18159135,2390
499792,23579979,3135
1754042,14918987,2170
1625207,2616073,2263
1964874,23906455,3124
1255859,20740627,2126
287177,21488537,3241
1541655,24030845,2205
2161958,1477641,3730
50188,15983533,3810
1677110,7093747,3350
1455529,4982483,2043
2107073,20093121,2380
659416,21852701,2170
1329735,20016389,3142
2238358,24651949,4511
1487293,24248337,4504
355000,21042735,2210
214766,9701033,2284
1356494,22764037,2115
388022,22975969,3216
1417673,18500713,2567
598522,18911973,2204
1467771,22863325,2024
2232059,19452831,3074
1797474,24131675,2037
2305481,5892433,2212
1684008,12337083,3156
1765153,25414243,2019
1096490,16833285,2073
1821642,19614855,2037
175029,5983209,2099
976389,24618711,4216
179095,5615101,2208
296352,23059727,3805
2033155,7445123,3073
1985465,22865341,2148
1590426,15278529,3754
1818529,23746403,2173
1157460,25199365,3028
96158,25234613,4567
2116406,16577767,2232
593120,17305595,2223
1830884,21516729,3021
472969,20540041,2444
311719,22913453,2290
1617811,23236853,3024
1902204,22038959,3072
2168290,21033833,2617
1828259,13885339,2777
1954563,18215283,3978
2216244,12638743,2317
45095,21116073,4211
945580,22599895,2200
674719,9732989,3088
1766312,15303977,3803
1561786,25315507,4558
1099912,25034447,2343
636839,15476013,2220
1521006,17219121,2099
1301802,10729305,2259
952456,15708971,3672
1803951,3201873,3171
271023,5897797,2031
655752,21082209,2280
547740,14703049,3074
1272950,21746815,3057
659133,19338467,2795
1990329,9936849,2291
850842,10296439,2115
1684950,15775097,4122
184863,23130635,2113
764972,21578339,2113
2100859,18898833,4161
1953100,18703951,3429
2075738,25425981,3631
1817389,25349087,3216
1633974,24842635,3691
883142,25317631,4212
1520393,4060407,3023
792893,25266933,3145
600008,6358573,3550
11470,8623587,3053
1058012,22004589,2287
1370865,6699349,2210
1983666,23352609,2800
1049465,25199659,3151
2096554,24032935,3429
1636237,25314919,3186
85565,6166749,5090
2287018,25091219,5355
1739786,15999117,2319
2047668,14628187,3073
2263148,2010017,2099
1398038,23451719,2153
235542,8127347,2156
2122590,481619,5095
1045013,18541385,4573
1069163,24710655,3806
2247068,14132745,5108
1415357,24052131,2200
1167865,18556285,3071
800824,13695679,2010
993784,23070143,3029
698237,23918861,3070
1973682,1754989,3161
2122508,22351729,3138
1725660,3025469,3818
1456327,545071,3074
2056802,23418549,2135
363633,8061539,4520
1719781,2739535,2233
892867,16345397,2229
1869771,14896269,2323
201268,19165485,2046
1760550,22660165,2000
1272831,7685427,2039
459089,23211075,2606
764878,19246427,2515
1116871,22823189,2077
1350140,6654963,2323
988820,5485499,3820
168451,24549989,3971
1159450,23980563,2060
655782,18210365,2119
1666231,12442517,3139
323078,1866479,2010
2265165,8722077,2204
2251223,4260083,2066
895796,1283131,2030
750066,14636863,2289
2085633,4173695,2066
2001966,25192629,3053
1996027,4384609,2077
1648875,19469083,2580
527569,21920851,2034
1332570,6074463,2068
533833,25327315,2021
445438,20379365,2460
1351708,20325027,2135
976167,24929161,2134
2156358,4023739,3550
1350534,15195585,2530
46628,11583655,3220
366632,22297869,2195
1805888,18362095,2137
1777433,19488625,3722
2819,24922697,3029
1361445,23479009,2018
1336902,20485315,3150
1455322,8517561,3146
1784200,24246081,2130
1531126,19834851,3153
859310,9588759,3046
1582752,6462815,2170
154742,9303709,2323
731468,13220219,2088
1304987,23432427,2011
1481136,20064501,3978
1935315,2911063,2452
675537,20969259,3133
1970571,20047069,2261
661109,25586439,2428
528849,3395791,2287
2065592,8128503,3860
1511246,11558449,3806
1229132,22727557,4504
415366,1785425,2026
10667,18161655,2026
388431,22729403,2210
304362,114061,3029
2063240,20956001,2015
639594,22601803,4209
1303774,23802457,3189
1613032,8683341,2088
335884,19590983,2093
1630034,22366201,2250
560129,10573995,2088
1564678,12091753,3140
845723,23299569,2250
2108493,16384455,3765
801848,14617707,2256
1651676,24716349,3194
1928874,23478341,2762
2304805,20170895,2035
1932458,20493185,3094
749634,9444547,3678
71074,20556535,2127
1127508,16421867,2044
1246983,18951899,2074
2310510,980773,3550
1663117,1123199,3670
692316,9379463,3030
2335044,25499379,2640
1797572,23279759,2291
297152,24504753,3151
1408175,8537789,3051
1670070,25306137,3134
2327373,12751497,2016
2256526,7599581,3936
1832978,20960147,2101
2130361,24200675,5114
1025972,12106675,2122
420221,9011855,2320
560226,22124557,3178
927156,11882025,3146
599416,21253217,3173
346709,20472909,2088
2065044,3056723,3046
2033182,8798845,3158
1123789,23227655,2197
778516,23937403,3147
2302145,6283037,2028
1338464,8164235,2790
626148,23927509,3754
165020,24850937,3400
1534129,17380043,4551
1392045,12573865,3847
2044315,17885571,2765
1157465,23023829,2131
1000988,5028937,2324
843110,21596243,4570
2016677,16163691,2191
2094855,25556619,2557
308884,11093093,2040
2106343,8779537,2067
1497580,6143841,2290
2205465,22890917,3608
2286126,5266013,2000
1903504,18614801,3672
1013042,25132665,3000
1058473,14454237,2500
159456,20232483,2074
616017,21546433,2259
2200349,5416355,2263
333275,23467971,2030
794009,3649343,3216
2055743,24589335,3016
2137804,12581755,2216
1089842,12049433,3922
352744,24218491,3074
2265490,21676157,2325
2312458,23888635,3193
2208404,20842409,4210
148856,15578783,2913
1332682,7771769,3160
2115412,21078201,2075
1963754,22891497,3752
2318674,20426613,3580
1192542,25153893,3134
1098143,17426555,2292
1259814,11923351,4019
1917228,10718027,2290
992990,23950831,2045
1265936,25178933,3169
1355775,11270819,3770
304685,19763667,2263
