,ACCT_ID_M,OFFER_CHANNEL_CODE,ACQ_BROKER_EVER,ACQ_EXTERNAL_EVER,ACQ_INTERNAL_EVER,DEPT_Sales Chat
1848512,20685045,DIGITAL,0,0,1,
1018992,20824073,DIGITAL,0,0,1,0.0
929182,19786775,ONLINETPU,0,0,1,
711766,19542323,ONLINETPU,0,1,0,
1573599,17161937,ONLINETPU,0,0,1,
1211740,22859871,ONLINETPU,0,0,1,
59922,22698067,CIC_SAL,0,0,1,
1085650,24539563,NEWCON,0,0,1,0.0
911881,1716491,CIC_SAL,0,0,1,
842492,18307713,NBSC,0,0,1,
133567,20864119,NBSC,0,0,1,
328906,13981479,NAV,0,0,1,
2122796,16514103,,0,0,0,
456308,20502261,NBSC,0,0,1,
1310154,22589815,NBSC,0,0,1,0.0
763661,3778853,ONLINETPU,0,0,1,
1762557,24950849,DIGITAL,0,0,1,
1634260,24260903,ONLINETPU,0,0,1,
807692,23041487,NBSC,0,0,1,
2273215,19484305,NBSC,0,0,1,
1618969,24443601,NBSC,0,1,0,
2001703,24666191,DIGITAL,0,0,1,
630107,1768893,CST,0,0,1,0.0
134788,11833313,NBSC,0,0,1,
436519,20364899,ONLINETPU,0,1,0,
2190712,11165471,CST,0,0,1,
1202726,19717239,NBSC,0,0,1,0.0
2230516,20840063,NBSC,0,0,1,
1859772,17860735,CIC_SAL,0,1,1,0.0
1452,25513375,ONLINETPU,0,1,0,
1925276,20542751,ONLINETPU,0,0,1,
934838,16931189,NBSC,0,0,1,0.0
1408702,21413217,NBSC,0,0,1,
1196445,23529853,NBSC,0,1,0,
2301150,3588779,ONLINETPU,0,0,1,
1939127,7112405,CIC_SAL,0,1,1,
1902798,20667169,DIGITAL,0,0,1,0.0
897325,6874793,NEWCON,0,1,1,
1898552,20188515,NBSC,0,1,1,0.0
1340075,18219001,BEC,0,1,0,
1890384,24525853,NBSC,0,0,1,
2138162,21411103,ONLINETPU,0,0,1,
902489,24918385,ONLINETPU,0,0,0,
11841,10199943,,0,0,0,
1299700,6474911,NBSC,0,0,1,
497010,23846667,ONLINETPU,0,0,1,
834034,21734777,NBSC,0,0,1,
2079567,10701457,,0,0,0,
2051240,16514393,,0,0,0,
2238900,22780161,NBSC,0,1,1,
1816180,25168815,ONLINETPU,0,0,0,
1145768,13671851,DIGITAL,0,0,1,
221945,24389877,ONLINETPU,0,0,0,0.0
2328458,13310773,ONLINETPU,0,0,1,
110477,24515909,ONLINETPU,0,1,1,
1985848,22986781,NEWCON,0,0,1,
1434092,23668159,NBSC,0,0,1,
1406727,2864125,NBSC,0,0,1,
1788175,13010045,NBSC,0,0,1,
1230152,24593087,DIGITAL,0,0,1,
221103,24274535,NBSC,0,1,0,
329993,22857423,NBSC,0,1,1,
768512,22470407,ONLINETPU,0,0,1,0.0
1618317,23843033,ONLINETPU,0,0,1,
2186909,24349493,ONLINETPU,0,0,1,0.0
1962199,18667499,ONLINETPU,0,0,1,
271247,3589049,NBSC,0,1,1,
1246196,5902191,NEWCON,0,1,1,
473800,20877293,NBSC,0,0,1,
2105773,5648841,,0,0,0,0.0
1288363,24826419,NBSC,0,0,1,0.0
1246111,1467303,CST,0,1,1,
81965,14125913,DIGITAL,0,0,1,
103848,18468411,CST,0,0,1,
396991,21486339,ONLINETPU,0,0,1,
1963686,24877017,ONLINETPU,0,0,1,0.0
1061550,6497673,DIGITAL,0,0,1,
1276078,9435891,CIC_SAL,0,0,1,
669250,13243999,NBSC,0,0,1,
594263,10088795,NBSC,0,0,1,
767784,19334909,ONLINETPU,0,1,0,
1627452,256777,CIC_SAL,0,0,1,0.0
1801796,23491593,NBSC,0,0,1,
143732,18493049,NBSC,0,1,1,0.0
2291348,18444483,ONLINETPU,0,0,1,
1271263,4426693,,0,0,0,
814022,18994323,DIGITAL,0,0,1,
2017747,4756119,ONLINETPU,0,0,1,
2250165,1083489,NAV,0,0,1,
1497623,9363323,,0,0,0,
1993768,21171183,NBSC,0,1,1,0.0
1544853,25185157,ONLINETPU,0,1,0,0.0
448842,17358739,NBSC,0,1,0,
231470,12684635,NBSC,0,0,1,
718159,24253765,DIGITAL,0,0,1,0.0
371972,378751,NBSCADMIN,0,0,1,
1355418,21090635,NBSC,0,0,1,
673207,17313873,NBSC,0,0,1,
410518,21023805,NBSC,0,0,1,
1124460,25205097,DIGITAL,0,0,1,
2226629,11418261,,0,0,0,
381082,17330603,NEWCON,0,0,1,
1386634,22796587,DIGITAL,0,0,1,
1642734,6808615,NBSCADMIN,0,0,1,
1518463,5099941,NBSC,0,0,1,
1429842,13030025,ONLINETPU,0,0,1,
163189,21005965,NBSC,0,0,1,
1189226,3151283,,0,0,0,
1861665,11269935,NBSC,0,0,1,0.0
1846218,24376219,NEWCON,0,1,1,
194624,10337123,ONLINETPU,0,0,1,
1707119,24981201,CIC_SAL,0,0,1,
1066491,23615249,ONLINETPU,0,0,1,0.0
1248135,24030643,NBSC,0,0,1,0.0
612407,21214861,ONLINETPU,0,0,1,
949209,4938913,NBSC,0,0,1,
520312,11596657,NBSC,0,0,1,0.0
1673014,25132613,ONLINETPU,0,0,0,0.0
532157,24359267,ONLINETPU,0,0,1,
2094868,24736645,ONLINETPU,0,0,1,0.0
23242,25405271,DIGITAL,0,0,1,
1258945,12777765,NBSC,0,0,1,
1369061,6258689,DATACOM,0,0,1,
1054919,14222541,NBSC,0,0,1,
1398830,16505209,NAV,0,1,1,0.0
1961865,21501317,NBSC,0,0,1,
1409139,18354749,NBSC,0,0,1,0.0
1551685,21479515,ONLINETPU,0,0,1,
1546974,18918367,NEWCON,0,0,1,
254475,10958963,NBSC,0,0,1,
761770,18790887,NBSC,0,0,1,
1548182,12156905,CIC_SAL,0,0,1,0.0
941416,20388197,NBSC,0,0,1,
722419,10264105,NBSC,0,0,1,
730148,18275657,DIGITAL,0,0,1,
351413,25087149,DIGITAL,0,0,1,
800440,19951813,NBSC,0,0,1,
2115621,9979187,,0,0,0,
1127687,5397183,NBSC,0,0,1,
1774729,19297591,NEWCON,0,1,1,
623756,24225271,ONLINETPU,0,0,1,
1315934,19178625,BEC,0,1,0,
579391,1749413,NAV,0,1,0,
657815,17165929,CST,0,0,1,
999468,10542209,ONLINETPU,0,0,1,
504657,1868251,ONLINETPU,0,1,1,
1666526,20730721,DIGITAL,0,0,1,
1075175,16609229,,0,0,0,
1966484,23900653,NBSC,0,0,1,0.0
563061,7785037,CIC_SAL,0,0,1,
98389,6375651,DIGITAL,0,0,1,
1358040,24245987,DIGITAL,0,0,1,0.0
301655,8961419,NBSC,0,0,1,
855539,18636241,NBSC,0,0,1,
2143557,18280133,ONLINETPU,0,1,1,0.0
1492095,9917069,CST,0,0,1,0.0
59728,25167893,ONLINETPU,0,1,0,0.0
1091571,11351623,NAV,0,0,1,
2191000,5301161,NAV,0,1,1,
442233,24765369,ONLINETPU,0,0,1,0.0
864877,23425781,NBSC,0,0,1,
1834251,4679371,DIGITAL,0,0,1,
1354931,13701883,NAV,0,0,1,
50432,17851993,BEC,0,1,0,
1385178,13899967,,0,0,0,
540952,11836919,CIC_SAL,0,0,1,
1611242,19502515,NBSC,0,0,1,
959191,17900305,NBSC,0,0,1,
146292,19813895,NBSC,0,0,1,
1536658,20000237,ONLINETPU,0,0,1,
410130,3316597,DATACOM,0,0,1,
1511494,16759911,NBSC,0,0,1,
1335428,16195305,,0,0,0,
2100140,7763289,,0,0,0,
779433,6604497,DIGITAL,0,0,1,
1813286,913843,NBSC,0,0,1,
977137,23874929,NEWCON,0,1,0,
389346,23128637,NBSC,0,0,1,
688682,20369309,NEWCON,0,1,1,
2100935,18267501,ONLINETPU,0,0,1,0.0
2190392,1030747,ONLINETPU,0,1,0,
379116,6026907,NBSC,0,0,1,
763483,6940173,DATACOM,0,0,1,
308500,4795285,NBSC,0,1,1,
771484,23688065,NBSC,0,0,1,
177667,19011543,NBSC,0,0,1,
75723,22919121,DIGITAL,0,0,1,
928297,21083433,ONLINETPU,0,0,1,
2264458,21518703,NBSC,0,0,1,
1705575,160645,NBSC,0,1,0,
511915,10886989,CST,0,1,0,
2099496,15384831,NBSC,0,0,1,0.0
1556326,22817945,DIGITAL,0,0,1,
954617,23841399,NBSC,0,1,0,
485300,11786631,DIGITAL,0,0,1,
2319333,4621765,ONLINETPU,0,0,1,
725641,15198305,NBSC,0,0,1,
978483,18649151,ONLINETPU,0,0,1,0.0
35639,22254301,NBSC,0,0,1,
65693,2602133,NAV,0,1,1,
1356609,19996483,CST,0,0,1,0.0
1980152,22498199,ONLINETPU,0,0,1,
185647,25474281,ONLINETPU,0,0,1,0.0
2005001,24670379,DIGITAL,0,0,1,
614372,15769429,ONLINETPU,0,0,1,0.0
570279,24672269,CIC_SAL,0,0,1,0.0
551338,24639091,DIGITAL,0,0,0,
1192368,24755243,DIGITAL,0,0,1,0.0
1022730,7412859,ONLINETPU,0,1,0,
464299,18581601,NBSC,0,1,0,
27482,214927,DIGITAL,0,0,1,
449500,11471059,NBSC,0,0,1,
656776,21783455,NBSC,0,0,1,
464487,22305013,NBSC,0,0,1,
674266,3093681,DIGITAL,0,0,1,
1835315,23420077,NBSC,0,1,1,
2250268,2761909,,0,0,0,
476046,22764301,NBSC,0,0,1,
897291,3755505,,0,0,0,0.0
2139050,22553905,DIGITAL,0,0,1,
1476127,15242753,,0,0,0,
1439464,4337853,NBSC,0,0,1,
1744134,23805881,NEWCON,0,0,1,
291236,4127635,CIC_SRV,0,0,1,0.0
56658,25374091,NBSC,0,0,1,
77936,22657305,NEWCON,0,1,0,
1002564,13732461,DIGITAL,0,0,1,
791693,25319133,BEC,0,1,0,
28330,7947219,ONLINETPU,0,0,1,
1596593,23588521,DIGITAL,0,0,1,
1319800,3144821,NBSC,0,0,1,
1984048,24602143,ONLINETPU,0,0,1,0.0
1026371,13497785,CIC_SAL,0,1,1,0.0
37527,23720629,DIGITAL,0,0,1,0.0
657370,20143639,DIGITAL,0,0,1,0.0
1413588,23638997,NBSC,0,0,1,0.0
1881071,9494441,NBSC,0,0,1,
834781,19158953,NBSC,0,0,1,
251816,21884065,NEWCON,0,1,0,
2145175,21484975,DIGITAL,0,0,1,
2213985,19828621,NBSC,0,0,1,
1244929,22205771,ONLINETPU,0,0,1,
285094,21014315,NEWCON,0,1,1,
544104,21779011,NBSC,0,0,1,
343181,11945135,ONLINETPU,0,0,1,
939771,24322997,ONLINETPU,0,0,0,
236077,11910541,NBSC,0,0,1,
1265271,13348589,NBSCADMIN,0,0,1,
1606451,16166333,NEWCON,0,1,0,
878041,21412105,NBSC,0,0,1,
1729341,23140605,ONLINETPU,0,0,1,
545694,1536123,ONLINETPU,0,0,1,
564813,11435969,,0,0,0,
581732,4310869,ONLINETPU,0,0,1,
92646,25449415,ONLINETPU,0,0,1,0.0
1031054,24216217,DIGITAL,0,1,1,
846211,24694287,ONLINETPU,0,1,0,
1226450,22135953,NBSC,0,1,1,
2203418,23491639,ONLINETPU,0,0,1,
328365,22470569,NEWCON,0,0,1,
2237856,20560327,NBSC,0,0,1,
942797,19848579,ONLINETPU,0,0,1,
343267,6157519,,0,0,0,
1723823,3963425,NBSC,0,0,1,
2157322,22658983,NEWCON,0,1,1,
609231,24159187,NBSC,0,1,0,
1963859,24428147,ONLINETPU,0,0,0,
1479098,5482051,CST,0,0,1,
1276357,4153159,ONLINETPU,0,0,0,
1926833,25571795,DIGITAL,0,0,1,
1862821,15089487,NBSC,0,1,1,
901319,23072437,ONLINETPU,0,0,1,
2145967,10436233,DIGITAL,0,0,1,
1466103,1428563,NBSC,0,0,1,
967237,3972677,NAV,0,0,1,
588355,17675531,,0,0,0,
1272599,19362057,NBSC,0,0,1,0.0
1843632,19100009,NBSC,0,0,1,
1156800,24337317,DIGITAL,0,0,1,1.0
1516364,3686089,,0,0,0,
1341285,25197907,NEWCON,0,1,0,
1700120,6630473,CST,0,0,1,
539997,21134233,ONLINETPU,0,0,1,
527113,7487779,ONLINETPU,0,0,0,
2290670,19989511,DIGITAL,0,0,1,
1238535,2752861,ONLINETPU,0,1,1,
2234108,18825945,NBSC,0,0,1,
322627,12952957,NBSC,0,0,1,
1388758,3961295,NBSC,0,0,1,
2075740,24512263,ONLINETPU,0,1,0,
286639,14314699,NBSC,0,0,1,0.0
720680,18053473,NBSC,0,0,1,0.0
1645323,7780781,,0,0,0,
1073939,20919057,NBSC,0,0,1,0.0
6637,9711325,NBSC,0,0,1,
1437712,16067433,NBSC,0,0,1,
808018,25152873,DIGITAL,0,0,1,0.0
870867,18184533,BEC,0,1,0,
2009632,18504585,ONLINETPU,0,0,1,
1361444,24359913,NBSC,0,0,1,0.0
1903190,18492693,NBSC,0,0,1,0.0
2208384,4299059,ONLINETPU,0,0,1,0.0
730520,2766955,CST,0,0,1,
1006968,16927843,ONLINETPU,0,1,1,
56522,22998743,ONLINETPU,0,0,1,0.0
2150795,24241117,DIGITAL,0,0,1,0.0
836253,16946273,DIGITAL,0,0,1,0.0
306384,15652971,CST,0,0,1,
806168,704285,,0,0,0,
2218329,20663447,ONLINETPU,0,0,1,
1703208,22846825,NBSC,0,1,1,
150679,24863557,ONLINETPU,0,0,1,
107329,17817873,NBSC,0,0,1,0.0
894903,17716953,ONLINETPU,0,0,1,
2078863,8053485,ONLINETPU,0,0,1,
1875760,24354651,NEWCON,0,0,1,0.0
825003,13323673,,0,0,0,
2024721,8417131,NBSC,0,0,1,
1284061,25232583,DIGITAL,0,0,1,
2291803,6972975,,0,0,0,
1969795,16927437,ONLINETPU,0,0,1,0.0
865567,25340995,NEWCON,0,0,1,
658177,5697277,ONLINETPU,0,0,1,
1904727,14315409,NAV,0,1,1,
2010447,13984185,NBSCADMIN,0,0,1,
17082,9683713,NBSC,0,1,1,
1554246,10425279,NBSC,0,0,1,
848098,23527587,NBSC,0,0,0,
1085325,24526411,ONLINETPU,0,0,1,
2116269,1350161,NBSC,0,0,1,
1637763,19125323,ONLINETPU,0,1,0,
5561,10755477,NBSC,0,0,1,
1553894,11756419,NBSC,0,0,1,
156671,8968483,DIGITAL,0,0,1,
34712,6808405,DIGITAL,0,0,1,
183718,25200683,DIGITAL,0,1,0,
627892,23189507,DIGITAL,0,0,1,
1195670,18884793,ONLINETPU,0,1,1,0.0
1906678,19699581,CST,0,0,1,
1048252,24949777,DIGITAL,0,0,1,
1612526,20102407,NBSC,0,0,1,
1594562,12006739,NBSC,0,0,1,
1257548,18118953,NBSC,0,0,1,
577298,17820901,NEWCON,0,0,1,
1005674,18723031,ONLINETPU,0,0,1,
1890194,25516261,CIC_SAL,0,0,1,
2233807,20893697,NBSC,0,1,1,
853889,8587911,,0,0,0,
1485125,22824459,NBSC,0,0,1,0.0
2026511,8636315,NBSC,0,0,1,0.0
239677,24280109,NBSC,0,1,0,
1547375,16496327,,0,0,0,
882733,25091349,ONLINETPU,0,0,1,0.0
1974018,88503,CIC_SAL,0,0,1,
632974,22791525,ONLINETPU,0,0,1,
2016284,22690591,NBSCADMIN,0,0,1,
224887,25492587,DIGITAL,0,0,1,
2151916,3591843,NBSC,0,0,1,
2190670,17282645,ONLINETPU,0,0,1,
567405,1905333,NBSC,0,0,1,
718264,24767021,DIGITAL,0,0,1,
2122092,14312367,,0,0,0,
2304057,857679,DIGITAL,0,0,1,
2034306,5804853,ONLINETPU,0,0,1,
330223,25100357,ONLINETPU,0,0,1,
705728,23594157,ONLINETPU,0,0,1,
1894509,23093511,ONLINETPU,0,0,1,
2141247,11342229,NBSC,0,0,1,
1831175,1110843,DATACOM,0,0,1,
108497,9727215,NBSC,0,0,1,
255890,22432727,DIGITAL,0,0,1,
34852,3453189,NBSC,0,0,1,
218020,2617955,,0,0,0,
1635455,24541673,ONLINETPU,0,0,1,0.0
1064066,4828777,CST,0,0,1,
2343435,16466727,ONLINETPU,0,0,1,0.0
694372,22212499,ONLINETPU,0,0,1,
1703223,20979695,ONLINETPU,0,0,1,
972153,25434977,ONLINETPU,0,1,0,
1694771,8351999,,0,0,0,
2262177,2851873,,0,0,0,
1327229,237393,CIC_SAL,0,0,1,
1027572,25357873,NBSC,0,0,1,
466475,13890675,ONLINETPU,0,0,1,
691064,20930417,NBSC,0,1,1,0.0
218508,2435231,CST,0,0,1,
135948,9397865,NBSC,0,0,1,
60286,7263511,NAV,0,0,1,
317848,14789893,ONLINETPU,0,1,0,
2171105,4318831,ONLINETPU,0,0,1,
317125,12858707,CST,0,0,1,
68383,5340143,ONLINETPU,0,0,1,
866982,23382191,ONLINETPU,0,0,1,
2010372,13104719,NBSC,0,0,1,
590451,22724079,ONLINETPU,0,0,1,
1085019,24550933,CONNECTNOW,0,1,0,
200258,5382645,ONLINETPU,0,1,1,
2264653,8502875,NBSC,0,0,1,
1725688,25215477,DIGITAL,0,0,1,
2080428,6586991,NBSC,0,0,1,
2344473,7980379,ONLINETPU,0,0,1,
1455266,22463651,ONLINETPU,0,0,1,
2219481,20179127,NBSC,0,1,1,
2282205,8567373,ONLINETPU,0,0,1,
969,23717739,ONLINETPU,0,0,1,
2246763,14250611,NBSCADMIN,0,1,0,0.0
212882,18105905,NBSC,0,0,1,
1324779,25474889,NBSC,0,1,0,
2255950,21082947,NBSC,0,0,1,
1317624,1403015,,0,0,0,
23425,24977627,ONLINETPU,0,0,0,0.0
1206883,19402201,ONLINETPU,0,0,1,0.0
866339,23940081,ONLINETPU,0,0,1,0.0
1576291,6196249,CST,0,0,1,
1357927,23125253,ONLINETPU,0,0,1,
1989359,226755,NBSC,0,0,1,
945168,1133013,NBSC,0,0,1,
1657677,18516659,DIGITAL,0,0,1,
594559,21187279,NBSC,0,0,1,
1559119,25269129,ONLINETPU,0,1,0,0.0
240426,24164285,ONLINETPU,0,0,1,0.0
1471,23746569,NBSC,0,1,0,
854025,8636827,ONLINETPU,0,1,1,
680839,25525929,DIGITAL,0,0,1,
406151,24794481,DIGITAL,0,0,1,0.0
568871,24220833,NBSC,0,0,1,0.0
153073,2890731,NBSC,0,0,1,
1098135,12336995,,0,0,0,
216352,17309577,NBSC,0,1,0,
591745,22861009,NBSC,0,1,1,0.0
960081,20583385,NBSC,0,0,1,0.0
851522,10596245,,0,0,0,
1960254,20348359,DIGITAL,0,0,1,
1913665,1168055,NBSC,0,0,1,
1001400,22677307,NBSC,0,0,1,
219972,19245379,DIGITAL,0,0,1,
1326845,22183843,NEWCON,0,0,1,
1941400,1503389,NBSC,0,0,1,
1601210,5698305,DATACOM,0,0,1,0.0
563129,21784675,NBSC,0,0,1,0.0
927296,19383467,NBSC,0,0,1,
1122977,25384623,NBSC,0,0,1,0.0
841428,17360563,CST,0,0,1,
610640,988487,NBSC,0,1,1,
1787992,21095597,DIGITAL,0,0,1,
699815,24689607,ONLINETPU,0,0,1,0.0
1058297,19717365,NBSC,0,0,1,
57195,25219023,DIGITAL,0,0,1,0.0
1138423,23215365,ONLINETPU,0,0,1,0.0
1632440,25259725,DIGITAL,0,0,1,
905516,20965419,ONLINETPU,0,0,1,
943323,19158353,NBSC,0,0,1,
20662,24232687,DIGITAL,0,0,1,
814598,14609751,NBSC,0,0,1,0.0
2167961,23903355,DIGITAL,0,0,1,
2213984,17582525,NBSC,0,1,1,
1880630,261231,NBSC,0,0,1,
1413554,25569513,NEWCON,0,1,0,
1186042,18001719,NBSC,0,0,1,0.0
2138537,20367705,NBSC,0,1,0,
513765,22841935,NBSC,0,0,1,
2083343,18773079,NBSC,0,0,1,
782311,10107863,BEC,0,1,0,
1148687,1455055,,0,0,0,
1864757,15204345,NBSC,0,0,1,
2062884,1055737,,0,0,0,
412735,4473901,CIC_SRV,0,0,1,
1683181,6900703,NBSC,0,0,1,
1667038,4478415,,0,0,0,
300369,20942477,NEWCON,0,1,1,0.0
1510198,3204557,,0,0,0,
51480,1876989,,0,0,0,
1282734,20223301,ONLINETPU,0,0,1,
73237,22899533,NBSC,0,0,1,0.0
1445387,22447721,ONLINETPU,0,1,1,0.0
1946835,23451697,DIGITAL,0,0,1,
2148202,22719955,DIGITAL,0,0,1,
217583,22246129,NEWCON,0,0,1,
1937519,3283469,NAV,0,1,1,
2058322,25481357,ONLINETPU,0,1,0,
1099644,18982287,ONLINETPU,0,0,1,
2050241,25559227,DIGITAL,0,0,1,
1857798,22707571,NBSC,0,1,1,0.0
1411338,19008873,ONLINETPU,0,0,1,
1135837,15348939,CIC_SAL,0,0,1,0.0
1390815,25200525,ONLINETPU,0,0,1,0.0
1628523,21123157,ONLINETPU,0,0,1,
577178,17082187,NBSC,0,0,1,
1893878,25090719,DIGITAL,0,0,1,
1468033,25193563,DIGITAL,0,0,1,0.0
1048197,24679453,ONLINETPU,0,0,1,0.0
1431120,24883115,DIGITAL,0,0,1,
1699220,12264243,DIGITAL,0,0,1,
2185406,23722777,NBSC,0,1,0,
1747543,17597999,,0,0,0,
111872,23634935,DIGITAL,0,0,1,0.0
2083089,20524921,NBSC,0,1,0,
1046443,22762923,NBSC,0,1,1,0.0
455419,20987085,DIGITAL,0,0,1,0.0
1544900,25164401,NEWCON,0,0,1,
763220,775011,ONLINETPU,0,0,1,
2191101,21100843,NBSC,0,0,1,
1949239,25296083,DIGITAL,0,0,1,
1119160,12101023,,0,0,0,
1877992,18258475,NBSC,0,0,1,
767329,21914857,DIGITAL,0,0,1,
1061252,8030703,ONLINETPU,0,0,1,
689879,9549545,NBSC,0,0,1,
792328,23507673,NBSC,0,0,1,
2262989,365765,,0,0,0,
319642,21682163,DIGITAL,0,0,1,
629155,18903783,NBSC,0,0,1,
1682863,19587895,NBSCADMIN,0,0,1,
981109,12897867,NBSC,0,0,1,
543541,24823745,ONLINETPU,0,0,1,0.0
579669,10095537,NBSC,0,0,1,
1967475,25561905,ONLINETPU,0,0,1,
20108,24674695,NBSC,0,0,1,0.0
422442,25096607,NBSCADMIN,0,0,1,0.0
314512,24574931,ONLINETPU,0,0,0,
880869,24672489,ONLINETPU,0,0,1,
2260828,24538715,ONLINETPU,0,1,0,0.0
1294908,5913213,,0,0,0,
1681307,13112345,NBSC,0,0,1,
1564423,22253209,ONLINETPU,0,0,1,
246334,22666951,NBSC,0,0,1,
74039,24715075,ONLINETPU,0,1,0,
579763,22037147,NBSC,0,0,1,
2091645,5957181,DIGITAL,0,0,1,
1725076,23807647,ONLINETPU,0,0,1,
934748,19227505,ONLINETPU,0,0,1,
1856476,25138077,DIGITAL,0,0,1,0.0
1700724,17568243,NBSC,0,0,1,
386306,24412395,NBSC,0,0,1,
2046595,16282197,DATACOM,0,0,1,0.0
116444,19850265,CST,0,0,1,0.0
98172,2477957,NEWCON,0,1,1,
1192047,17848955,NBSCADMIN,0,0,1,
1549239,18552917,ONLINETPU,0,0,1,
1578096,25110925,ONLINETPU,0,1,0,0.0
123851,14945099,CIC_SAL,0,0,1,
2217549,22576805,DIGITAL,0,0,1,
1833611,16042799,ONLINETPU,0,0,1,
1865228,21939851,DIGITAL,0,0,1,
1088533,1759791,NBSC,0,0,1,
2021454,23119573,ONLINETPU,0,0,1,0.0
1249768,24143919,DIGITAL,0,0,1,
1430196,22729423,ONLINETPU,0,0,1,
2065991,12019933,CST,0,0,1,0.0
2194975,12915153,NBSC,0,1,1,0.0
1150863,21375511,NEWCON,0,0,1,
292907,2055273,NBSC,0,1,1,
1297232,2412529,CIC_SAL,0,0,1,
427774,1271137,,0,0,0,
1759305,21523699,ONLINETPU,0,0,1,
1934018,125661,NAV,0,0,1,
191773,22300473,ONLINETPU,0,0,1,
753655,23414867,DIGITAL,0,0,1,
795254,9285625,,0,0,0,
2241096,24796365,ONLINETPU,0,0,1,0.0
2218222,7542033,NBSC,0,0,1,
1913325,2936147,,0,0,0,
1258606,21259861,ONLINETPU,0,0,1,
574644,17856233,NBSC,0,0,1,0.0
1493164,15272075,,0,0,0,
1796900,22683675,ONLINETPU,0,0,1,0.0
434152,17448139,NBSC,0,1,0,
1541216,24694251,DIGITAL,0,0,1,0.0
637634,7361373,,0,0,0,
1310406,1638273,CST,0,0,1,
1644906,12804091,NBSC,0,0,1,
1288561,24918637,DIGITAL,0,0,1,0.0
1960520,16711523,,0,0,0,
919231,22977047,NBSC,0,1,1,
593525,17589493,NEWCON,0,0,1,0.0
1000853,3627477,,0,0,0,
1479972,15219581,ONLINETPU,0,0,1,0.0
1326733,19933969,NEWCON,0,1,1,
465136,19821981,NBSC,0,0,1,
164419,22030123,NBSC,0,1,1,0.0
1021504,21975351,DIGITAL,0,0,1,
1567833,22634817,ONLINETPU,0,0,1,
2000299,25001525,NBSC,0,0,1,
831039,7280609,,0,0,0,
1372446,2892091,NAV,0,0,1,
552168,24546747,ONLINETPU,0,0,1,
63480,22010737,ONLINETPU,0,0,1,
397724,8828091,ONLINETPU,0,0,1,
1822813,9098433,DIGITAL,0,0,1,
1372855,15650293,NBSC,0,1,1,0.0
247367,12345475,ONLINETPU,0,1,1,
1756367,20951775,NBSC,0,0,1,
1074718,21387579,ONLINETPU,0,0,1,
1566565,4497167,CIC_SAL,0,0,1,
1312369,13575961,CIC_SAL,0,0,1,0.0
987827,3079159,DIGITAL,0,0,1,
1174582,22891087,NEWCON,0,1,0,
2157360,21303265,NBSC,0,0,1,0.0
430578,11390699,ONLINETPU,0,0,1,
2075633,23104831,NBSC,0,0,1,
1532303,13117197,ONLINETPU,0,0,1,
1425537,24438975,NBSC,0,0,1,
731723,20603481,ONLINETPU,0,0,1,
216894,7300619,NBSC,0,0,1,
1576929,2454249,NBSC,0,1,1,
1229300,25365669,ONLINETPU,0,1,0,
152186,4952625,NBSC,0,0,1,
380549,17074023,NBSC,0,1,0,
1085499,24636309,NBSC,0,0,1,
1705610,1754991,,0,0,0,
1993622,18186031,NBSC,0,0,1,
2202513,23679061,NBSC,0,1,0,
289876,16365931,,0,0,0,
292034,20864847,NBSC,0,0,1,
1521598,22699287,ONLINETPU,0,0,1,
108830,14742741,NBSC,0,0,1,
1089845,12549151,NBSC,0,0,1,
1098935,5055721,,0,0,0,
501627,22504697,DIGITAL,0,0,1,
574143,11611431,NBSC,0,0,1,
2050519,9660223,,0,0,0,
1939480,8969223,NBSC,1,1,1,
1365555,16758679,NBSC,0,0,1,
1567061,21654479,ONLINETPU,0,0,1,
938552,25425249,DIGITAL,0,0,1,
1757462,20211421,NEWCON,0,0,1,
1657909,14322189,CONNECTNOW,0,1,1,
939682,23890435,DIGITAL,0,0,1,
910815,4559859,DIGITAL,0,0,1,
1646491,19778083,NBSC,0,0,1,0.0
1203647,13996237,,0,0,0,
909426,2624165,ONLINETPU,0,0,1,
551817,24699345,DIGITAL,0,0,1,
1691497,23369643,NBSC,0,0,1,0.0
297976,25434091,NBSC,0,1,0,
1740332,2771069,,0,0,0,
1856573,24148525,NBSC,0,1,0,
431799,9017609,ONLINETPU,0,1,1,
2171091,9488251,NBSC,0,0,1,0.0
1183022,5267107,CST,0,0,1,
1860739,17254215,NBSC,0,0,1,
1779215,24157859,ONLINETPU,0,0,1,0.0
2125255,10580495,CIC_SAL,0,0,1,
1655753,3443791,,0,0,0,
1173549,21040853,NBSC,0,0,1,
249502,12218749,CIC_SAL,0,0,1,
24348,14529653,DATACOM,0,0,1,
1065415,24880921,NBSC,0,0,1,0.0
185413,24558441,CONNECTNOW,0,1,0,0.0
236624,17769685,NBSC,0,0,1,
1567931,17556273,NBSC,0,0,1,
1635254,25156661,NBSC,0,1,0,
225256,21741851,ONLINETPU,0,0,1,
2105126,11628029,NBSC,0,0,1,
1542416,25416661,ONLINETPU,0,0,0,
1729398,24331293,NBSC,0,1,0,
2311249,20255323,NBSC,0,1,1,
919406,25479243,ONLINETPU,0,1,0,0.0
1293326,16496371,NBSC,0,0,1,
340749,17718349,NBSC,0,0,1,0.0
1417314,17753553,NBSC,0,1,0,
763345,20384365,NBSC,0,0,1,
2181038,4836595,CIC_SAL,0,0,1,
