,ACCT_ID_M,OFFER_CHANNEL_CODE,ACQ_BROKER_EVER,ACQ_EXTERNAL_EVER,ACQ_INTERNAL_EVER,DEPT_Sales Chat
975700,24525333,CIC_SAL,0,0,1,
1912642,22770683,ONLINETPU,0,0,1,
1141098,23208655,ONLINETPU,0,0,1,
1137242,7680661,CST,0,0,1,
333965,25039919,ONLINETPU,0,0,1,0.0
1622130,21004539,DIGITAL,0,0,1,
574807,18125943,NBSC,0,0,1,
477148,22756179,ONLINETPU,0,0,1,
158219,3311765,DIGITAL,0,0,1,
332940,24655193,DIGITAL,0,0,1,0.0
1940181,24145851,DIGITAL,0,0,1,
1588761,25246789,DIGITAL,0,0,1,
507285,9675133,,0,0,0,
522558,18147389,ONLINETPU,0,0,1,
289651,19832161,NBSC,0,0,1,
1770902,20493351,ONLINETPU,0,0,1,
293912,23027987,NBSC,0,1,0,
443751,24481147,DIGITAL,0,0,1,0.0
2109144,2957745,CIC_SAL,0,0,1,
1246808,1634675,NBSC,0,0,1,
2232096,20564319,NBSC,0,0,1,
738937,16615557,NBSC,0,0,1,
1142747,24203279,CIC_SAL,0,0,1,0.0
1166005,7035335,,0,0,0,
1966248,23278415,NBSC,0,1,1,
1759209,18096377,NBSC,0,0,1,0.0
1084692,25273175,NBSC,0,1,0,
1228126,19493927,DIGITAL,0,0,1,
1905275,18415785,NBSC,0,0,1,
594194,12718719,NBSC,0,0,1,
2115214,24194783,CIC_SAL,0,0,1,
760780,21504853,ONLINETPU,0,0,1,
364603,7284603,DATACOM,0,0,1,
992819,24020599,ONLINETPU,0,0,1,0.0
560270,18825147,ONLINETPU,0,0,1,
2174145,6049353,NBSC,0,0,1,
1223315,6799023,ONLINETPU,0,1,0,0.0
1795552,11822955,,0,0,0,
698784,25125831,DIGITAL,0,0,1,
450640,4412247,NEWCON,0,0,1,
2016591,5761721,NBSC,0,0,1,
108894,19921567,NBSC,0,0,1,
2054276,230121,NBSC,0,1,1,
349787,24937361,NBSC,0,0,1,0.0
1422394,14333841,NBSC,0,0,1,
1260521,19919857,NBSC,0,0,1,
1940284,9376533,ONLINETPU,0,0,1,
795324,11165497,NBSC,0,0,1,
749223,15466559,NBSC,0,0,1,
2089898,13552671,,0,0,0,
2139426,21157997,DIGITAL,0,0,1,
17805,4737763,ONLINETPU,0,0,1,
2019488,24865285,NBSC,0,0,1,
1108773,13492543,NBSC,0,0,1,
1459544,16660351,,0,0,0,
2184728,23055207,NBSC,0,1,1,
1593174,22116119,ONLINETPU,0,0,1,
1133504,1263249,CIC_SRV,0,1,1,
1461603,2405451,CST,0,0,1,
1435085,23186257,DIGITAL,0,0,1,
2254729,22590405,DIGITAL,0,0,1,0.0
560948,18652981,DIGITAL,0,0,1,0.0
1303810,23456457,NEWCON,0,1,0,
213720,9418957,ONLINETPU,0,1,1,
525776,21049725,NBSC,0,0,1,
1737262,6566363,ONLINETPU,0,0,1,
381018,20845711,NEWCON,0,1,1,
949745,16983101,NBSC,0,0,1,
1390022,619743,NAV,0,0,1,
458734,24457525,BEC,0,1,0,
1041872,20355461,NBSC,0,0,1,
1046849,24988717,CONNECTNOW,0,1,0,
135887,7785905,NBSC,0,0,1,
828684,23844479,ONLINETPU,0,0,1,
1218331,16837469,,0,0,0,
32420,21447823,NBSC,0,0,1,
760946,15281357,NAV,0,0,1,
399752,15183177,,0,0,0,
1364694,3802795,DIGITAL,0,0,1,
2246961,14026311,DIGITAL,0,0,1,
371913,9411885,DIGITAL,0,0,1,
1294597,4688913,CIC_SAL,0,0,1,0.0
1965200,24254203,ONLINETPU,0,0,1,0.0
1372215,16608595,NBSC,0,0,1,0.0
1275622,2044263,NBSC,0,0,1,
1743006,23563807,NBSC,0,1,0,
506323,20060279,NBSC,0,0,1,
179096,2939101,ONLINETPU,0,0,1,
2127140,1624825,ONLINETPU,0,0,1,
822847,2811663,NBSC,0,0,1,
147497,24051683,NEWCON,0,0,1,0.0
710060,2338895,,0,0,0,
1198101,15899203,CIC_SAL,0,0,1,
1876901,10643563,CST,0,0,1,
2319531,4137467,CST,0,0,1,0.0
503696,11021087,NAV,0,1,0,
1607524,3862989,,0,0,0,
960210,12515055,DIGITAL,0,1,1,
958135,23107363,ONLINETPU,0,0,1,
1843808,17634611,NBSC,0,0,1,
451421,14025761,NBSC,0,0,1,0.0
1964159,24515335,NEWCON,0,1,0,
1560817,22784007,NBSC,0,1,1,
218744,8460513,NAV,0,0,1,
425198,25192869,ONLINETPU,0,1,0,
1210159,18920239,NBSC,0,0,1,
982739,19188527,NBSC,0,0,1,
1913858,22084087,NBSC,0,0,1,
1821875,18346101,ONLINETPU,0,0,1,
2236897,14710605,NBSC,0,0,1,
52528,18895607,NBSC,0,0,1,0.0
1231,24095255,NBSC,0,0,1,
190139,13193023,DATACOM,0,0,1,
1424094,21920063,NBSC,0,0,1,
1424780,4430253,NBSC,0,0,1,
663941,23509991,NBSC,0,0,1,
874188,18148185,NBSC,0,0,1,
1444340,15354521,DIGITAL,0,0,1,
2318869,13966769,NBSC,0,0,1,
1229654,24669655,DIGITAL,0,0,1,
1904624,16704001,NBSC,0,0,1,
1558130,16794391,ONLINETPU,0,0,1,
1001359,12194667,DIGITAL,0,0,1,
1058760,12240703,NBSCADMIN,0,0,1,
1899027,20816163,NBSC,0,1,1,
1778374,4826463,,0,0,0,
440481,24347361,NBSC,0,1,0,0.0
2032658,913415,NBSC,0,0,1,
654033,22578233,DIGITAL,0,0,1,
654121,10194675,NBSC,0,0,1,
1148797,10096513,DIGITAL,0,0,1,
2318543,2352637,NBSC,0,0,1,
1719448,15651299,,0,0,0,
1700303,22308459,NBSC,0,0,1,0.0
846890,22445257,,0,0,0,
284688,24603809,ONLINETPU,0,0,1,0.0
783848,3896355,DIGITAL,0,0,1,
872790,4730845,NAV,0,0,1,
821905,17595565,DIGITAL,0,0,1,
1753782,996083,,0,0,0,
1495012,2515489,NBSC,0,0,1,
1214223,24455197,ONLINETPU,0,0,1,0.0
833399,14362843,NBSC,0,0,1,
573537,23487471,NBSC,0,0,1,
1425918,5594943,DIGITAL,0,0,1,0.0
104826,16111917,,0,0,0,
345268,19661311,ONLINETPU,0,0,1,
2189348,21830143,ONLINETPU,0,0,1,
1113754,9825709,,0,0,0,0.0
432131,16202185,NBSC,0,0,1,
734383,23260863,DIGITAL,0,0,1,
1644112,14043707,DATACOM,0,1,1,
604588,9456089,NBSC,0,0,1,
1413946,25374719,ONLINETPU,0,0,0,
1971348,21794551,NBSC,0,0,1,
380461,13765119,NBSC,0,0,1,
1630087,3292141,NBSC,0,0,1,
1673282,22971415,NBSC,0,0,1,
1058661,7685907,,0,0,0,
707711,18813205,NEWCON,0,0,1,
2121801,15709461,ONLINETPU,0,0,1,
718505,23514315,NBSC,0,1,1,
1517399,22202889,ONLINETPU,0,0,1,
411092,2071523,,0,0,0,
44691,18963911,NBSC,0,0,1,
917228,25498789,BEC,0,1,0,
56543,25354883,ONLINETPU,0,0,1,0.0
1833737,20647143,NBSC,0,1,1,
321626,11751013,NBSC,0,0,1,0.0
51937,21485121,ONLINETPU,0,0,1,
1755906,12947519,,0,0,0,
1539219,6956643,CST,0,0,1,
504879,18373381,NEWCON,0,1,0,
1790995,12828229,CST,0,0,1,
639472,20527489,NBSC,0,0,1,
1879815,20224987,NBSC,0,0,1,
1530945,17548231,NBSC,0,0,1,
150793,25236751,CONNECTNOW,0,1,1,
1898296,21317155,ONLINETPU,0,0,1,
1596512,23417909,DIGITAL,0,0,1,
1599355,24382027,NBSC,0,0,1,
1244264,3115179,ONLINETPU,0,0,1,
1707525,24141813,BEC,0,1,0,
1456882,12169065,,0,0,1,
1589487,6695799,,0,0,0,
1889634,24913931,DIGITAL,0,0,1,0.0
13600,4700203,NBSCADMIN,0,1,1,
425603,23229353,NEWCON,0,1,0,
1893626,24675475,DIGITAL,0,0,1,
1750431,17193289,NBSC,0,0,1,
1567530,10978711,ONLINETPU,0,0,1,
1615561,24685719,NBSC,0,1,0,0.0
1293509,10166163,CST,0,0,1,
1552307,12256981,UNK,0,0,1,
1645130,12441901,NBSC,0,0,1,
1962581,16908617,NBSC,0,0,1,
931124,21529539,NEWCON,0,1,1,
2118795,10697747,,0,0,0,
1556768,15600703,,0,0,0,
200211,4889429,ONLINETPU,0,1,0,
986174,18036273,ONLINETPU,0,0,1,
1019313,6958783,NAV,0,0,1,
714293,21529177,DIGITAL,0,0,1,
493579,18676109,NBSC,0,0,1,0.0
2240730,24225187,DIGITAL,0,0,1,
1622504,2494353,NBSC,0,0,1,
496032,25439551,CIC_SAL,0,0,1,
998956,20771851,CIC_SAL,0,0,1,0.0
1753078,13180103,NAV,0,0,1,
168152,23690483,ONLINETPU,0,0,1,
643270,24875303,ONLINETPU,0,0,1,
1552563,20887735,NBSC,0,0,1,
631583,21526855,ONLINETPU,0,0,1,
26086,8328401,,0,0,0,
1673537,25487945,DIGITAL,0,1,0,
1274046,20596063,ONLINETPU,0,0,1,0.0
1678595,513731,,0,0,0,0.0
1459948,1338447,NAV,0,0,1,
1602219,12588517,NAV,0,1,1,
241595,23011789,NBSC,0,0,1,
1897331,9635725,NBSC,0,0,1,
1583845,15797943,NAV,0,0,1,
434828,6554187,CIC_SAL,0,0,1,
1890486,25309297,BEC,0,1,0,
2279328,22665393,NBSC,0,0,1,
829711,10538481,ONLINETPU,0,0,1,0.0
903130,9391823,NBSC,0,0,1,
628527,19384881,DIGITAL,0,0,1,0.0
831450,19993403,ONLINETPU,0,0,1,
1938483,19307801,NBSC,0,0,1,
1654131,25250095,CIC_SAL,0,0,1,0.0
2181803,21715327,NEWCON,0,1,0,
1639335,3362425,DATACOM,0,0,1,
1542991,22929141,DIGITAL,0,0,1,
312258,25479623,DIGITAL,0,0,1,
258673,23041835,ONLINETPU,0,0,1,
1180817,21501095,NBSC,0,0,1,
1505733,24147429,DIGITAL,0,0,1,
839617,7980381,CIC_SAL,0,0,1,
1131045,10043117,NBSC,0,0,1,
2070643,14564633,DIGITAL,0,0,1,
398581,8373333,ONLINETPU,0,0,1,
1001950,8207457,NAV,0,0,1,
21660,23066213,NBSC,0,1,1,
2010979,23006187,NEWCON,0,1,0,
1483436,6938899,ONLINETPU,0,0,1,
195934,14739195,NAV,0,1,1,
1799618,23209217,NBSC,0,0,1,
603323,16751027,CST,0,0,1,0.0
2206835,24498127,ONLINETPU,0,0,1,
280304,18543,CIC_SRV,0,0,1,
1396953,22580145,CONNECTNOW,0,1,1,0.0
1601780,13913955,CIC_SAL,0,0,1,0.0
1860057,11493187,NBSC,0,0,1,
1204064,14446587,CIC_SAL,0,0,1,0.0
197398,13812555,NEWCON,0,1,1,0.0
1994606,21319235,ONLINETPU,0,0,1,
796245,13159995,NBSC,0,0,1,
2119781,17201785,NBSC,0,0,1,
2337114,10982297,ONLINETPU,0,0,1,
1597316,24975985,NBSC,0,0,1,0.0
1774332,21791271,NBSC,0,0,1,0.0
1506207,24793343,ONLINETPU,0,0,1,0.0
1862143,13095965,ONLINETPU,0,0,1,
1110965,15350871,,0,0,0,
317180,19764383,NBSC,0,0,1,
937060,25106785,ONLINETPU,0,0,1,
1641699,5694097,NBSC,0,0,1,
2132713,25498003,DIGITAL,0,0,1,0.0
1166807,19328989,NBSC,0,0,1,
524825,17463947,NBSC,0,0,1,0.0
1778087,6662333,ONLINE,0,0,1,
1816445,24366717,NBSC,0,0,1,0.0
484415,13647475,ONLINETPU,0,0,1,0.0
1735139,16810653,DIGITAL,0,0,1,
2061181,14052029,ONLINETPU,0,0,1,0.0
1722180,15574147,,0,0,0,
1549706,22453671,DIGITAL,0,0,1,
492416,5365787,,0,0,0,
39708,25282583,ONLINETPU,0,1,0,
871944,18088209,CIC_SAL,0,0,1,
63524,18566061,ONLINETPU,0,0,1,
1674899,19759873,NBSC,0,0,1,
39048,25265903,DIGITAL,0,0,1,
2015243,10096847,NAV,0,0,1,
2103029,3285431,NEWCON,0,0,1,
644049,25185867,DIGITAL,0,0,1,
2232227,19348475,NBSC,0,0,1,
1211,24739647,NBSC,0,0,1,0.0
2107927,12300805,CST,0,0,1,0.0
58984,25110941,NBSC,0,1,0,
2098918,21957571,ONLINETPU,0,0,1,
1579506,23736299,NBSC,0,0,1,
1947175,24109551,,0,0,0,
363842,18502587,NBSC,0,0,1,
743017,12411457,DIGITAL,0,0,1,
224848,23813313,NBSC,0,0,1,
539855,6340683,NBSC,0,0,1,
1238455,16079533,NBSC,0,0,1,
222420,23053023,NBSC,0,0,1,0.0
566461,16234507,NAV,0,1,1,0.0
64650,3570387,NBSC,0,0,1,
1548589,17861765,NBSC,0,0,1,
2038302,24990099,DIGITAL,0,0,1,0.0
1870015,21854321,DIGITAL,0,0,1,
512855,13744391,CST,0,0,1,
2322710,4555209,ONLINETPU,0,0,1,
2171404,19899847,ONLINETPU,0,0,1,
1365999,22380147,NBSC,0,0,1,
455813,12633063,CST,0,0,1,0.0
20597,24546809,NBSC,0,0,1,
1287334,23997563,NBSC,0,0,0,
1383133,10189337,,0,0,0,
1367310,21711895,NBSC,0,0,1,
560242,313077,CST,0,0,1,
317651,21043883,ONLINETPU,0,0,1,0.0
78538,12494381,,0,0,0,
1966341,24264203,DIGITAL,0,0,1,
776320,3382007,NBSC,0,0,1,
864513,23250489,NBSC,0,0,1,
158,24163577,NEWCON,0,1,1,0.0
673940,17562047,CIC_SAL,0,0,1,
557669,20984309,NBSC,0,0,1,
6426,3934373,CIC_SAL,0,0,1,0.0
334498,23760317,NBSC,0,1,0,
1767271,12480185,ONLINETPU,0,0,1,
2326220,1554497,NBSC,0,0,1,
1720578,2296345,CIC_SAL,0,0,1,
1429231,10942701,CIC_SAL,0,0,1,
808855,25473815,ONLINETPU,0,1,0,0.0
100521,5416115,CST,0,0,1,0.0
2018897,25313507,DIGITAL,0,0,1,
764414,9280027,NBSC,0,0,1,
150486,23389231,ONLINETPU,0,0,1,
1109799,16153801,,0,0,0,
2252662,12612551,DATACOM,0,0,1,
1226871,12983373,,0,0,0,
1435787,2531435,BEC,0,1,0,
1698982,15779235,ONLINETPU,0,0,1,
2018900,22745623,NBSC,0,0,1,0.0
1739635,13453357,,0,0,0,
1905824,15967315,DIGITAL,0,0,1,
1829738,735267,NBSC,0,1,1,
286371,22250901,CIC_SAL,0,0,1,
1289938,1228219,DIGITAL,0,0,1,
1395420,15000973,NBSC,0,0,1,
1978600,21121801,NBSC,0,0,1,0.0
1478860,8963659,CST,0,0,1,0.0
1315594,626057,NBSC,0,1,0,0.0
208311,7700803,NBSC,0,1,1,
1262021,18831957,NBSC,0,1,0,
146327,8635,ONLINETPU,0,1,1,
2113955,24014719,ONLINETPU,0,0,1,
1120479,25298521,DIGITAL,0,0,1,
1120051,25164161,DIGITAL,0,0,1,
1884242,14723023,NEWCON,0,0,1,
219716,20083815,NBSC,0,0,1,
414380,15598123,CIC_SAL,0,0,1,0.0
2217171,4853377,DIGITAL,0,0,1,
604419,16286995,,0,0,0,
821030,4002615,NBSC,0,1,0,
734913,25438241,DIGITAL,0,1,0,0.0
572349,23321003,NBSC,0,1,1,
1228979,25028867,ONLINETPU,0,0,1,
2305306,21475725,NBSC,0,0,1,
1421668,12603653,,0,0,0,
1831307,22535995,DIGITAL,0,0,1,0.0
525951,21361771,ONLINETPU,0,0,1,
2189247,4302517,,0,0,0,0.0
373245,8625667,CST,0,0,1,0.0
2053761,20940395,ONLINETPU,0,0,1,
381055,18762315,ONLINETPU,0,0,1,
1366811,15106235,DIGITAL,0,0,1,
1013311,23723513,DIGITAL,0,0,1,
1874096,24602319,NEWCON,0,0,1,
1365610,18550935,ONLINETPU,0,1,0,
2296654,24632011,NBSC,0,0,1,
1300615,21149971,ONLINETPU,0,0,1,
1180468,8727621,,0,0,0,
312420,25505597,ONLINETPU,0,1,0,
1218014,5600451,ONLINETPU,0,0,0,
1090773,17792701,NBSC,0,0,1,
1217638,20140693,DIGITAL,0,0,1,
2168763,22904109,NBSC,0,1,1,
328472,8433675,,0,0,0,
1797454,22588047,NBSC,0,0,1,
435052,14851637,,0,0,0,
743579,14106315,ONLINETPU,0,0,1,
797506,20314415,NBSC,0,0,1,
2101575,12953937,ONLINETPU,0,0,1,
1360376,25114149,NBSC,0,0,1,0.0
1332930,10927907,NBSC,0,1,1,
640942,20656227,NBSC,0,0,1,
205929,25013829,DIGITAL,0,0,1,0.0
1703112,20349101,NBSC,0,0,1,
1588624,2320447,NBSC,0,0,1,
1707949,25091391,ONLINETPU,0,0,1,
2152778,20446977,ONLINETPU,0,0,1,
630426,8096345,ONLINETPU,0,0,0,
1032097,23030887,CIC_SAL,0,0,1,
1766221,24296005,NBSC,0,0,1,
1270237,23079867,NBSC,0,0,1,
569338,24314459,DIGITAL,0,0,1,0.0
1153156,11904889,NAV,0,1,0,
1374949,21352379,ONLINETPU,0,0,1,0.0
351286,24876919,NBSC,0,0,1,0.0
729931,21158183,ONLINETPU,0,0,1,
2108174,368603,NBSC,0,1,1,
1824410,15793901,,0,0,0,
1444010,7473997,DIGITAL,0,0,1,
2067598,11892897,NBSC,0,0,1,
2065493,12259021,NBSC,0,0,1,
2099619,6578199,ONLINETPU,0,0,1,
593241,12921327,ONLINETPU,0,1,1,
968232,16684481,NBSC,0,0,1,0.0
96988,20709265,ONLINETPU,0,0,1,
632060,16362337,,0,0,0,
1370184,22112089,ONLINETPU,0,0,1,0.0
514058,24389131,NBSC,0,1,0,0.0
1635709,25510329,ONLINETPU,0,0,1,0.0
906534,9547081,,0,0,0,
28285,10882985,NBSC,0,0,1,
1932800,17431287,NBSC,0,0,1,0.0
1250022,25355017,NBSCADMIN,0,0,1,0.0
457700,17419351,NBSC,0,1,1,
389917,22424643,NEWCON,0,0,1,
2030715,14649095,ONLINETPU,0,0,1,
389939,16739423,,0,0,0,
746813,18465599,NBSC,0,0,1,
2245394,2068207,NBSCADMIN,0,0,1,
1574857,3881749,,0,0,0,
2054995,22212257,ONLINETPU,0,0,1,
1286790,23105885,NBSC,0,1,1,
2018066,365067,CIC_SAL,0,0,1,
1186710,22326125,NBSC,0,0,1,
2133216,23819365,NBSCADMIN,0,0,1,
2279315,22754893,DIGITAL,0,0,1,
337401,18188657,DIGITAL,0,0,1,
379747,20785327,NBSC,0,0,1,
1147139,10671601,CIC_SRV,0,0,1,0.0
68083,19832899,NBSC,0,0,1,0.0
398276,12540737,NBSC,0,0,1,0.0
889796,21343211,NBSC,0,0,1,
2332504,24078507,DIGITAL,0,0,1,
2070396,12475259,NAV,0,0,1,
830285,17948535,NBSC,0,0,1,
433412,15673947,DIGITAL,0,0,1,
1591185,20261079,NBSC,0,1,0,
1521021,20930183,NBSC,0,0,1,0.0
1994873,3004479,ONLINETPU,0,0,1,
1300494,15345137,NBSC,0,0,1,
1128728,20131315,NEWCON,0,1,1,
990169,5968575,NBSCADMIN,0,0,1,
1766899,22582839,DIGITAL,0,0,1,
599134,21604825,ONLINETPU,0,0,1,
1055803,3910563,NBSC,0,1,1,
49908,21488105,NBSCADMIN,0,0,1,
544016,20566659,ONLINETPU,0,0,1,0.0
1095764,22301849,ONLINETPU,0,0,1,0.0
1157418,23056755,NBSC,0,0,1,
2169032,24586857,NBSC,0,1,0,
1358466,25295073,NBSC,0,1,0,
932820,15809131,NBSC,0,0,1,
2198435,19984913,NBSC,0,1,1,
1558997,21960997,NEWCON,0,1,0,
1328736,8798673,,0,0,0,
1579041,23584751,DIGITAL,0,0,1,
1708937,23026135,NBSCADMIN,0,0,1,0.0
538015,15056881,NBSC,0,0,1,
1301979,19531339,NBSC,0,0,1,
1263629,8376953,CIC_SAL,0,0,1,
120639,9809635,CST,0,0,1,
1522203,25036129,NBSC,0,0,1,
1278949,238633,NBSC,0,0,1,
1749441,4885593,NBSC,0,0,1,0.0
1311982,6843727,NAV,0,0,1,
2186556,22928867,ONLINETPU,0,0,1,
1680957,19357425,DIGITAL,0,0,1,
2273480,21666233,DIGITAL,0,0,1,
1930397,25184987,NBSC,0,1,0,0.0
1126873,21656035,NBSCADMIN,0,0,1,
1579073,23955067,NBSC,0,1,0,
1436404,9307619,,0,0,0,
1229126,23731381,NBSC,0,0,1,0.0
1107449,13614815,NBSC,0,0,1,
490438,9755381,NBSC,0,1,1,
1302729,25031367,DIGITAL,0,0,1,0.0
2330370,20995531,DIGITAL,0,0,1,
2179446,4315557,DIGITAL,0,0,1,
392497,19370997,DIGITAL,0,0,1,0.0
1561953,24936163,ONLINETPU,0,1,0,
302557,20892485,NBSCADMIN,0,0,1,
89586,21226713,DIGITAL,0,0,1,
2344857,19688973,DIGITAL,0,0,1,
1638796,20304185,NBSC,0,0,1,
1433935,23796001,ONLINETPU,0,0,1,
490819,7317985,CIC_SAL,0,0,1,0.0
275217,24142957,NBSC,0,1,0,
489787,22460067,ONLINETPU,0,0,1,
2069078,19392257,DIGITAL,0,0,1,
728231,5372507,NAV,0,1,0,
337560,20290933,ONLINETPU,0,0,1,0.0
555792,17227487,ONLINETPU,0,0,1,
2343597,18028529,ONLINETPU,0,0,1,
527286,11084943,NBSC,0,0,1,
2232438,8993103,NAV,0,1,0,
650553,3326215,,0,0,0,
2093412,24871919,ONLINETPU,0,1,0,
894051,11455469,CIC_SAL,0,0,1,
39677,24816749,DIGITAL,0,0,1,0.0
1006134,9658361,CIC_SAL,0,1,1,
605853,23697651,NBSC,0,0,1,
2090055,21133895,ONLINETPU,0,0,1,
2090133,19793339,NBSC,0,0,1,
511908,6919073,NBSC,0,0,1,
2093855,22520167,NBSC,0,1,1,
347521,456641,ONLINETPU,0,0,1,
762151,20784823,NBSC,0,0,1,
1963884,24719959,NEWCON,0,1,0,
869988,22350991,NBSC,0,1,1,
699420,24122837,NBSC,0,0,1,
1254124,3053161,NBSC,0,0,1,
967315,1196387,CIC_SAL,0,0,1,
366174,17998897,NBSC,0,0,1,
610734,19727925,NBSC,0,1,0,
2018439,24265061,DIGITAL,0,0,1,
1344930,6469051,,0,0,0,
707371,21199479,NEWCON,0,0,1,
1158186,10743661,NBSC,0,0,1,
856339,21451119,NBSC,0,0,1,
325794,6873665,NEWCON,0,1,1,0.0
1832628,4183815,NBSC,0,0,1,
1845310,19536599,ONLINETPU,0,1,0,
1971543,21625611,NBSC,0,0,1,
141879,22342979,DIGITAL,0,0,1,
102889,19684161,ONLINETPU,0,0,1,
1386136,21755879,NBSC,0,0,1,
1266703,23560069,NBSC,0,0,1,
770255,23921307,NEWCON,0,1,1,
1171983,2614877,,0,0,0,
1624578,12000295,NBSC,0,0,1,
2140154,1806793,,0,0,0,
1868704,16938357,ONLINETPU,0,0,1,
2190276,4041327,CST,0,0,1,
696080,20330973,BEC,0,1,0,
902207,24262813,NEWCON,0,0,1,
1668144,7265743,,0,0,0,
825919,24136755,DIGITAL,0,0,1,
969392,5767071,NAV,0,0,1,
817498,13754783,NBSCADMIN,0,0,1,
866829,24278139,CST,0,0,1,0.0
872622,18735459,ONLINETPU,0,0,1,0.0
1013976,5747887,NBSC,0,0,1,
593203,4247937,NBSC,0,0,1,
1157774,2455283,,0,0,0,
1147613,173585,BEC,0,1,0,
125718,11787809,NAV,0,0,1,0.0
2193991,14944749,NBSC,0,0,1,
1945790,25479391,ONLINETPU,0,0,1,0.0
1855428,25007941,ONLINETPU,0,0,1,0.0
872242,21862805,NBSCADMIN,0,1,1,0.0
1606073,18706243,ONLINETPU,0,0,1,
723450,6461163,,0,0,0,
2148247,23779973,ONLINETPU,0,0,1,0.0
4950,24076609,NBSC,0,0,1,0.0
1940094,11962767,ONLINETPU,0,0,1,
1770432,11160155,ONLINETPU,0,0,1,
636028,20096761,ONLINETPU,0,0,1,0.0
1137202,13427811,UNK,0,0,1,
1725275,22970715,NBSC,0,1,1,
1049720,23679529,NBSC,0,1,0,
216665,8156899,,0,0,0,
1846467,21212183,NBSC,0,0,1,
1295737,22022995,ONLINETPU,0,0,1,
1378631,23627861,ONLINETPU,0,0,1,
1922766,16679683,NBSC,0,1,1,
1581462,23710907,NBSC,0,1,0,
537979,6959731,NEWCON,0,0,1,
674101,3440799,CIC_SAL,0,0,1,
2144529,15850641,NEWCON,0,1,1,
516916,24045039,ONLINETPU,0,0,1,
2327832,2923773,,0,0,0,
1590373,21032953,NBSC,0,0,1,
1442543,14786123,NBSC,0,0,1,
2082688,12709717,,0,0,0,
351753,25111413,DIGITAL,0,0,1,
1807837,15974003,NBSC,0,0,1,
475327,359273,DIGITAL,0,0,1,
1619159,23838373,NBSC,0,0,1,
916660,20793057,ONLINETPU,0,0,1,0.0
2248292,11818021,NBSC,0,1,1,
1727632,24239213,ONLINETPU,0,0,1,0.0
1494234,3594591,,0,0,0,
956496,25184477,ONLINETPU,0,0,1,
1367672,24267699,DIGITAL,0,0,1,0.0
1838936,25372521,NBSC,0,0,1,0.0
981458,19946737,NBSC,0,1,0,0.0
1451924,25116381,DIGITAL,0,0,1,0.0
1228248,9065213,ONLINETPU,0,0,1,
765222,21945309,NBSC,0,0,1,
935215,16282091,NBSCADMIN,0,0,1,
1598278,22825353,ONLINETPU,0,0,1,0.0
694872,15383777,NBSC,0,0,1,0.0
269397,6616173,CIC_SAL,0,0,1,
16401,19987955,DIGITAL,0,0,1,
1603778,10316759,,0,0,0,
1126335,906007,NBSC,0,0,1,
1850727,20343235,NBSC,0,0,1,
883123,25319845,ONLINETPU,0,0,0,
872941,18061647,NBSC,0,0,1,
2040707,25028211,NEWCON,0,0,1,0.0
1947752,25439411,DIGITAL,0,0,0,
1094085,12569555,,0,0,0,
1691314,24724719,DIGITAL,0,0,1,
1625735,16429399,NBSC,0,0,1,
1691960,24840025,DIGITAL,0,0,1,
1315978,12073271,ONLINETPU,0,0,1,
1554747,6371167,CST,0,0,1,
1321195,23392503,ONLINETPU,0,0,1,0.0
961421,7221305,NAV,0,0,1,
1718920,19985485,NEWCON,0,1,1,
699264,24987025,CIC_SAL,0,0,1,0.0
1563165,25019003,ONLINETPU,0,1,0,
1229989,22692595,DIGITAL,0,0,1,
209699,3196059,CIC_SAL,0,0,1,
1489774,24377441,ONLINETPU,0,0,1,0.0
204165,23042319,NBSC,0,1,1,
840624,9427577,,0,0,0,
1977893,25215973,DIGITAL,0,0,1,
10368,20203705,NBSC,0,1,0,
1783900,24262751,ONLINETPU,0,0,1,0.0
485261,25572235,DIGITAL,0,0,0,
1368746,2168383,NBSC,0,0,1,
1834481,24310381,CIC_SAL,0,0,1,0.0
1302750,23309121,NBSC,0,1,1,
2215625,17043915,DIGITAL,0,0,1,
1340820,23995741,NBSC,0,0,1,
641085,14349829,NBSC,0,0,1,
1594933,6526013,,0,0,0,
2318185,18084687,NBSC,0,1,1,
1095695,22383535,ONLINETPU,0,0,1,
1840588,846245,CST,0,0,1,
927002,16102863,NEWCON,0,0,1,
1886732,18365951,NBSC,0,0,1,
241263,24869371,ONLINETPU,0,1,0,0.0
254980,9304271,,0,0,0,
1425056,14744891,ONLINETPU,0,1,1,
257479,25088685,NBSC,0,0,1,
1868,24843011,NEWCON,0,1,1,
2159526,22101845,ONLINETPU,0,0,1,0.0
1767686,19553285,NBSC,0,0,1,0.0
1721314,5635575,NAV,0,1,1,
327318,22280993,ONLINETPU,0,0,1,
2031314,18719665,NBSC,0,0,1,
1675496,16108339,ONLINETPU,0,1,0,
1463086,21779229,CIC_SAL,0,0,1,0.0
843269,22967379,NBSC,0,0,1,
378572,11570483,NBSC,0,1,0,
110255,24572847,DIGITAL,0,0,1,0.0
2140617,18976829,ONLINETPU,0,1,0,
1987913,15383645,,0,0,0,
47772,15619429,,0,0,0,
433176,20285355,NBSC,0,0,1,
293590,23186099,BEC,0,1,0,
1014386,12674941,CIC_SAL,0,0,1,0.0
608089,24525635,DIGITAL,0,0,1,0.0
96789,24213699,DIGITAL,0,1,0,
303967,5598939,CIC_SAL,0,0,1,
