,ACCT_ID_M,CVM_TOTAL_BILL_GROSS,CVM_AN_PERIOD_GM,CVM_REV_BILLED_DAYS,CVM_HOURS_WATCHED_TOTAL,CVM_SPORTS_HOURS_WATCHED_TOTAL,CVM_REV_LOYALTY_R_R_AMT
1169973,15882979,221.09486666666658,336.54953,366.0,6743.090909090909,,
1155607,1818071,568.0104166666666,278.7870899999999,351.0,2572.909090909091,,
2240252,23221129,,,,,,
1805078,25288229,,,,,,
1745453,23670447,,,,,,
2348708,10190843,511.61115,210.94177000000008,333.0,2000.5454545454545,,
568271,280863,,,,,,
47854,21959817,557.49125,312.77421,157.0,1960.3636363636363,,
1005451,17329867,336.06530000000004,172.79277999999994,339.0,728.0,-258.38645866666667,
1644693,4891325,141.01805,109.60742000000002,361.0,325.45454545454544,,
1359155,25247729,,,,,,
467201,12118903,258.4621166666667,-127.02122999999997,326.0,873.2727272727273,-946.4,
198267,15224907,432.03483333333344,2.064759999999941,366.0,18766.18181818182,,
1060704,20586211,267.8029333333332,169.71357,360.0,609.6363636363636,,
2008981,18148291,524.0288166666667,-1.9883000000000597,359.0,2127.818181818182,,
373503,5392691,405.72853333333336,29.73276000000001,364.0,18091.636363636364,,
1323684,23845199,,,,,,
238217,19327247,589.54255,-217.20722065000007,345.0,2600.0,-1243.3276053333336,
744485,4530741,208.5696333333334,201.22751,352.0,552.5454545454545,,
1975350,3931229,203.43326666666667,115.98068,350.0,387.6363636363636,,
1890725,24619527,,,,,,
1395830,23500641,,,,,,
634368,21484539,143.23373333333333,47.30458,328.0,402.90909090909093,,
356372,8416707,289.45351666666664,85.68028999999993,366.0,11114.727272727272,,
65398,21537413,125.0857333333333,69.19491,355.0,3272.5454545454545,,
1327066,5535989,309.98408333333333,107.11637000000003,343.0,848.7272727272727,,
264465,2411249,237.55399999999997,133.19093,347.0,696.5454545454545,,
841368,21428529,533.29485,236.78458999999998,321.0,1965.2727272727273,,
1624000,1334431,243.38326666666669,209.66130999999996,352.0,9272.545454545454,,
889502,19724431,53.75726666666667,101.62136,279.0,330.72727272727275,,
847320,24343801,,,,,,
1561352,24278745,,,,,,
173136,9083193,648.5245333333334,207.91444000000007,366.0,1808.3636363636363,,
2097077,21561803,400.4314999999999,320.12445000000014,358.0,14724.90909090909,,
738907,693869,121.33418333333333,100.69198,366.0,246.9090909090909,,
1420624,12617395,469.75125,72.2051,354.0,1309.090909090909,,
1899691,18978257,185.54458333333332,65.91658000000001,341.0,519.2727272727273,,
2087841,3736105,293.35473333333323,273.6190499999999,366.0,998.0,,
1457810,22088681,152.44468333333333,39.79497,217.0,426.3636363636364,,
635216,296863,79.26985,87.69275,366.0,1283.6363636363637,,
1915157,22067681,598.7314833333332,264.0615,180.0,2232.0,,
2045425,18481701,281.29203333333334,144.11141999999998,340.0,633.2727272727273,,
1638271,14490167,1522.11385,431.4904199999994,337.0,5386.363636363636,,
1648504,8436133,164.08456666666663,78.27644499999995,360.0,3005.6363636363635,,
114794,24060767,,,,,,
978410,13134733,218.36530000000002,50.83177000000004,365.0,625.0909090909091,,
1966468,24521307,,,,,,
2317917,7123531,394.1564,235.59462,344.0,1054.7272727272727,,
424356,23198887,,,,,,
596964,8693401,1080.8109666666667,-231.09291,366.0,53534.72727272727,,
1098029,11589817,257.52521666666667,141.45798999999997,355.0,998.1818181818181,,
1083412,24189729,,,,,,
910295,7914507,149.28786666666664,0.9593799999999783,346.0,354.90909090909093,-357.6,
314235,24962701,,,,,,
1757139,7076549,128.3506666666667,52.47913999999998,352.0,1956.3636363636363,,
1567416,9714835,112.30266666666667,153.96761,348.0,2510.7272727272725,,
1597533,23176813,,,,,,
1031864,24386631,,,,,,
507975,21834149,406.74993333333333,123.44014999999992,224.0,17917.272727272728,,
475241,24603313,,,,,,
1598509,24697389,,,,,,
919609,23477575,,,,,,
1689566,25174141,,,,,,
830822,13129201,428.13508333333334,27.19759000000005,340.0,1104.7272727272727,,
2208220,93207,1938.1515499999998,-31.259608600000053,366.0,5365.454545454545,,
1496332,7581027,264.74628333333334,221.9757,342.0,10465.454545454546,,
927339,22720337,276.4554,203.419234451,35.0,925.0909090909091,,
594023,14343295,59.74863333333334,75.59253000000002,351.0,31.818181818181817,,
69189,3159697,173.31730000000002,100.65382499999996,348.0,5156.363636363636,,
676702,1793253,145.7293,93.881225,365.0,3758.3636363636365,,
1911115,25009283,,,,,,
2253109,11094967,227.84673333333333,55.91804999999998,342.0,782.1818181818181,,
1251293,24856389,,,,,,
1084648,25270567,,,,,,
472899,3946411,501.2146666666667,245.74964,342.0,1645.2727272727273,,
1142296,23272717,,,,,,
1868043,1210733,179.63086666666666,101.78846999999998,362.0,590.5454545454545,,
902946,18482759,,,,,,
2286567,11648525,294.70336666666657,42.69421999999997,366.0,977.8181818181819,,
351593,24872149,,,,,,
399654,19139315,202.31646666666674,76.38801999999998,339.0,605.2727272727273,,
1124151,24318929,,,,,,
791296,25428187,,,,,,
240708,23180457,,,,,,
115248,22319797,233.16873333333328,143.20162000000005,108.0,754.9090909090909,,
1623923,16377047,184.98468333333335,81.08365,302.0,6388.181818181818,,
1833264,2947411,195.93966666666665,56.545569999999984,350.0,4672.727272727273,,
1822597,19579835,168.75546666666665,46.25715,348.0,604.7272727272727,,
583453,21533813,235.11006666666665,137.53141000000002,360.0,749.8181818181819,,
362493,21069909,399.9513833333333,408.43928,337.0,18347.636363636364,,
1557079,9550373,454.0044666666667,281.94293,344.0,20094.0,,
1592192,7399553,298.20483333333345,251.98708999999997,366.0,923.6363636363636,,
1815272,3590261,173.3203,79.58229999999998,337.0,5072.909090909091,,
284917,9499899,433.12951666666663,297.50299,359.0,1564.0,,
1701140,19732347,393.80123333333336,114.66553000000003,366.0,17444.909090909092,,
2224405,22816509,,,,,,
860263,18505207,184.20156666666665,97.23810000000002,366.0,5476.727272727273,,
1971851,16284239,347.17968333333334,198.20031,347.0,1084.3636363636363,,
1029539,25145099,,,,,,
2199868,16426161,162.00966666666667,119.06904,351.0,414.0,,
646435,24632959,,,,,,
1213968,24504097,,,,,,
1560650,23748559,,,,,,
1788812,14742337,199.92081666666664,111.41996000000003,366.0,388.90909090909093,,
381180,21311045,117.65893333333331,40.023794999999986,331.0,1741.2727272727273,,
2162716,4515627,400.6401166666667,62.57454000000007,366.0,1175.6363636363637,,
1314160,9402403,577.5411833333334,162.14157,353.0,2403.4545454545455,,
870936,16255457,89.79883333333333,90.93415000000002,365.0,173.45454545454547,,
1191422,21254639,585.5104666666667,190.33059584999992,364.0,2176.7272727272725,-692.2666666666667,
1160512,23453771,,,,,,
2172722,13713771,257.56488333333334,167.68763999999993,352.0,1187.090909090909,,
45563,20226423,309.9565333333333,43.86652999999998,366.0,1268.909090909091,,
1901551,11792635,157.85083333333327,122.26022500000002,358.0,4291.636363636364,,
2177384,21494287,71.10386666666666,78.79858,302.0,972.1818181818181,,
765801,15299007,652.3789333333333,-292.6420799999999,365.0,2458.7272727272725,,
1060490,14102773,382.6540333333333,151.44741000000002,366.0,1216.0,,
625247,2283191,,,,,,
2145133,21161197,192.78851666666665,49.69853999999998,366.0,388.3636363636364,,
718855,24389843,,,,,,
257579,24200163,,,,,,
1485453,24647799,,,,,,
1017978,4163149,254.32920000000001,94.84354,349.0,9608.363636363636,,
2060771,17710627,268.21391666666676,46.58298999999998,366.0,10122.90909090909,,
657338,21462339,492.26946666666663,47.54207999999997,342.0,2289.2727272727275,,
2118130,19603145,182.71399999999997,83.13733000000002,366.0,478.1818181818182,,
1881120,20933303,232.44928333333334,124.0862,332.0,7498.727272727273,,
1947002,24219453,,,,,,
97713,15220331,289.82913333333323,21.176459999999988,365.0,12311.636363636364,,
1318011,5872547,185.07605,118.606725,336.0,5651.454545454545,,
257431,24379493,,,,,,
661345,24667771,,,,,,
1552806,8944383,432.19554999999997,-36.35479999999994,365.0,1296.3636363636363,,
1468861,24897615,,,,,,
1667562,14580787,128.9111,113.68804,366.0,290.0,,
713053,14206141,269.54145,250.38457000000002,362.0,534.1818181818181,,
207327,18930685,205.46355000000008,62.059539999999984,366.0,6970.181818181818,,
1994158,22163921,113.50880000000001,113.05648,183.0,175.8181818181818,,
761497,17866419,298.64045,122.80265,366.0,1107.4545454545455,,
96194,24049521,,,,,,
958285,24649133,,,,,,
2168851,25413507,,,,,,
1293426,18904709,50.824999999999996,66.93058,336.0,3.090909090909091,,
1399907,13204733,270.66063333333335,93.10701999999998,337.0,846.3636363636364,,
1393790,23541599,,,,,,
1070,23363675,,,,,,
1211639,23601809,,,,,,
552209,24378437,,,,,,
280226,10994001,304.95363333333336,197.46275,353.0,948.9090909090909,,
1186502,1643119,129.79538333333332,98.762125,339.0,3235.2727272727275,,
1262752,11867125,206.88831666666667,88.821675,341.0,6484.727272727273,,
1810865,11569533,177.01925000000003,177.67739,332.0,469.8181818181818,,
943632,21935183,82.49006666666666,-97.81451000000001,259.0,73.81818181818181,,
1781501,24132493,,,,,,
1812679,19387793,274.2955,116.97202999999996,354.0,532.0,,
585608,15177775,299.53545,123.28531000000002,354.0,693.4545454545455,,
320577,13351411,234.18226666666672,200.99383,366.0,668.0,,
1848589,11063619,137.20335,97.35600000000001,338.0,3535.2727272727275,,
1170113,5004913,343.72076666666663,287.93273,366.0,14270.363636363636,,
179298,6360647,170.00338333333335,159.581025,366.0,4886.909090909091,,
357469,10123929,213.64061666666666,187.64446000000007,357.0,675.2727272727273,,
1306144,22820467,,,,,,
1280474,20231747,140.7776833333333,89.12880999999999,365.0,336.3636363636364,,
1188087,3154815,217.3651166666667,104.5496,347.0,7007.272727272727,,
1627649,16679551,332.3280833333333,138.42797000000002,348.0,797.8181818181819,,
339369,21281053,114.551,96.86700000000002,302.0,3174.181818181818,,
811201,23687589,,,,,,
782871,2571363,310.31418333333335,267.53718,352.0,1081.2727272727273,,
1518048,22005377,674.4767500000002,24.480099999999997,231.0,32250.909090909092,,
823155,19599527,628.5514666666667,-420.07862999999986,366.0,2312.909090909091,-1850.6666666666667,
1590837,449541,124.25945000000003,131.40463999999997,360.0,163.8181818181818,,
573583,25414737,,,,,,
2035233,20680747,261.02318333333335,-224.70091,314.0,1014.3636363636364,-1155.4666666666667,
1078998,20130999,1304.2752333333333,-59.694890000000115,366.0,65715.27272727272,,
399471,13410893,173.93681666666666,103.14007500000002,365.0,4317.636363636364,,
366029,21850383,582.7951166666667,184.91613310000008,182.0,1943.4545454545455,,
1398051,23967451,,,,,,
1330800,6696327,584.0305666666668,-15.09299450000002,357.0,1499.2727272727273,,
15779,7412781,191.3188,51.17086000000001,350.0,558.0,,
2222543,22497807,,,,,,
378970,1344289,399.2739166666667,278.73791,355.0,17798.0,,
1500559,14673231,288.9847999999999,224.30407000000008,362.0,1040.3636363636363,,
1747381,24408013,,,,,,
2197616,22224793,170.07273333333333,33.62683999999997,172.0,497.6363636363636,,
1960504,15470589,158.01156666666665,64.51702999999999,343.0,2896.7272727272725,,
1069175,23233999,,,,,,
1590514,2646885,226.5557333333334,67.62624000000002,356.0,842.0,,
1948974,25207337,,,,,,
1307947,12518125,527.3423833333333,285.5525999999999,337.0,1780.3636363636363,,
784503,5970365,39.848616666666665,84.41862499999998,366.0,108.54545454545455,,
586375,18636891,170.65085,79.75759000000002,366.0,493.8181818181818,,
2213201,3954045,270.33728333333335,151.62247999999997,321.0,819.0909090909091,,
2134277,13117057,212.22725000000005,110.51087000000004,357.0,602.0,,
1729874,11122113,152.98673333333338,73.65945,366.0,4116.363636363636,,
1985222,24674109,,,,,,
2111022,25507967,,,,,,
32272,17078905,987.5482666666668,-79.0464299999997,337.0,3258.7272727272725,,
1340432,25314697,,,,,,
906113,2498513,263.6395333333333,136.38448,351.0,622.1818181818181,,
2109351,1296957,1024.9003166666666,299.4876,344.0,4140.0,,
1765170,24976389,,,,,,
578910,19902385,176.952,42.60790000000005,363.0,488.1818181818182,,
251432,5631701,125.99039999999997,96.01376,91.0,35.09090909090909,,
1043512,572771,199.36021666666667,152.25379999999996,366.0,6648.181818181818,,
882544,25338899,,,,,,
508489,11893533,342.05631666666665,15.321340000000026,361.0,1043.8181818181818,-45.18404367407406,
577604,7996219,254.0094333333333,133.16779000000002,366.0,548.3636363636364,,
397277,21957679,425.4331666666667,208.69600999999992,184.0,1529.090909090909,,
517965,25183661,,,,,,
1820358,24140041,,,,,,
1361296,24110637,,,,,,
1621830,7677395,296.32666666666677,53.429279999999984,365.0,1170.1818181818182,,
1314284,11129873,621.4208333333333,-71.29724000000013,366.0,2389.2727272727275,,
42511,19371599,119.01728333333335,65.2406,352.0,2681.6363636363635,,
1726401,24524775,,,,,,
2346383,3304979,321.4993,199.09101999999993,365.0,13003.272727272728,,
1840711,20496415,132.97123333333334,63.99422,338.0,295.09090909090907,,
1939271,8516807,95.81161666666667,48.76206,357.0,1139.6363636363637,,
979654,21347835,329.8433333333333,18.85465000000005,303.0,1305.4545454545455,,
1591771,12278125,223.38945,-62.43522000000003,339.0,1003.0909090909091,,
1249549,24104307,,,,,,
740895,12011359,298.4172833333334,219.87573,366.0,1018.7272727272727,,
1412390,25106767,,,,,,
436992,10204773,159.84078333333335,165.00849,366.0,5032.0,,
2230127,17479149,408.59755,40.35794,341.0,17616.545454545456,,
872423,6272113,535.9779666666667,68.46426999999993,337.0,2106.7272727272725,,
2000389,24467747,,,,,,
676671,22729325,237.65469999999993,165.20713999999995,93.0,753.2727272727273,,
2175103,7431969,253.34323333333336,83.07366,331.0,780.1818181818181,,
206576,23367489,,,,,,
812623,10279191,892.8342000000002,887.3368500000003,353.0,2635.6363636363635,,
828826,25372657,,,,,,
450805,8350819,145.42181666666664,169.63315,343.0,3804.5454545454545,,
1738168,576257,177.31571666666665,115.88649999999996,365.0,437.27272727272725,,
395430,13541391,290.3314833333332,246.51199,362.0,985.8181818181819,,
1560854,25127715,,,,,,
1573144,19990669,134.49523333333335,82.28182999999999,333.0,290.0,-141.33333333333334,
1743079,23630445,,,,,,
2327056,13357119,767.1726166666667,-374.18222999999983,354.0,2730.5454545454545,-101.76362311111112,
748744,6942491,288.38006666666666,19.532050000000012,361.0,655.4545454545455,,
1095668,1580093,362.1233666666667,66.25281000000011,352.0,1208.0,,
195258,16947041,437.2531833333333,164.69274000000004,358.0,1622.0,,
1481865,21376909,320.5516666666667,71.56255000000004,366.0,927.2727272727273,,
1181804,19020679,485.3678833333334,206.75788,356.0,1094.1818181818182,,
911228,15548565,246.7436166666666,148.64661,366.0,1070.1818181818182,,
1980417,12951723,116.57393333333336,136.53241,361.0,3448.0,,
2140185,18732283,270.91048333333333,32.313809999999975,365.0,1072.5454545454545,,
1170216,18204067,223.12283333333335,273.44023,334.0,7273.090909090909,,
1240094,20769205,405.58898333333326,53.26062000000002,366.0,1100.5454545454545,,
1791061,18952293,172.0708333333334,92.07476,348.0,468.1818181818182,,
446870,7852503,105.04613333333333,85.76815000000002,366.0,2162.3636363636365,,
2098136,12372509,125.7517666666667,89.48170999999998,366.0,3257.090909090909,,
1105039,25448303,,,,,,
1422638,21596249,242.91240000000002,71.57668000000001,337.0,918.3636363636364,,
942336,16780419,243.9912666666667,249.79276000000007,366.0,8733.454545454546,,
1123904,24349801,,,,,,
1096125,4932195,135.63881666666666,67.74642,365.0,340.3636363636364,,
801913,20097427,149.77490000000003,62.69774999999997,354.0,3980.909090909091,,
304180,14823037,307.88193333333334,196.93813000000003,346.0,749.4545454545455,,
364636,1138029,337.3229666666667,-99.54133000000002,315.0,1209.8181818181818,-1056.5333333333333,
232489,21339907,111.7889333333333,95.4659,273.0,2440.5454545454545,,
1291138,16396913,679.61135,407.76500000000016,348.0,2908.7272727272725,,
1198574,2123101,1126.9304166666668,357.0095500000001,339.0,4611.636363636364,,
644924,24821179,,,,,,
2298321,25003927,,,,,,
544438,598757,202.3766166666666,103.25512499999998,341.0,6301.636363636364,,
322194,20661209,240.99779999999998,128.58411,334.0,715.4545454545455,,
162871,16502101,281.70418333333333,283.04797,366.0,666.9090909090909,,
2302267,21362297,165.64166666666668,101.55371,317.0,558.1818181818181,,
368822,25321409,,,,,,
793946,22143727,129.61496666666667,123.82965000000004,175.0,3207.6363636363635,,
976428,25584019,,,,,,
788296,24300779,,,,,,
936393,25143443,,,,,,
435103,11376379,369.02860000000004,96.40253999999996,366.0,1224.1818181818182,,
414690,20578363,87.08713333333337,86.484375,316.0,1430.5454545454545,,
177292,11732759,246.01503333333335,193.1261599999999,366.0,8918.90909090909,,
1680189,7551739,37.9919,68.19617500000001,365.0,186.9090909090909,,
365072,22199265,54.037800000000004,89.34016,164.0,211.63636363636363,,
467,23824753,,,,,,
1054907,3759265,135.4177,45.249735,338.0,2154.0,,
509688,20240889,123.09613333333334,89.34338000000002,366.0,205.8181818181818,,
547665,6806891,258.70655,94.48543,351.0,818.1818181818181,-489.3333333333333,
1097882,18116055,229.0411333333333,-12.817440000000017,366.0,737.4545454545455,,
743239,6836833,279.2566666666667,197.87800999999993,365.0,928.7272727272727,,
718681,23063555,,,,,,
352920,23141631,,,,,,
704067,19129717,329.4527166666667,-65.54691000000008,348.0,1055.6363636363637,,
2115369,12828479,177.3622,123.78908,340.0,497.8181818181818,,
688590,8171833,168.41396666666665,126.61925000000002,337.0,5472.727272727273,,
1554402,58793,285.3259333333333,36.413779999999996,337.0,12028.545454545454,,
1717395,21690581,210.22621666666666,91.57283000000002,241.0,659.4545454545455,,
1811865,10462877,230.70396666666667,26.725199999999965,349.0,10520.0,,
520929,20277287,271.02996666666667,166.00937000000005,366.0,783.4545454545455,,
1500614,19891783,170.46008333333333,127.96878,366.0,6249.454545454545,,
1499663,9971399,435.58715,48.348049999999965,366.0,1844.5454545454545,,
404862,25107253,,,,,,
5250,23651523,,,,,,
900162,25246881,,,,,,
1311354,12981805,475.27235,-141.76528999999996,366.0,1690.1818181818182,,
1951762,6979869,65.994,61.54049999999998,361.0,1258.909090909091,,
1581657,24442011,,,,,,
1318809,12654725,191.1333333333334,-40.38120999999994,333.0,394.72727272727275,-565.9902563809522,
2024686,258803,252.7209333333333,142.08157000000003,336.0,1132.1818181818182,,
1271762,20617311,604.0299333333334,267.1453600000001,302.0,2020.909090909091,,
1166428,1528133,97.1854,83.96495,343.0,1859.090909090909,,
284437,13804631,458.0574500000002,39.10788999999994,336.0,1884.7272727272727,,
2340735,10159861,101.0306666666667,92.95549999999999,339.0,2152.909090909091,,
980282,6686087,379.9501333333333,265.1412599999999,366.0,1228.7272727272727,,
2283106,18274347,302.20865,88.27006999999996,361.0,1243.4545454545455,,
1238846,2331307,437.4487833333333,41.510139999999964,366.0,1686.1818181818182,,
2096436,23904555,,,,,,
1716110,6423699,273.85165000000006,67.63466999999999,365.0,12834.181818181818,,
24500,18541707,219.45961666666668,86.10679999999998,366.0,612.5454545454545,,
1369358,6077427,105.57336666666664,65.80981,336.0,209.45454545454547,,
533195,23408789,,,,,,
762083,20768677,183.02646666666672,92.40070999999998,365.0,691.0909090909091,,
1831018,21226819,128.29986666666667,76.11515,329.0,328.72727272727275,,
1696979,20576897,176.8883333333334,76.75530000000002,309.0,5201.636363636364,,
1717039,21740615,501.8541333333333,-46.21937999999998,273.0,2136.0,,
2018285,23350601,,,,,,
1206785,8076033,265.03119999999996,84.57884999999997,366.0,903.8181818181819,,
1886141,22586209,66.70123333333333,77.82399484999999,94.0,1281.090909090909,,
524052,7100005,272.1642666666667,74.28530999999995,351.0,833.0909090909091,,
910648,16904097,87.2417,96.45596,348.0,99.81818181818181,,
657211,22441901,177.19278333333332,172.97126522658183,62.0,5988.466835702479,,
1709588,23116709,,,,,,
815661,18304551,104.5719666666667,103.04857,342.0,163.27272727272728,,
1396328,24006489,,,,,,
1412283,23245625,,,,,,
1975443,21335123,479.6261,-5.5389299999998585,317.0,1956.909090909091,,
1949477,25441223,,,,,,
776464,16896779,425.05153333333334,117.04639000000005,350.0,1561.2727272727273,,
2336974,8463245,290.21798333333334,50.08981000000003,344.0,1105.2727272727273,,
236895,8507557,550.2081166666667,304.06086000000005,363.0,2281.4545454545455,,
1044179,2812695,372.02161666666666,-0.8379199999999756,347.0,913.0909090909091,,
1859038,9987565,160.96574999999999,84.10372500000003,351.0,4585.454545454545,,
62605,20195171,415.7847,153.58558000000005,302.0,1087.6363636363637,,
1743681,24314429,,,,,,
857174,18849801,121.20038333333333,77.45831,366.0,1937.8181818181818,,
1943681,22487129,194.05454999999998,69.82068000000001,91.0,512.1818181818181,-219.34560000000002,
288633,13496391,128.81515,47.79830999999998,337.0,276.3636363636364,-189.06666666666666,
595356,11614141,807.3147666666667,-56.77104,347.0,2377.090909090909,,
175703,20783183,113.39861666666667,81.12430000000005,343.0,2619.090909090909,,
59632,25079251,,,,,,
248317,21246585,70.03699999999999,61.48769999999999,334.0,1375.6363636363637,,
1849324,13324395,273.6186833333333,30.164010000000008,337.0,643.4545454545455,,
1016399,7585695,165.94545,62.53227500000002,337.0,4628.363636363636,,
595057,23087503,,,,,,
2055239,23776543,,,,,,
117397,7411013,445.64989999999995,151.24355,334.0,1156.3636363636363,,
2127722,3381823,239.94776666666667,43.764759999999974,365.0,617.0909090909091,,
1239473,8315165,126.82580000000003,187.03591,366.0,108.0,,
331474,23865811,,,,,,
347886,13339227,217.30995,71.99883,358.0,8006.727272727273,,
2094261,23985789,,,,,,
424191,23487265,,,,,,
461483,22785603,,,,,,
1144114,14831167,133.20686666666663,94.33843,349.0,3689.4545454545455,,
1273539,4412109,277.14521666666667,152.85308999999998,346.0,799.2727272727273,,
84732,21702871,113.6953333333333,70.9597,246.0,269.09090909090907,,
1965954,24314917,,,,,,
9547,21080971,292.12178333333327,61.30828999999998,348.0,1111.4545454545455,,
1139772,24865507,,,,,,
862081,24055285,,,,,,
1795468,9173839,278.45621666666665,56.02021550000004,366.0,731.8181818181819,,
1403611,5707235,240.05543333333333,152.56851,349.0,866.3636363636364,,
848142,25154449,,,,,,
1390270,16928587,106.85969999999999,94.04025000000001,336.0,2389.818181818182,,
37892,22601009,,,,,,
664176,24879633,,,,,,
1635063,23377379,,,,,,
1078416,10065709,210.13699999999997,121.09033000000002,364.0,424.90909090909093,,
158620,1599997,123.41799999999995,70.67085499999995,344.0,1822.3636363636363,,
2320379,19678587,510.8903,139.91877000000005,366.0,1681.090909090909,,
1471567,22721011,,,,,,
898369,22947161,,,,,,
1987432,21749747,291.42008333333337,78.26632,245.0,1197.090909090909,,
1217495,21854069,314.0109333333333,65.71508000000001,281.0,12750.363636363636,,
2210702,17473831,317.7491333333333,43.69063000000007,349.0,814.0,,
2033371,6340141,213.45704999999998,50.11949000000002,359.0,652.9090909090909,,
73497,24052979,,,,,,
1309140,3284101,248.4446,226.44699999999992,349.0,810.5454545454545,,
2289537,10095157,473.3168000000001,159.94559000000007,345.0,1624.3636363636363,,
468677,7333919,412.6935833333334,221.73651000000015,359.0,1233.4545454545455,,
156770,12332921,335.3731833333333,14.936450000000024,343.0,13758.181818181818,,
1081168,22094641,269.06778333333335,18.98987,168.0,1137.4545454545455,,
1930405,24638917,,,,,,
1919312,11914497,103.13043333333333,84.77326999999998,366.0,227.45454545454547,,
2302787,20171007,252.53408333333326,37.15784999999999,330.0,985.6363636363636,,
50926,9383889,109.31978333333336,71.427125,366.0,2378.3636363636365,,
2184755,24771775,,,,,,
1327365,9233883,230.82044999999994,124.33045,361.0,711.8181818181819,,
111288,25345635,,,,,,
449589,4469959,303.49291666666664,179.95805999999993,362.0,943.8181818181819,,
1417642,18723953,188.53335,55.91179000000002,364.0,502.0,,
1582769,12610575,700.4725333333334,86.6918300000001,311.0,2069.4545454545455,,
771361,25562995,,,,,,
841364,20593977,105.05149999999999,70.24180000000001,364.0,2165.6363636363635,,
438563,24774257,,,,,,
1059362,19661731,200.2196,59.68365000000003,365.0,6397.272727272727,,
782294,8192679,208.07169999999996,66.07032999999998,360.0,494.0,,
1497960,6089637,399.1145166666667,57.331479999999964,345.0,1413.8181818181818,,
331374,23901135,,,,,,
291671,22175973,79.33846666666666,41.68960000000001,303.0,1928.0,,
286787,13238439,137.71673333333334,120.57947999999998,366.0,367.6363636363636,,
1274617,12876349,193.46440000000007,43.77464000000001,344.0,610.3636363636364,,
933583,22215827,273.02258333333333,3.7340000000000484,185.0,9885.272727272728,,
868565,3623727,176.34206666666668,90.76076,362.0,522.9090909090909,,
302524,8124441,220.02904999999998,192.418525,366.0,7152.727272727273,,
1063519,2130075,320.61685,85.42150999999998,357.0,1280.3636363636363,,
1733724,218995,239.30035,178.28471000000008,366.0,8764.363636363636,,
879616,9768565,289.86755,34.61498999999998,365.0,1169.090909090909,,
218999,6155737,151.77025,-1.2536200000000273,343.0,382.90909090909093,-613.8666666666667,
1327472,8438521,177.05343333333334,133.87967000000003,365.0,446.90909090909093,,
1174600,25439715,,,,,,
1504514,23847121,,,,,,
930572,8999341,184.70753333333334,103.63239,349.0,688.9090909090909,,
749736,10558761,413.4254833333334,152.7514099999999,366.0,1702.5454545454545,-159.73333333333332,
555922,20358775,159.42454999999998,64.13286000000002,335.0,385.45454545454544,,
1523429,24461049,,,,,,
79869,8783965,92.17118333333333,108.167575,359.0,1650.5454545454545,,
711797,7239365,197.49533333333332,31.277609999999985,366.0,6888.909090909091,,
1978592,3258359,301.1380833333333,63.25799999999999,366.0,1111.8181818181818,,
791059,24441215,,,,,,
679289,23156537,,,,,,
1129265,21707331,197.93286666666674,38.43233000000002,320.0,660.1818181818181,,
1247646,25020861,,,,,,
1351663,18283955,119.81149999999998,84.77472499999998,343.0,2702.909090909091,,
802690,5173959,121.0454666666667,139.186,366.0,3015.4545454545455,,
1085501,24290677,,,,,,
1814521,25403557,,,,,,
1332685,2794695,191.81326666666664,72.58899999999997,327.0,510.72727272727275,-75.2,
1900049,14816441,211.85656666666668,185.41953999999998,358.0,667.8181818181819,,
65709,5650271,154.39091666666667,128.0154,365.0,160.36363636363637,,
1386156,13535063,394.80835,451.53778,91.0,13783.09090909091,,
1401900,13780231,100.25821666666668,94.88477000000002,329.0,1229.4545454545455,,
2039480,24498421,,,,,,
450847,11788029,324.0792833333333,-403.57436,358.0,1012.0,-2139.4666666666667,
2174078,10013237,163.77748333333332,175.87522999999993,352.0,5980.363636363636,,
137125,15078071,103.42171666666667,99.12825,366.0,2072.909090909091,,
167841,25348967,,,,,,
874064,19342871,375.5758,115.64247,366.0,1184.909090909091,,
2105104,14035321,160.35779999999994,113.09236000000001,348.0,481.8181818181818,,
1585419,13459825,235.93286666666665,131.73349999999996,344.0,745.2727272727273,,
1830612,18453199,1402.8979833333335,-492.92556,363.0,4798.363636363636,,
1746726,23331285,,,,,,
1256285,20671287,74.553,27.534020000000005,365.0,89.81818181818181,,
1510156,2814299,153.71613333333332,118.34899,349.0,432.3636363636364,,
21359,23223927,,,,,,
1664790,4737975,650.1747166666667,141.07175000000007,366.0,2191.2727272727275,,
2218442,5340269,366.34386666666666,82.28718999999995,344.0,1207.090909090909,,
1411922,25596135,,,,,,
896953,13080053,138.7531333333333,114.40927000000002,348.0,296.0,,
2291102,22680393,216.0728,127.5704343148,67.0,698.1757854545455,,
1636224,24052287,,,,,,
1010113,24949127,,,,,,
1695566,6150147,220.08673333333334,65.71908999999997,366.0,7569.272727272727,,
1643616,17262407,450.1009333333332,137.14576999999997,355.0,1432.0,,
195541,9269955,201.72296666666668,118.57198999999999,366.0,415.6363636363636,,
531068,7860105,224.63378333333333,167.31297,352.0,8140.545454545455,,
107794,6280167,375.94288333333344,376.06148999999994,361.0,17081.090909090908,,
387855,23601317,,,,,,
1643108,21604561,162.88881666666666,117.54808335,216.0,323.45454545454544,,
99788,20752979,105.49711666666668,97.77288,336.0,2576.7272727272725,,
462745,25182603,,,,,,
1373002,16993165,241.85654999999988,145.93981999999997,340.0,695.0909090909091,,
717297,22935895,,,,,,
1633269,22340179,,,,,,
