,ACCT_ID_M,DAYS_LAST_LOGIN,NUM_LOGINS_6M,NUM_WKDAY_LOGIN_6M,NUM_WKEND_LOGIN_6M,Measures.Call_Duration_mean,Measures.Call_Duration_min,Measures.Call_Duration_max,DEPT_Retention Inbound,DEPT_Retention Outbound,MAX_RING_DURATION_6M,MAX_TALK_DURATION_3M,NUM_INTERACTION_3M,EMAIL_T1_ISP_FLG,EMAIL_T2_ISP_FLG,EMAIL_WEBMAIL_FLG
272620,21082693,3.0,6,3,3,,,,,,,,0,0,0,0
404965,23600823,149.0,2,2,0,,,,,,,,0,0,0,0
459551,23734719,,0,0,0,,,,,,,,0,0,0,0
1723897,18878691,49.0,2,2,0,,,,,,,,0,0,0,0
1735452,9651517,,0,0,0,378.33333333333326,203.0,626.0,0.0,0.0,6.0,304.0,3,1,0,0
1279007,4351881,,0,0,0,,,,,,,,0,0,0,1
606466,25193489,,0,0,0,1221.0,1221.0,1221.0,0.0,0.0,,,2,0,1,0
1057955,9354007,,0,0,0,,,,,,,,0,0,0,0
124516,14392447,168.0,1,1,0,,,,,,,,0,0,0,1
1602556,12396765,94.0,6,6,0,1058.0,1058.0,1058.0,0.0,0.0,,,1,1,0,0
2097125,22385721,91.0,1,1,0,358.0,133.0,583.0,0.0,0.0,256.0,585.0,2,1,0,0
1172437,20800615,1383.0,0,0,0,,,,,,,,0,0,0,1
146272,17246431,,0,0,0,,,,,,,,0,0,0,1
624624,23048879,862.0,0,0,0,237.0,160.0,314.0,0.0,0.0,,,3,0,0,0
395141,18619793,,0,0,0,,,,,,,,1,0,0,0
1278076,25398697,,0,0,0,,,,,,,,0,1,0,0
507254,11642095,53.0,2,0,2,,,,,,,,2,0,0,1
837856,8782707,7.0,9,9,0,,,,,,,,2,0,0,0
80523,4659335,,0,0,0,,,,,,,,1,0,0,0
497950,24414727,22.0,1,1,0,147.75,45.0,361.0,0.0,1.0,,,3,0,0,1
1197856,21114383,940.0,0,0,0,,,,,,,,0,0,0,1
1344234,21455905,,0,0,0,,,,,,,,0,0,0,1
1434737,24221773,,0,0,0,20.666666666666668,18.0,25.0,0.0,0.0,,,3,1,0,0
460200,25021119,,0,0,0,,,,,,,,0,0,0,1
957528,24401397,122.0,2,2,0,,,,,,,,0,0,0,0
2296187,24020141,,0,0,0,,,,,,,,1,0,0,1
47284,10055541,868.0,0,0,0,,,,,,,,10,0,0,1
558761,2342737,588.0,0,0,0,,,,,,,,0,0,0,1
1404165,6339227,,0,0,0,,,,,,,,0,0,0,0
1356439,1954051,49.0,1,1,0,,,,,,,,1,1,0,0
588292,22003783,78.0,1,1,0,,,,,,,,6,0,0,1
921468,24366321,79.0,3,3,0,1010.0,1010.0,1010.0,0.0,0.0,,,0,0,0,1
797293,16330585,50.0,1,1,0,,,,,,,,0,0,0,0
469936,6814803,,0,0,0,,,,,,,,0,0,0,1
302884,22856483,495.0,0,0,0,,,,,,,,4,0,0,1
2068780,6963119,1132.0,0,0,0,,,,,,,,4,0,0,1
1475621,19745749,149.0,2,2,0,,,,,,,,1,0,0,1
55758,23025707,580.0,0,0,0,,,,,,,,0,0,1,0
1301801,2795987,,0,0,0,,,,,,,,0,1,0,0
1177529,25191627,80.0,5,4,1,,,,,,,,3,0,0,1
1310718,12158955,,0,0,0,,,,,,,,1,0,0,0
984347,14014799,,0,0,0,411.0,411.0,411.0,0.0,0.0,,,1,0,0,0
1800872,24673009,57.0,3,2,1,1157.0,1157.0,1157.0,0.0,0.0,,,2,0,0,1
1859524,18968493,42.0,2,2,0,,,,,,,,1,0,0,1
753643,24456481,,0,0,0,,,,,,,,3,0,0,1
953346,1110195,,0,0,0,,,,,,,,1,0,0,0
1301605,22086285,535.0,0,0,0,475.0,475.0,475.0,0.0,0.0,,,2,1,0,0
202511,23844889,412.0,0,0,0,,,,,,,,0,0,0,1
1252939,20477229,,0,0,0,323.0,8.0,590.0,0.0,0.0,1193.0,640.0,4,0,0,1
523175,14291199,4.0,1,0,1,,,,,,,,0,0,1,0
226260,17148955,,0,0,0,427.0,184.0,670.0,0.0,0.0,137.0,,0,0,0,0
886354,9711647,,0,0,0,,,,,,,,0,0,0,1
2010359,12716167,1129.0,0,0,0,,,,,,,,1,0,0,1
549415,6170139,,0,0,0,,,,,,,,0,0,0,0
1954132,22496939,126.0,4,2,2,,,,,,,,2,0,0,1
1201775,15730437,238.0,0,0,0,,,,,,,,0,1,0,0
222983,24110917,135.0,1,1,0,,,,,,,,2,0,0,1
1370436,18733353,10.0,8,8,0,,,,,,,,0,0,0,0
520438,22687309,84.0,3,3,0,,,,,,135.0,0.0,6,0,0,0
20546,23401919,459.0,0,0,0,879.0,879.0,879.0,0.0,0.0,3.0,,0,0,0,0
1382055,11765519,2228.0,0,0,0,,,,,,,,0,0,0,1
777878,10599921,63.0,1,1,0,,,,,,,,4,0,0,1
1916181,20823753,133.0,2,2,0,,,,,,,,1,1,0,0
1234443,24716481,100.0,3,3,0,,,,,,,,2,1,0,0
526012,5772383,,0,0,0,,,,,,,,0,0,0,0
1292625,13978603,,0,0,0,408.0,408.0,408.0,0.0,0.0,,,3,0,0,0
1172094,16634813,1333.0,0,0,0,,,,,,,,0,1,0,0
2028351,18081021,63.0,2,2,0,,,,,,,,0,1,0,0
184187,23139769,,0,0,0,,,,,,,,0,0,0,1
1297913,11254881,,0,0,0,,,,,,,,0,0,0,0
492356,15480315,925.0,0,0,0,,,,,,,,0,0,0,1
678284,25280601,,0,0,0,,,,,,,,2,0,0,0
1881673,4022265,79.0,3,3,0,99.0,57.0,141.0,0.0,0.0,,,0,0,0,1
1333644,509027,2.0,8,8,0,,,,,,,,0,1,0,0
839483,5204015,,0,0,0,,,,,,,,0,0,0,0
2185640,23296247,,0,0,0,,,,,,,,0,0,0,1
1739481,12153647,,0,0,0,,,,,,,,0,0,0,0
320935,1958213,1057.0,0,0,0,,,,,,,,1,0,0,1
1439393,22286529,19.0,9,3,6,779.0,779.0,779.0,0.0,0.0,,,2,0,0,1
1026485,18366135,,0,0,0,,,,,,,,1,0,0,0
425139,24227281,59.0,3,1,2,,,,,,,,2,0,0,1
2110833,25450237,35.0,1,1,0,482.0,482.0,482.0,0.0,0.0,,,1,0,0,1
1003898,20232123,1414.0,0,0,0,,,,,,0.0,0.0,0,0,0,1
831425,2302817,13.0,3,3,0,,,,,,,,2,0,0,0
327918,21614693,,0,0,0,,,,,,,,0,0,0,0
1203928,14507351,,0,0,0,,,,,,,,0,0,0,0
2259569,25185721,86.0,1,1,0,,,,,,,,1,0,0,1
476149,17058649,231.0,0,0,0,,,,,,,,0,0,0,0
1858039,25368729,,0,0,0,,,,,,,,3,0,0,1
226973,11074973,508.0,0,0,0,,,,,,,,2,0,0,1
294977,25188219,,0,0,0,,,,,,,,0,0,0,1
511971,8588891,,0,0,0,,,,,,,,0,0,0,0
1721010,21767631,297.0,0,0,0,,,,,,,,0,0,0,1
571017,24812471,,0,0,0,371.0,71.0,643.0,0.0,0.0,,,0,0,0,0
1680896,16722889,6.0,11,11,0,,,,,,,,1,1,0,0
2185817,25209871,55.0,2,2,0,,,,,,,,2,0,0,1
574499,11666449,,0,0,0,,,,,,,,1,0,0,0
553821,23892963,63.0,3,3,0,,,,,,,,1,0,0,1
735435,14856113,,0,0,0,,,,,,,,0,0,0,0
1095234,17211939,455.0,0,0,0,,,,,,,,1,0,0,1
2297292,22552253,79.0,7,7,0,,,,,,,,0,0,0,1
293191,24159675,,0,0,0,,,,,,,,0,0,0,1
1223770,17014491,1055.0,0,0,0,,,,,,,,1,0,0,1
1173441,4471377,1067.0,0,0,0,,,,,,,,0,0,0,1
2269890,20457467,,0,0,0,,,,,,,,0,0,0,0
1964023,24513371,108.0,1,1,0,,,,,,,,0,0,0,1
407734,24018101,,0,0,0,,,,,,,,0,0,0,0
2154515,743273,,0,0,0,460.0,239.0,681.0,0.0,0.0,,,1,0,0,1
1678942,15365253,1528.0,0,0,0,,,,,,,,0,0,0,1
2289735,22508785,,0,0,0,,,,,,,,1,0,0,1
892453,25391675,45.0,2,2,0,1217.0,1217.0,1217.0,0.0,0.0,,,3,0,0,1
241585,24679925,32.0,5,3,2,418.0,58.0,1456.0,0.0,0.0,,,0,0,0,1
591214,23866433,,0,0,0,,,,,,,,0,0,0,0
1701705,12098553,3.0,2,2,0,,,,,,,,3,1,0,0
2083911,10125169,,0,0,0,,,,,,,,1,0,0,1
315073,25160175,47.0,8,5,3,,,,,,,,1,0,0,0
1020110,16607233,954.0,0,0,0,289.0,211.0,402.0,0.0,0.0,,,0,1,0,0
289696,17480169,,0,0,0,,,,,,,,2,0,0,0
1599246,24713177,192.0,0,0,0,,,,,,,,1,0,0,1
141871,18634211,1288.0,0,0,0,,,,,,,,1,0,0,1
1649692,16528647,748.0,0,0,0,,,,,,,,0,0,0,1
22908,25316865,,0,0,0,,,,,,,,0,0,0,0
2102982,23410843,,0,0,0,,,,,,,,0,0,0,0
2004336,24966509,101.0,1,1,0,,,,,,,,2,0,0,1
2060952,20925269,8.0,6,5,1,,,,,,,,1,0,0,1
817468,22376453,99.0,1,1,0,,,,,,,,3,0,0,1
1050686,15436707,,0,0,0,,,,,,,,1,0,0,0
1273475,21645573,,0,0,0,,,,,,,,3,0,0,0
195670,21233245,291.0,0,0,0,,,,,,,,0,0,0,0
516967,25144831,2.0,56,40,16,327.0,327.0,327.0,0.0,0.0,,,2,0,0,1
1991419,7487641,543.0,0,0,0,,,,,,,,0,0,0,1
747662,21834371,875.0,0,0,0,,,,,,,,1,0,0,1
1048653,23022607,486.0,0,0,0,,,,,,,,0,0,0,1
1231775,22904567,,0,0,0,201.66666666666663,113.0,247.0,0.0,0.0,4.0,,0,0,0,1
1101848,25157627,,0,0,0,,,,,,,,2,0,0,1
393677,22375141,70.0,1,1,0,507.33333333333326,18.0,1522.0,0.0,0.0,,,1,0,0,1
645423,24984241,,0,0,0,121.0,121.0,121.0,0.0,1.0,,,1,0,0,0
560206,2370809,192.0,0,0,0,,,,,,,,0,0,0,1
2192595,13110333,1804.0,0,0,0,,,,,,3.0,,0,0,0,1
2319289,20249967,1318.0,0,0,0,,,,,,,,1,0,0,1
405786,24136895,42.0,1,1,0,879.0,879.0,879.0,0.0,0.0,,,1,0,0,1
1339044,24498465,217.0,0,0,0,,,,,,,,5,0,0,1
732107,1536317,416.0,0,0,0,,,,,,,,2,0,0,1
1416828,24202683,353.0,0,0,0,778.75,35.0,2631.0,0.0,4.0,,,5,0,0,1
1343678,22750357,562.0,0,0,0,,,,,,,,1,0,1,0
271495,2953061,,0,0,0,,,,,,,,0,0,0,1
1588743,7100575,881.0,0,0,0,,,,,,,,3,1,0,0
2127505,20394625,57.0,5,5,0,,,,,,,,3,0,0,1
1883844,21412305,379.0,0,0,0,,,,,,,,2,0,0,1
1379592,24796519,,0,0,0,,,,,,,,1,0,0,0
1338192,4481513,25.0,1,0,1,,,,,,,,2,0,0,1
2101495,21576591,,0,0,0,,,,,,,,0,0,0,0
99229,14647231,31.0,3,3,0,549.6666666666666,13.0,1450.0,0.0,0.0,,,12,0,0,1
303395,10589503,,0,0,0,,,,,,,,0,0,0,0
273892,13377459,175.0,2,2,0,,,,,,5.0,,0,0,0,1
1776156,15699093,,0,0,0,307.0,182.0,432.0,0.0,0.0,,,45,0,0,1
449394,1225237,105.0,2,2,0,,,,,,,,0,0,0,0
36280,3541805,281.0,0,0,0,,,,,,,,0,1,0,0
1607982,14933577,,0,0,0,,,,,,,,1,0,0,1
1684957,21072953,36.0,1,1,0,151.0,151.0,151.0,0.0,0.0,,,0,0,0,1
174697,8433325,,0,0,0,,,,,,,,1,0,0,0
1796232,22446633,1100.0,0,0,0,,,,,,4.0,1024.0,9,0,0,0
2078990,8803875,44.0,7,4,3,,,,,,,,1,0,0,1
1345426,19924709,1415.0,0,0,0,,,,,,,,1,0,0,1
1536644,20074861,913.0,0,0,0,,,,,,,,0,1,0,0
1580360,25286875,70.0,1,1,0,,,,,,,,2,0,0,0
894196,3435387,,0,0,0,,,,,,,,2,0,0,0
896429,4934417,,0,0,0,,,,,,,,0,0,0,0
2339762,3308897,,0,0,0,,,,,,,,0,0,1,0
437154,15237105,30.0,2,1,1,,,,,,,,0,0,0,0
1057968,1846185,21.0,3,3,0,,,,,,,,0,0,0,0
195151,21303609,428.0,0,0,0,,,,,,,,0,0,0,1
1023588,22655083,,0,0,0,1183.0,469.0,1897.0,0.0,0.0,,,0,0,0,1
977963,13667769,12.0,9,5,4,572.0,97.0,937.0,0.0,0.0,1238.0,1288.0,3,0,0,1
1489205,24047515,,0,0,0,819.0,819.0,819.0,0.0,0.0,,,0,0,0,1
68275,8887253,,0,0,0,,,,,,,,2,0,0,0
1339504,25391263,,0,0,0,,,,,,,,0,0,0,1
1226468,13639981,244.0,0,0,0,,,,,,,,0,1,0,0
1685123,13400933,,0,0,0,,,,,,,,2,0,0,0
1393646,23786585,368.0,0,0,0,,,,,,,,1,0,0,1
1165432,20351993,31.0,12,8,4,,,,,,,,1,0,0,1
301499,19197887,,0,0,0,,,,,,,,0,0,0,0
1322170,24168773,,0,0,0,,,,,,4.0,,2,0,0,0
38662,25572443,,0,0,0,,,,,,,,2,0,0,1
2250338,19343485,164.0,1,1,0,,,,,,,,3,0,0,1
2134213,14661345,49.0,2,2,0,,,,,,,,0,0,0,1
1390061,10638847,967.0,0,0,0,,,,,,,,0,0,0,1
796712,6864245,10.0,1,1,0,,,,,,,,4,0,0,0
2159317,11180735,,0,0,0,,,,,,,,0,0,0,1
2183174,23625811,21.0,5,5,0,,,,,,,,0,0,0,1
1493130,20355061,,0,0,0,,,,,,,,0,0,0,0
1599143,24813865,4.0,19,15,4,,,,,,,,0,0,0,1
2148966,23248575,255.0,0,0,0,387.75,94.0,842.0,0.0,1.0,4.0,,0,0,0,1
1202793,8973441,882.0,0,0,0,,,,,,,,0,0,0,1
2206199,21718789,17.0,4,4,0,,,,,,,,0,0,0,1
128139,25563041,,0,0,0,737.0,726.0,748.0,0.0,0.0,,,3,0,0,1
683168,24699135,169.0,5,3,2,,,,,,,,1,0,0,1
1069159,25200089,84.0,1,1,0,,,,,,,,3,0,0,0
347023,8206755,1136.0,0,0,0,,,,,,,,1,0,0,1
555599,1161237,,0,0,0,,,,,,,,0,0,0,0
1917248,21896309,238.0,0,0,0,,,,,,,,1,0,0,1
2249086,20460591,,0,0,0,,,,,,1234.0,213.0,1,1,0,0
768356,8340749,,0,0,0,,,,,,,,0,0,0,1
2056696,23591927,80.0,7,7,0,,,,,,656.0,986.0,12,0,0,1
1694164,14207277,,0,0,0,,,,,,3.0,1224.0,1,0,0,0
2254960,22533599,,0,0,0,,,,,,,,0,0,0,0
